origin,region,state,regionType,uom,mileLower,mileUpper,productType,season,entryDate,amount,tons,id,last_update_date
,KS,KS,ORIGIN,$/MI,50,60,UAN,2023 Q4,2023-08-18,6.4,25,KS|#|ORIGIN|#|UAN/ATS/APP|#|$/MI|#|50|#|60|#|2023 Q4|#|2023-08-18|#|,2023-08-18
"SERGEANT BLUFF, IA",IA SW,IA,DESTINATION,$/ST,0,60,DAP,2024 Q1,2023-09-28,15,25,"IA SW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|SERGEANT BLUFF, IA",2023-09-28
"OTTAWA, IL",IA SW,IA,DESTINATION,$/ST,0,60,MAP,2023 Q4,2023-09-28,18,25,"IA SW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2023 Q4|#|2023-09-28|#|OTTAWA, IL",2023-09-28
"BILLINGS, MT",MT N,MT,DESTINATION,$/MI,60,9999,MAP,2024 Q1,2023-09-28,6,25,"MT N|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|BILLINGS, MT",2023-09-28
,IL/IN/OH,IN,ORIGIN,$/ST,60,70,AMMONIA,FALL 2023,2023-08-18,34.6,20,IL/IN/OH|#|ORIGIN|#|AMMONIA|#|$/ST|#|60|#|70|#|FALL 2023|#|2023-08-18|#|,2023-08-18
,NE,NE,ORIGIN,$/MI,80,90,ATS,2023 Q4,2023-08-18,5,25,NE|#|ORIGIN|#|UAN/ATS/APP|#|$/MI|#|80|#|90|#|2023 Q4|#|2023-08-18|#|,2023-08-18
"CINCINNATI, OH",IL W,IL,DESTINATION,$/MI,60,9999,UREA,2023 Q4,2023-09-28,0,25,"IL W|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|CINCINNATI, OH",2023-09-28
"BURLEY, ID",WY E,WY,DESTINATION,$/MI,60,9999,MAP,2024 Q1,2023-09-28,0,25,"WY E|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|BURLEY, ID",2023-09-28
"CINCINNATI, OH",IA NW,IA,DESTINATION,$/MI,60,9999,UREA,2024 Q1,2023-09-28,0,25,"IA NW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|CINCINNATI, OH",2023-09-28
"BILLINGS, MT",ID C,ID,DESTINATION,$/MI,60,9999,UREA,2023 Q4,2023-09-28,7,25,"ID C|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|BILLINGS, MT",2023-09-28
"SERGEANT BLUFF, IA",IA NE,IA,DESTINATION,$/MI,60,9999,MAP,2024 Q1,2023-09-28,4.5,25,"IA NE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|SERGEANT BLUFF, IA",2023-09-28
"SAINT PAUL, MN",WI N,WI,DESTINATION,$/MI,60,9999,MAP,2024 Q1,2023-09-28,4,25,"WI N|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|SAINT PAUL, MN",2023-09-28
"SERGEANT BLUFF, IA",IA SW,IA,DESTINATION,$/MI,60,9999,SUPERU,2024 Q1,2023-09-28,4,25,"IA SW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|SERGEANT BLUFF, IA",2023-09-28
"BURLEY, ID",WA W,WA,DESTINATION,$/MI,60,9999,UREA,2024 Q1,2023-09-28,4.5,25,"WA W|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|BURLEY, ID",2023-09-28
,IA,IA,ORIGIN,$/ST,20,30,ATS,2023 Q4,2023-08-18,9.2,25,IA|#|ORIGIN|#|UAN/ATS/APP|#|$/ST|#|20|#|30|#|2023 Q4|#|2023-08-18|#|,2023-08-18
,OK,OK,ORIGIN,$/ST,30,40,UAN,2023 Q4,2023-08-18,12.1,25,OK|#|ORIGIN|#|UAN/ATS/APP|#|$/ST|#|30|#|40|#|2023 Q4|#|2023-08-18|#|,2023-08-18
"CINCINNATI, OH",IL W,IL,DESTINATION,$/MI,60,9999,MAP,2023 Q4,2023-09-28,0,25,"IL W|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|CINCINNATI, OH",2023-09-28
"ROCK ISLAND, IL",MN S,MN,DESTINATION,$/MI,60,9999,MAP,2023 Q4,2023-09-28,4,25,"MN S|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|ROCK ISLAND, IL",2023-09-28
"SAINT PAUL, MN",MN S,MN,DESTINATION,$/MI,60,9999,DAP,2024 Q1,2023-09-28,4,25,"MN S|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|SAINT PAUL, MN",2023-09-28
"BILLINGS, MT",OR E,OR,DESTINATION,$/MI,60,9999,DAP,2024 Q1,2023-09-28,4,25,"OR E|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|BILLINGS, MT",2023-09-28
"CINCINNATI, OH",MN C,MN,DESTINATION,$/ST,0,60,DAP,2024 Q1,2023-09-28,18,25,"MN C|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|CINCINNATI, OH",2023-09-28
"MOORLAND, IA",IL W,IL,DESTINATION,$/ST,0,60,SUPERU,2023 Q4,2023-09-28,15,25,"IL W|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2023 Q4|#|2023-09-28|#|MOORLAND, IA",2023-09-28
,KS,KS,ORIGIN,$/MI,90,100,UAN,2023 Q4,2023-08-18,5,25,KS|#|ORIGIN|#|UAN/ATS/APP|#|$/MI|#|90|#|100|#|2023 Q4|#|2023-08-18|#|,2023-08-18
"INOLA, OK",KS N,KS,DESTINATION,$/MI,60,9999,MAP,2023 Q4,2023-09-28,3.3,25,"KS N|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|INOLA, OK",2023-09-28
"JEFFERSONVILLE, IN",IL W,IL,DESTINATION,$/ST,0,60,SUPERU,2023 Q4,2023-09-28,18,25,"IL W|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2023 Q4|#|2023-09-28|#|JEFFERSONVILLE, IN",2023-09-28
,NE,NE,ORIGIN,$/ST,30,40,10-34-0,2023 Q4,2023-08-18,11.6,25,NE|#|ORIGIN|#|UAN/ATS/APP|#|$/ST|#|30|#|40|#|2023 Q4|#|2023-08-18|#|,2023-08-18
"MOORLAND, IA",IL E,IL,DESTINATION,$/ST,0,60,UREA,2023 Q4,2023-09-28,15,25,"IL E|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2023 Q4|#|2023-09-28|#|MOORLAND, IA",2023-09-28
"WINONA, MN",MN S,MN,DESTINATION,$/MI,60,9999,MAP,2024 Q1,2023-09-28,4,25,"MN S|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|WINONA, MN",2023-09-28
"BILLINGS, MT",ID W,ID,DESTINATION,$/MI,0,60,UREA,2023 Q4,2023-09-28,18,25,"ID W|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|0|#|60|#|2023 Q4|#|2023-09-28|#|BILLINGS, MT",2023-09-28
"INOLA, OK",KS NW,KS,DESTINATION,$/MI,60,9999,UREA,2023 Q4,2023-09-28,3.65,25,"KS NW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|INOLA, OK",2023-09-28
"INOLA, OK",MO NE,MO,DESTINATION,$/MI,60,9999,DAP,2023 Q4,2023-09-28,3.9,25,"MO NE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|INOLA, OK",2023-09-28
"WINONA, MN",IA SW,IA,DESTINATION,$/MI,60,9999,SUPERU,2024 Q1,2023-09-28,4.5,25,"IA SW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|WINONA, MN",2023-09-28
"MOORLAND, IA",IL E,IL,DESTINATION,$/MI,60,9999,MAP,2023 Q4,2023-09-28,0,25,"IL E|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|MOORLAND, IA",2023-09-28
"INOLA, OK",NE NW,NE,DESTINATION,$/MI,60,9999,DAP,2023 Q4,2023-09-28,3.65,25,"NE NW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|INOLA, OK",2023-09-28
"BILLINGS, MT",MT E,MT,DESTINATION,$/MI,0,60,DAP,2023 Q4,2023-09-28,18,25,"MT E|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|0|#|60|#|2023 Q4|#|2023-09-28|#|BILLINGS, MT",2023-09-28
,MN,MN,ORIGIN,$/ST,40,50,AMMONIA,FALL 2023,2023-08-18,27.25,20,MN|#|ORIGIN|#|AMMONIA|#|$/ST|#|40|#|50|#|FALL 2023|#|2023-08-18|#|,2023-08-18
"SERGEANT BLUFF, IA",MN S,MN,DESTINATION,$/MI,60,9999,SUPERU,2023 Q4,2023-09-28,4,25,"MN S|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|SERGEANT BLUFF, IA",2023-09-28
"INOLA, OK",KS SW,KS,DESTINATION,$/ST,0,60,MAP,2024 Q1,2023-09-28,15,25,"KS SW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|INOLA, OK",2023-09-28
"ENID, OK",MO SW,MO,DESTINATION,$/ST,0,60,UREA,2024 Q1,2023-09-28,15,25,"MO SW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|ENID, OK",2023-09-28
"INOLA, OK",KS N,KS,DESTINATION,$/ST,0,60,SUPERU,2024 Q1,2023-09-28,15,25,"KS N|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|INOLA, OK",2023-09-28
"BILLINGS, MT",UT SW,UT,DESTINATION,$/MI,60,9999,SUPERU,2024 Q1,2023-09-28,0,25,"UT SW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|BILLINGS, MT",2023-09-28
"BILLINGS, MT",MT S,MT,DESTINATION,$/MI,0,60,SUPERU,2024 Q1,2023-09-28,18,25,"MT S|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|0|#|60|#|2024 Q1|#|2023-09-28|#|BILLINGS, MT",2023-09-28
"MOORLAND, IA",IA SW,IA,DESTINATION,$/MI,60,9999,SUPERU,2024 Q1,2023-09-28,4,25,"IA SW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|MOORLAND, IA",2023-09-28
"INOLA, OK",KS NC,KS,DESTINATION,$/MI,60,9999,UREA,2023 Q4,2023-09-28,3.3,25,"KS NC|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|INOLA, OK",2023-09-28
"SAINT PAUL, MN",MN N,MN,DESTINATION,$/MI,60,9999,SUPERU,2023 Q4,2023-09-28,4,25,"MN N|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|SAINT PAUL, MN",2023-09-28
"BURLEY, ID",UT E,UT,DESTINATION,$/MI,60,9999,DAP,2023 Q4,2023-09-28,4.5,25,"UT E|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|BURLEY, ID",2023-09-28
"SAINT LOUIS, MO",MO NE,MO,DESTINATION,$/ST,0,60,DAP,2024 Q1,2023-09-28,15,25,"MO NE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|SAINT LOUIS, MO",2023-09-28
"BILLINGS, MT",UT NW,UT,DESTINATION,$/MI,60,9999,UREA,2023 Q4,2023-09-28,4.5,25,"UT NW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|BILLINGS, MT",2023-09-28
"ROCK ISLAND, IL",IA NW,IA,DESTINATION,$/MI,60,9999,SUPERU,2024 Q1,2023-09-28,4,25,"IA NW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|ROCK ISLAND, IL",2023-09-28
"WINONA, MN",WI SE,WI,DESTINATION,$/MI,60,9999,UREA,2023 Q4,2023-09-28,0,25,"WI SE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|WINONA, MN",2023-09-28
"INOLA, OK",TX C,TX,DESTINATION,$/MI,60,9999,DAP,2024 Q1,2023-09-28,4,25,"TX C|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|INOLA, OK",2023-09-28
"OTTAWA, IL",IA SE,IA,DESTINATION,$/MI,60,9999,MAP,2023 Q4,2023-09-28,0,25,"IA SE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|OTTAWA, IL",2023-09-28
"SAINT PAUL, MN",IA NW,IA,DESTINATION,$/MI,60,9999,MAP,2023 Q4,2023-09-28,4.5,25,"IA NW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|SAINT PAUL, MN",2023-09-28
,IA,IA,ORIGIN,$/ST,20,30,AMMONIA,FALL 2023,2023-08-18,22.85,20,IA|#|ORIGIN|#|AMMONIA|#|$/ST|#|20|#|30|#|FALL 2023|#|2023-08-18|#|,2023-08-18
,KS,KS,ORIGIN,$/MI,200,300,10-34-0,2023 Q4,2023-08-18,4.5,25,KS|#|ORIGIN|#|UAN/ATS/APP|#|$/MI|#|200|#|300|#|2023 Q4|#|2023-08-18|#|,2023-08-18
,ND,ND,ORIGIN,$/MI,80,90,UAN,2023 Q4,2023-08-18,5.8,25,ND|#|ORIGIN|#|UAN/ATS/APP|#|$/MI|#|80|#|90|#|2023 Q4|#|2023-08-18|#|,2023-08-18
"INOLA, OK",CO E,CO,DESTINATION,$/MI,60,9999,DAP,2024 Q1,2023-09-28,3.8,25,"CO E|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|INOLA, OK",2023-09-28
"MOORLAND, IA",IL E,IL,DESTINATION,$/MI,60,9999,SUPERU,2023 Q4,2023-09-28,0,25,"IL E|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|MOORLAND, IA",2023-09-28
"WILMINGTON, NC",SC E,SC,DESTINATION,$/ST,0,60,UREA,2023 Q4,2023-09-28,18,25,"SC E|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2023 Q4|#|2023-09-28|#|WILMINGTON, NC",2023-09-28
"SERGEANT BLUFF, IA",MN C,MN,DESTINATION,$/ST,0,60,SUPERU,2024 Q1,2023-09-28,15,25,"MN C|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|SERGEANT BLUFF, IA",2023-09-28
"ENID, OK",KS SE,KS,DESTINATION,$/MI,60,9999,MAP,2023 Q4,2023-09-28,3.4,25,"KS SE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|ENID, OK",2023-09-28
"OTTAWA, IL",MN S,MN,DESTINATION,$/MI,60,9999,DAP,2024 Q1,2023-09-28,0,25,"MN S|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|OTTAWA, IL",2023-09-28
"BURLEY, ID",WA W,WA,DESTINATION,$/ST,0,60,MAP,2024 Q1,2023-09-28,18,25,"WA W|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|BURLEY, ID",2023-09-28
"BILLINGS, MT",MT E,MT,DESTINATION,$/MI,0,60,DAP,2024 Q1,2023-09-28,18,25,"MT E|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|0|#|60|#|2024 Q1|#|2023-09-28|#|BILLINGS, MT",2023-09-28
"JEFFERSONVILLE, IN",IL W,IL,DESTINATION,$/ST,0,60,MAP,2023 Q4,2023-09-28,18,25,"IL W|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2023 Q4|#|2023-09-28|#|JEFFERSONVILLE, IN",2023-09-28
,IL/IN/OH,IL,ORIGIN,$/ST,60,70,AMMONIA,FALL 2023,2023-08-18,34.6,20,IL/IN/OH|#|ORIGIN|#|AMMONIA|#|$/ST|#|60|#|70|#|FALL 2023|#|2023-08-18|#|,2023-08-18
"OTTAWA, IL",IA SW,IA,DESTINATION,$/ST,0,60,SUPERU,2023 Q4,2023-09-28,18,25,"IA SW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2023 Q4|#|2023-09-28|#|OTTAWA, IL",2023-09-28
"SERGEANT BLUFF, IA",IA NW,IA,DESTINATION,$/MI,60,9999,DAP,2023 Q4,2023-09-28,4,25,"IA NW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|SERGEANT BLUFF, IA",2023-09-28
"INOLA, OK",CO W,CO,DESTINATION,$/ST,0,60,UREA,2023 Q4,2023-09-28,15,25,"CO W|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2023 Q4|#|2023-09-28|#|INOLA, OK",2023-09-28
,KS,KS,ORIGIN,$/ST,40,50,UAN,2023 Q4,2023-08-18,13.4,25,KS|#|ORIGIN|#|UAN/ATS/APP|#|$/ST|#|40|#|50|#|2023 Q4|#|2023-08-18|#|,2023-08-18
"JEFFERSONVILLE, IN",MN S,MN,DESTINATION,$/ST,0,60,MAP,2024 Q1,2023-09-28,18,25,"MN S|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|JEFFERSONVILLE, IN",2023-09-28
"WILMINGTON, NC",NC NE,NC,DESTINATION,$/ST,0,60,MAP,2023 Q4,2023-09-28,18,25,"NC NE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2023 Q4|#|2023-09-28|#|WILMINGTON, NC",2023-09-28
"BILLINGS, MT",MT W,MT,DESTINATION,$/MI,0,60,MAP,2023 Q4,2023-09-28,18,25,"MT W|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|0|#|60|#|2023 Q4|#|2023-09-28|#|BILLINGS, MT",2023-09-28
,KS,KS,ORIGIN,$/ST,0,10,ATS,2023 Q4,2023-08-18,10.3,25,KS|#|ORIGIN|#|UAN/ATS/APP|#|$/ST|#|0|#|10|#|2023 Q4|#|2023-08-18|#|,2023-08-18
"BILLINGS, MT",OR E,OR,DESTINATION,$/MI,60,9999,SUPERU,2024 Q1,2023-09-28,4,25,"OR E|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|BILLINGS, MT",2023-09-28
"ENID, OK",TX S,TX,DESTINATION,$/MI,60,9999,UREA,2023 Q4,2023-09-28,0,25,"TX S|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|ENID, OK",2023-09-28
,KS/OK/MO,MO,ORIGIN,$/MI,300,350,AMMONIA,FALL 2023,2023-08-18,6.5,20,KS/OK/MO|#|ORIGIN|#|AMMONIA|#|$/MI|#|300|#|350|#|FALL 2023|#|2023-08-18|#|,2023-08-18
,IA,IA,ORIGIN,$/ST,10,20,AMMONIA,FALL 2023,2023-08-18,22,20,IA|#|ORIGIN|#|AMMONIA|#|$/ST|#|10|#|20|#|FALL 2023|#|2023-08-18|#|,2023-08-18
"JEFFERSONVILLE, IN",IA NW,IA,DESTINATION,$/MI,60,9999,UREA,2024 Q1,2023-09-28,0,25,"IA NW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|JEFFERSONVILLE, IN",2023-09-28
"ENID, OK",KS SE,KS,DESTINATION,$/ST,0,60,DAP,2024 Q1,2023-09-28,15,25,"KS SE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|ENID, OK",2023-09-28
"INOLA, OK",TX NW,TX,DESTINATION,$/MI,60,9999,SUPERU,2024 Q1,2023-09-28,4,25,"TX NW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|INOLA, OK",2023-09-28
"SERGEANT BLUFF, IA",MN C,MN,DESTINATION,$/MI,60,9999,UREA,2024 Q1,2023-09-28,4,25,"MN C|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|SERGEANT BLUFF, IA",2023-09-28
"ENID, OK",KS SE,KS,DESTINATION,$/ST,0,60,MAP,2024 Q1,2023-09-28,15,25,"KS SE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|ENID, OK",2023-09-28
"OTTAWA, IL",IL E,IL,DESTINATION,$/MI,60,9999,MAP,2024 Q1,2023-09-28,0,25,"IL E|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|OTTAWA, IL",2023-09-28
"WINONA, MN",WI N,WI,DESTINATION,$/ST,0,60,DAP,2023 Q4,2023-09-28,15,25,"WI N|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2023 Q4|#|2023-09-28|#|WINONA, MN",2023-09-28
"SERGEANT BLUFF, IA",IA SW,IA,DESTINATION,$/MI,60,9999,DAP,2024 Q1,2023-09-28,4,25,"IA SW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|SERGEANT BLUFF, IA",2023-09-28
"WINONA, MN",MN N,MN,DESTINATION,$/MI,60,9999,UREA,2024 Q1,2023-09-28,4.5,25,"MN N|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|WINONA, MN",2023-09-28
"SERGEANT BLUFF, IA",IA SE,IA,DESTINATION,$/ST,0,60,UREA,2024 Q1,2023-09-28,15,25,"IA SE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|SERGEANT BLUFF, IA",2023-09-28
"ENID, OK",NE C,NE,DESTINATION,$/MI,60,9999,MAP,2024 Q1,2023-09-28,3.4,25,"NE C|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|ENID, OK",2023-09-28
"ENID, OK",CO W,CO,DESTINATION,$/MI,60,9999,MAP,2024 Q1,2023-09-28,0,25,"CO W|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|ENID, OK",2023-09-28
,ND,ND,ORIGIN,$/ST,0,10,UAN,2023 Q4,2023-08-18,10.1,25,ND|#|ORIGIN|#|UAN/ATS/APP|#|$/ST|#|0|#|10|#|2023 Q4|#|2023-08-18|#|,2023-08-18
"WILMINGTON, NC",VA SE,VA,DESTINATION,$/ST,0,60,UREA,2023 Q4,2023-09-28,18,25,"VA SE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2023 Q4|#|2023-09-28|#|WILMINGTON, NC",2023-09-28
"BURLEY, ID",UT SW,UT,DESTINATION,$/MI,60,9999,MAP,2024 Q1,2023-09-28,0,25,"UT SW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|BURLEY, ID",2023-09-28
"SERGEANT BLUFF, IA",IA NW,IA,DESTINATION,$/ST,0,60,DAP,2023 Q4,2023-09-28,15,25,"IA NW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2023 Q4|#|2023-09-28|#|SERGEANT BLUFF, IA",2023-09-28
"WINONA, MN",IA SW,IA,DESTINATION,$/MI,60,9999,MAP,2023 Q4,2023-09-28,4.5,25,"IA SW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|WINONA, MN",2023-09-28
"SAINT PAUL, MN",MN C,MN,DESTINATION,$/MI,60,9999,UREA,2023 Q4,2023-09-28,4,25,"MN C|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|SAINT PAUL, MN",2023-09-28
"ENID, OK",MO SW,MO,DESTINATION,$/ST,0,60,DAP,2023 Q4,2023-09-28,15,25,"MO SW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2023 Q4|#|2023-09-28|#|ENID, OK",2023-09-28
"INOLA, OK",TX NW,TX,DESTINATION,$/ST,0,60,UREA,2023 Q4,2023-09-28,15,25,"TX NW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2023 Q4|#|2023-09-28|#|INOLA, OK",2023-09-28
