Rate Definition ID,Rate Schedule,Provider Charge Type,Charge Unit,Start Date,End Date,Rate Category,Season,Rec Loc Type,Rec Loc ID,Del Loc Type,Del Loc ID,Rate Type,Rate Unit,Charge Indicator,Rate,Rate Override,Custody Contract,Shipper,Custody Deal,Buy/Sell Deal,Comments,Product Category,Products
177091,FT,FUEL,Percent,6/1/2024,6/30/2024,TR,,Location,BELLE RIVER,Location,ST.CLAIR,Fixed,,Delivery,0.5,,,,,,,All,None
177192,IT,FUEL,Percent,6/1/2024,6/30/2024,TR,,Location,BELLE RIVER,Location,ST.CLAIR,Fixed,,Delivery,0.5,,,,,,,All,None
177103,FT,FUEL,Percent,6/1/2024,6/30/2024,TR,,Location,CARLTON,Location,ST.CLAIR,Fixed,,Delivery,1.71,,,,,,,All,None
177204,IT,FUEL,Percent,6/1/2024,6/30/2024,TR,,Location,CARLTON,Location,ST.CLAIR,Fixed,,Delivery,1.71,,,,,,,All,None
177130,FT,FUEL,Percent,6/1/2024,6/30/2024,TR,,Location,EMERSON,Location,ST.CLAIR,Fixed,,Delivery,2.10039,,,,,,,All,None
177231,IT,FUEL,Percent,6/1/2024,6/30/2024,TR,,Location,EMERSON,Location,ST.CLAIR,Fixed,,Delivery,2.10039,,,,,,,All,None
177147,FT,FUEL,Percent,6/1/2024,6/30/2024,TR,,Location,FARWELL,Location,ST.CLAIR,Fixed,,Delivery,0.77209,,,,,,,All,None
177248,IT,FUEL,Percent,6/1/2024,6/30/2024,TR,,Location,FARWELL,Location,ST.CLAIR,Fixed,,Delivery,0.77209,,,,,,,All,None
177162,FT,FUEL,Percent,6/1/2024,6/30/2024,TR,,Location,FORTUNE LAKE,Location,ST.CLAIR,Fixed,,Delivery,1.31,,,,,,,All,None
177263,IT,FUEL,Percent,6/1/2024,6/30/2024,TR,,Location,FORTUNE LAKE,Location,ST.CLAIR,Fixed,,Delivery,1.31,,,,,,,All,None
177172,FT,FUEL,Percent,6/1/2024,6/30/2024,TR,,Location,RATTLE RUN,Location,ST.CLAIR,Fixed,,Delivery,0.5,,,,,,,All,None
177273,IT,FUEL,Percent,6/1/2024,6/30/2024,TR,,Location,RATTLE RUN,Location,ST.CLAIR,Fixed,,Delivery,0.5,,,,,,,All,None
177092,FT,FUEL,Percent,6/1/2024,6/30/2024,TR,,Location,BELLE RIVER,Location,TRUMBLE RD.,Fixed,,Delivery,0,,,,,,,All,None
177193,IT,FUEL,Percent,6/1/2024,6/30/2024,TR,,Location,BELLE RIVER,Location,TRUMBLE RD.,Fixed,,Delivery,0,,,,,,,All,None
177104,FT,FUEL,Percent,6/1/2024,6/30/2024,TR,,Location,CARLTON,Location,TRUMBLE RD.,Fixed,,Delivery,1.71,,,,,,,All,None
177205,IT,FUEL,Percent,6/1/2024,6/30/2024,TR,,Location,CARLTON,Location,TRUMBLE RD.,Fixed,,Delivery,1.71,,,,,,,All,None
177131,FT,FUEL,Percent,6/1/2024,6/30/2024,TR,,Location,EMERSON,Location,TRUMBLE RD.,Fixed,,Delivery,2.10039,,,,,,,All,None
177232,IT,FUEL,Percent,6/1/2024,6/30/2024,TR,,Location,EMERSON,Location,TRUMBLE RD.,Fixed,,Delivery,2.10039,,,,,,,All,None
177148,FT,FUEL,Percent,6/1/2024,6/30/2024,TR,,Location,FARWELL,Location,TRUMBLE RD.,Fixed,,Delivery,0.63728,,,,,,,All,None
177249,IT,FUEL,Percent,6/1/2024,6/30/2024,TR,,Location,FARWELL,Location,TRUMBLE RD.,Fixed,,Delivery,0.63728,,,,,,,All,None
177163,FT,FUEL,Percent,6/1/2024,6/30/2024,TR,,Location,FORTUNE LAKE,Location,TRUMBLE RD.,Fixed,,Delivery,1.31,,,,,,,All,None
177264,IT,FUEL,Percent,6/1/2024,6/30/2024,TR,,Location,FORTUNE LAKE,Location,TRUMBLE RD.,Fixed,,Delivery,1.31,,,,,,,All,None
177173,FT,FUEL,Percent,6/1/2024,6/30/2024,TR,,Location,RATTLE RUN,Location,TRUMBLE RD.,Fixed,,Delivery,0.5,,,,,,,All,None
177274,IT,FUEL,Percent,6/1/2024,6/30/2024,TR,,Location,RATTLE RUN,Location,TRUMBLE RD.,Fixed,,Delivery,0.5,,,,,,,All,None
177189,FT,FUEL,Percent,6/1/2024,6/30/2024,TR,,Location,ST.CLAIR,Location,TRUMBLE RD.,Fixed,,Delivery,0,,,,,,,All,None
177290,IT,FUEL,Percent,6/1/2024,6/30/2024,TR,,Location,ST.CLAIR,Location,TRUMBLE RD.,Fixed,,Delivery,0,,,,,,,All,None
177110,FT,FUEL,Percent,6/1/2024,6/30/2024,TR,,Location,CLOW,Location,WAKEFIELD,Fixed,,Delivery,1.17,,,,,,,All,None
177211,IT,FUEL,Percent,6/1/2024,6/30/2024,TR,,Location,CLOW,Location,WAKEFIELD,Fixed,,Delivery,1.17,,,,,,,All,None
177132,FT,FUEL,Percent,6/1/2024,6/30/2024,TR,,Location,EMERSON,Location,WAKEFIELD,Fixed,,Delivery,1.17434,,,,,,,All,None
177233,IT,FUEL,Percent,6/1/2024,6/30/2024,TR,,Location,EMERSON,Location,WAKEFIELD,Fixed,,Delivery,1.17434,,,,,,,All,None
177149,FT,FUEL,Percent,6/1/2024,6/30/2024,TR,,Location,FARWELL,Location,WAKEFIELD,Fixed,,Delivery,0,,,,,,,All,None
177250,IT,FUEL,Percent,6/1/2024,6/30/2024,TR,,Location,FARWELL,Location,WAKEFIELD,Fixed,,Delivery,0,,,,,,,All,None
177190,FT,FUEL,Percent,6/1/2024,6/30/2024,TR,,Location,ST.CLAIR,Location,WAKEFIELD,Fixed,,Delivery,0,,,,,,,All,None
177291,IT,FUEL,Percent,6/1/2024,6/30/2024,TR,,Location,ST.CLAIR,Location,WAKEFIELD,Fixed,,Delivery,0,,,,,,,All,None
