locationName,occupantPartyName,occupantType,statesTheyCompeteIn,occupantPartyId
LENTZ FERTILIZER-MENOMONIE,LENTZ FERTILIZER INC,Customer,"",0017000000yIUvR
LEROY COOPERATIVE-WESTPHALIA,JM FERTILIZER LLC,Customer,,00170000012xu9w
LEWISTOWN PROPANE-DENTON,LEWISTOWN PROPANE FERTILIZER LLC,Customer,,0014u00002313Yi
LEWISTOWN PROPANE-LEWISTOWN,LEWISTOWN PROPANE FERTILIZER LLC,Customer,,0014u00002313Yi
LEWISTOWN PROPANE-MOORE,LEWISTOWN PROPANE FERTILIZER LLC,Customer,,0014u00002313Yi
LINDSAY AG-LINDSAY,LINDSAY AG SUPPLY,Customer,,0010g00001YcY0t
LINN COOPERATIVE-ALBURNETT,LINN COOPERATIVE OIL COMPANY,Customer,"",0010g00001iToIr
LINN COOPERATIVE-CENTRAL CITY,WINFIELD SOLUTIONS LLC,Customer,,0017000000yIUl7
LINN COOPERATIVE-NEWHALL,LINN COOPERATIVE OIL COMPANY,Customer,"",0010g00001iToIr
LINN COOPERATIVE-SPRINGVILLE,LINN COOPERATIVE OIL COMPANY,Customer,"",0010g00001iToIr
LIQUID PRODUCTS-COHOCTON,CAROLINA EASTERN INC,Customer,,0017000000yIW4K
LIQUID PRODUCTS-WATERLOO,CAROLINA EASTERN INC,Customer,,0017000000yIW4K
LIQUID TRANSFER-BALTIMORE,MEHERRIN FERTILIZER INC,Customer,,0017000000yIUux
LIVESTOCK NUTRITION-GARDEN CITY,LIVESTOCK NUTRITION CENTER LLC,Customer,,0017000000yW3e2
LOUIS J-WATERVILLE,CAROLINA EASTERN INC,Customer,,0017000000yIW4K
LOUP LOGISTICS-ODESSA,TRISTAR DEF LLC,Customer,,0010g00001m2buS
LOVELAND PRODUCTS-BILLINGS,NUTRIEN AG SOLUTIONS INC,Customer,,0017000000yIV0T
LOVELAND PRODUCTS-FAIRBURY,LOVELAND PRODUCTS INC,Customer,"",0017000000yIV6u
LOVELAND PRODUCTS-GREELEY,NUTRIEN AG SOLUTIONS INC,Customer,,0017000000yIV0T
LSB CHEROKEE,LSB CHEMICAL LLC,Competitor,IN|OH|KY|AL|IL|MI|PA|NY|TN,0017000000yW3eO
LSB EL DORADO,LSB CHEMICAL LLC,Competitor,AR|OK|TX|KS|MO|IL|KY|TN|MS|LA,0017000000yW3eO
LSB PRYOR,LSB CHEMICAL LLC,Competitor,OK|TX|KS|MO,0017000000yW3eO
LUBRICATION TECH (ROSEVILLE),BRENNTAG GREAT LAKES LLC,Customer,,0017000000yIPa3
LUCERNE INC-LUCERNE,LUCERNE INC,Customer,,0017000000yIUvH
LUCKEY FARMERS-GRAYTOWN,GROWMARK INC,Customer,,0017000000yIUyR
LYON COUNTY-GHENT,LYON COUNTY FARM SERVICE JV,Customer,"",0017000000yIVuj
M F-BOWLING GREEN,SERVICE AND SUPPLY COOPERATIVE,Customer,,0017000000yIUqx
M M-VIRDEN,GROWMARK INC,Customer,,0017000000yIUyR
M P-BARTLETT,FALCON FERTILIZER INC,Customer,,0017000000yIUzN
MACKEY FARMS-ALVA,WHEELER BROTHERS GRAIN COMPANY LLC,Customer,,0017000000yIUoP
MACROSOURCE ARVILLA,MACROSOURCE LLC,Competitor,ND|MN,0014u00001zo2Xu
MACROSOURCE BENKELMAN,MACROSOURCE LLC,Competitor,NE|CO|KS,0014u00001zo2Xu
MACROSOURCE DENISON,MACROSOURCE LLC,Competitor,IA,0014u00001zo2Xu
MACROSOURCE HASTINGS,MACROSOURCE LLC,Competitor,NE|KS,0014u00001zo2Xu
MACROSOURCE KENTLAND,MACROSOURCE LLC,Competitor,IN|MI,0014u00001zo2Xu
MACROSOURCE LLC-CRESTON,MACROSOURCE LLC,Customer,"",0014u00001zo2Xu
MACROSOURCE LLC-NEW FRANKLIN,MACROSOURCE LLC,Customer,"",0014u00001zo2Xu
MACROSOURCE LLC-ROCK PORT,MACROSOURCE LLC,Customer,"",0014u00001zo2Xu
MACROSOURCE LLC-SAUGET,MACROSOURCE LLC,Customer,"",0014u00001zo2Xu
MACROSOURCE LLC-SHAKOPEE,MACROSOURCE LLC,Customer,"",0014u00001zo2Xu
MACROSOURCE LLC-SHENANDOAH,MACROSOURCE LLC,Customer,"",0014u00001zo2Xu
MACROSOURCE MOORHEAD,MACROSOURCE LLC,Competitor,ND|MN|SD,0014u00001zo2Xu
MACROSOURCE NICKERSON,MACROSOURCE LLC,Competitor,KS,0014u00001zo2Xu
MACROSOURCE SAVAGE MN,MACROSOURCE LLC,Competitor,MN|ND|SD|IA|MN|WI,0014u00001zo2Xu
MACROSOURCE ST JOSEPH,MACROSOURCE LLC,Competitor,KS|NE|MO,0014u00001zo2Xu
MACROSOURCE YODER IN,MACROSOURCE LLC,Competitor,IN|OH,0014u00001zo2Xu
MADDUX FARMS-DEERFIELD,WINFIELD SOLUTIONS LLC,Customer,,0017000000yIUl7
MADISONS GREAT-AINSWORTH,MADISONS GREAT WESTERN,Customer,"",0010g00001bqeQ3
MAGNUM SOLVENT (KALKASKA),WEBB CHEMICAL SERVICES CORP,Customer,,0017000001KuqRM
MANLY TERMINAL (MANLY),KOCH METHANOL LLC,Koch,IA|MN|NE|MO|SD|WA|IL|ID|WI|SK|MI|IN|OR|MB|TX|LA|MT|NY|KS|WY|ND|UT|VA|OH|MD|VT|PA,0017000000yIUw1
MANLY TERMINAL (MANLY),MANLY TERMINAL LLC,Customer,,0010g00001cVX44
MANLY TERMINAL (MANLY),NEW HEAVEN CHEMICALS INC,Customer,,0010g00001ZJmZ7
MANLY TERMINAL (MANLY),OXYDE CHEMICALS INC,Customer,,0017000000yIUjR
MANSON AG-MANSON,MANSON AG SERVICE INC,Customer,"",0017000000yIUv6
MAPLEHURST FARMS-ROCHELLE,MAPLEHURST FARMS,Customer,"",0010g00001eOJrD
MARIENTHAL PLANT-MARIENTHAL,WINFIELD SOLUTIONS LLC,Customer,,0017000000yIUl7
MARION AG-AURORA,MARION AG SERVICE INC,Customer,,001700000131LRC
MARK CURE-BETHUNE,CRESTON FERTILIZER CO INC,Customer,,0017000000yIV0V
MARK GLINZ-BOTTINEAU,DAKOTA AGRONOMY PARTNERS LLC,Customer,,0017000000yW3yc
MARK HERSHEY-PALMYRA,HELENA AGRIENTERPRISES LLC,Customer,,0017000000yIUxo
MARK WITT-HOOKER,WINFIELD SOLUTIONS LLC,Customer,,0017000000yIUl7
"MARSEILLES, IL - MACROSOURCE",MACROSOURCE LLC,Competitor,IL|WI,0014u00001zo2Xu
MARTIN TERMINAL,KOCH FERTILIZER LLC,Koch,TX|MS|LA|AR|IA|OH|IL|MB|MI|MO|OK|TN|CO|WV|SD|AZ|KS|UT|NC|CA|WI|NV|PA|IN|WY|NE|NY|MN|AL|FL|AK,0017000000yIUvv
MARTINKA BROTHERS-BARTLETT,NUTRIEN AG SOLUTIONS INC,Customer,,0017000000yIV0T
MARTINS ELEVATOR-HAGERSTOWN,MARTINS ELEVATORS INC,Customer,,0017000000yIUhb
MASTERBLEND INTERNATION-MORRIS,KOCH AGRONOMIC SERVICES LLC,Customer,,0017000000yIW1R
MATERION NATURAL-DELTA,MATERION NATURAL RESOURCES INC,Customer,,0017000000yIVun
MAX AG-FARRAR,MAX AG LLC,Customer,"",0014u00001wIbhD
MAX AG-MAXWELL,MAX AG LLC,Customer,"",0014u00001wIbhD
MAX FARMERS-MAX,WILBURELLIS COMPANY,Customer,,0017000000yIUoL
MCCUNE FARMERS-MC CUNE,MCCUNE FARMERS UNION COOP ASSOC,Customer,,0010g00001g7Hoj
MCDOWELL WALKER-AFTON,CAROLINA EASTERN INC,Customer,,0017000000yIW4K
"MCPHERSON, KS - CHS",CHS MCPHERSON REFINERY INC,Competitor,KS,0017000000yW3cl
MEADE COOP-MEADE,WINFIELD SOLUTIONS LLC,Customer,,0017000000yIUl7
MEADOWLAND FARMERS-ECHO,USA FOR MEADOWLAND FARMERS COOP,Customer,,0017000000yIUfc
MEADOWLAND FARMERS-REDWOOD FALLS,USA FOR MEADOWLAND FARMERS COOP,Customer,,0017000000yIUfc
MEADOWLAND FARMERS-RUSSELL,USA FOR MEADOWLAND FARMERS COOP,Customer,,0017000000yIUfc
MEADOWLAND FARMERS-SANBORN MN,MEADOWLAND FARMERS COOP,Customer,"",0017000000yIUuz
MEADOWLAND FARMERS-SANBORN MN,USA FOR MEADOWLAND FARMERS COOP,Customer,,0017000000yIUfc
MEADOWLAND FARMERS-VESTA,MEADOWLAND FARMERS COOP,Customer,"",0017000000yIUuz
MEADOWLAND FARMERS-WABASSO,USA FOR MEADOWLAND FARMERS COOP,Customer,,0017000000yIUfc
MEADOWLAND FARMERS-WALNUT GROVE,MEADOWLAND FARMERS COOP,Customer,"",0017000000yIUuz
MEADOWLAND FARMERS-WESTBROOK,USA FOR MEADOWLAND FARMERS COOP,Customer,,0017000000yIUfc
MEARS FERTILIZER-EL DORADO,INTERNATIONAL CHEMICAL COMPANY,Customer,,0017000000yIUxE
MEHERRIN AGRICULTURAL-COOLIDGE,MEHERRIN FERTILIZER INC,Customer,,0017000000yIUux
MEHERRIN AGRICULTURAL-MEIGS,MEHERRIN FERTILIZER INC,Customer,,0017000000yIUux
MEHERRIN AGRICULTURAL-RIDGE SPRING,MEHERRIN FERTILIZER INC,Customer,,0017000000yIUux
MEHERRIN FERTILIZER-BAINBRIDGE,MEHERRIN FERTILIZER INC,Customer,,0017000000yIUux
MEHERRIN FERTILIZER-FOUR OAKS,MEHERRIN FERTILIZER INC,Customer,,0017000000yIUux
MEIGS FERTILIZER-MEIGS,MEHERRIN FERTILIZER INC,Customer,,0017000000yIUux
MELROSE FARM-MELROSE,MELROSE FARM SERVICE INC,Customer,"",0017000000yIUuv
MERCER LANDMARK-OHIO CITY,MERCER LANDMARK INC,Customer,,0017000000yIUuu
MERCER LANDMARK-PAULDING,WINFIELD SOLUTIONS LLC,Customer,,0017000000yIUl7
MERCER LANDMARK-PAYNE,MERCER LANDMARK INC,Customer,,0017000000yIUuu
"MEREDOSIA, IL - HYDRITE/MACROSOURCE",HYDRITE CHEMICAL CO,Competitor,IL,0017000000yIUxT
MERSCHMAN FERTILIZER-GLADSTONE,MERSCHMAN FERTILIZER LLC,Customer,"",0017000000yIT1m
"METROPOLIS, IL - WATERWAY AG",WATERWAY AG INC,Competitor,IL|KY,0017000000yIUok
MEYER BROS-TEMPLE,AURORA COOPERATIVE,Customer,,0017000000yIV2G
MFA AGRI-BOONVILLE,MFA INCORPORATED,Customer,,0017000000yIUvC
MFA INCORPORATED-ADRIAN,MFA INCORPORATED,Customer,"",0017000000yIUvC
MFA INCORPORATED-ASH GROVE,MFA INCORPORATED,Customer,,0017000000yIUvC
MFA INCORPORATED-AURORA,MFA INCORPORATED,Customer,"",0017000000yIUvC
MFA INCORPORATED-BURLINGTON JUNCTION,MFA INCORPORATED,Customer,"",0017000000yIUvC
MFA INCORPORATED-CARUTHERSVILLE,MFA INCORPORATED,Customer,"",0017000000yIUvC
MFA INCORPORATED-CARYTOWN,MFA INCORPORATED,Customer,"",0017000000yIUvC
MFA INCORPORATED-CENTRALIA,MFA INCORPORATED,Customer,"",0017000000yIUvC
MFA INCORPORATED-CHILHOWEE,MFA INCORPORATED,Customer,"",0017000000yIUvC
MFA INCORPORATED-CLARK,MFA INCORPORATED,Customer,"",0017000000yIUvC
MFA INCORPORATED-CONCEPTION JUNCTION,MFA INCORPORATED,Customer,"",0017000000yIUvC
MFA INCORPORATED-ELSBERRY,MFA INCORPORATED,Customer,"",0017000000yIUvC
MFA INCORPORATED-EMMA,MFA INCORPORATED,Customer,"",0017000000yIUvC
MFA INCORPORATED-GALLATIN,MFA INCORPORATED,Customer,"",0017000000yIUvC
MFA INCORPORATED-GLASGOW,MFA INCORPORATED,Customer,"",0017000000yIUvC
MFA INCORPORATED-HALE,MFA INCORPORATED,Customer,"",0017000000yIUvC
MFA INCORPORATED-HAYTI,MFA INCORPORATED,Customer,"",0017000000yIUvC
MFA INCORPORATED-HIGGINSVILLE,MFA INCORPORATED,Customer,"",0017000000yIUvC
MFA INCORPORATED-HOBERG,MFA INCORPORATED,Customer,"",0017000000yIUvC
MFA INCORPORATED-IANTHA,MFA INCORPORATED,Customer,"",0017000000yIUvC
MFA INCORPORATED-IONIA,MFA INCORPORATED,Customer,"",0017000000yIUvC
MFA INCORPORATED-JEFFERSON CITY,MFA INCORPORATED,Customer,"",0017000000yIUvC
MFA INCORPORATED-LADDONIA,MFA INCORPORATED,Customer,"",0017000000yIUvC
MFA INCORPORATED-LAMAR,MFA INCORPORATED,Customer,,0017000000yIUvC
MFA INCORPORATED-LAREDO,MFA INCORPORATED,Customer,,0017000000yIUvC
MFA INCORPORATED-LEVASY,MFA INCORPORATED,Customer,"",0017000000yIUvC
MFA INCORPORATED-LOCKWOOD,MFA INCORPORATED,Customer,"",0017000000yIUvC
MFA INCORPORATED-MARTINSBURG,MFA INCORPORATED,Customer,"",0017000000yIUvC
MFA INCORPORATED-MEADVILLE,MFA INCORPORATED,Customer,"",0017000000yIUvC
MFA INCORPORATED-META,MFA INCORPORATED,Customer,"",0017000000yIUvC
MFA INCORPORATED-MEXICO,MFA INCORPORATED,Customer,"",0017000000yIUvC
MFA INCORPORATED-MODOC,MFA INCORPORATED,Customer,"",0017000000yIUvC
MFA INCORPORATED-MONTGOMERY CITY,MFA INCORPORATED,Customer,"",0017000000yIUvC
MFA INCORPORATED-NEOSHO,MFA INCORPORATED,Customer,"",0017000000yIUvC
MFA INCORPORATED-NORBORNE,MFA INCORPORATED,Customer,"",0017000000yIUvC
MFA INCORPORATED-OWENSVILLE,MFA INCORPORATED,Customer,"",0017000000yIUvC
MFA INCORPORATED-OZARK,MFA INCORPORATED,Customer,"",0017000000yIUvC
MFA INCORPORATED-PALMYRA,MFA INCORPORATED,Customer,"",0017000000yIUvC
MFA INCORPORATED-PATTONSBURG,MFA INCORPORATED,Customer,"",0017000000yIUvC
MFA INCORPORATED-RICH HILL,MFA INCORPORATED,Customer,"",0017000000yIUvC
MFA INCORPORATED-ROCK PORT,MFA INCORPORATED,Customer,"",0017000000yIUvC
MFA INCORPORATED-SAINT JOSEPH MO,MFA INCORPORATED,Customer,,0017000000yIUvC
MFA INCORPORATED-SAINT JOSEPH MO,MFA INCORPORATED,Customer,"",0017000000yIUvC
MFA INCORPORATED-SALISBURY,MFA INCORPORATED,Customer,"",0017000000yIUvC
MFA INCORPORATED-SAVANNAH,MFA INCORPORATED,Customer,"",0017000000yIUvC
MFA INCORPORATED-SEDALIA,MFA INCORPORATED,Customer,,0017000000yIUvC
MFA INCORPORATED-SHERIDAN,MFA INCORPORATED,Customer,,0017000000yIUvC
MFA INCORPORATED-TIPTON,MFA INCORPORATED,Customer,"",0017000000yIUvC
MFA INCORPORATED-VANDALIA,MFA INCORPORATED,Customer,"",0017000000yIUvC
MFA INCORPORATED-WALKER,MFA INCORPORATED,Customer,"",0017000000yIUvC
MFA INCORPORATED-WASHINGTON,MFA INCORPORATED,Customer,"",0017000000yIUvC
MICHA BEARCE-MARLOW,WINFIELD SOLUTIONS LLC,Customer,,0017000000yIUl7
MICHIGANTOWN AGRONOMY-MICHIGANTOWN,COALLIANCE COOPERATIVE INC,Customer,,0014u00001oySh9
MID AMERICA-FAIRMONT,MID AMERICA DISTRIBUTING LLC,Customer,,0017000000yIT4Z
MID KANSAS-GALVA,MID KANSAS COOPERATIVE ASSOCIATION,Customer,,0017000000yIUug
MID KANSAS-HAVEN,MID KANSAS COOPERATIVE ASSOCIATION,Customer,,0017000000yIUug
MID KANSAS-INMAN,MID KANSAS COOPERATIVE ASSOCIATION,Customer,,0017000000yIUug
MID KANSAS-MARQUETTE,MID KANSAS COOPERATIVE ASSOCIATION,Customer,,0017000000yIUug
MID KANSAS-MAYFIELD,MID KANSAS COOPERATIVE ASSOCIATION,Customer,,0017000000yIUug
MID KANSAS-PLAINS,MID KANSAS COOPERATIVE ASSOCIATION,Customer,,0017000000yIUug
MID KANSAS-WALTON,MID KANSAS COOPERATIVE ASSOCIATION,Customer,,0017000000yIUug
MID STATE-ALEXANDER,MID STATE FARMERS COOP,Customer,,0010g00001bqImm
MID STATE-BISON,MID STATE FARMERS COOP,Customer,,0010g00001bqImm
MID STATE-OTIS,MID STATE FARMERS COOP,Customer,,0010g00001bqImm
MID STATE-RUSH CENTER,MID STATE FARMERS COOP,Customer,,0010g00001bqImm
MID STATES-BALTIMORE,BRENNTAG GLOBAL MARKETING LLC,Customer,,0014u0000246QiS
MID VALLEY-LIVINGSTON,MID VALLEY AGRICULTURAL SERVICES INC,Customer,,0017000000yIUid
MID WEST-IOLA,MIDWEST FERTILIZER LLC,Customer,,0017000000yIUuf
MID WEST-OSWEGO,MIDWEST FERTILIZER LLC,Customer,,0017000000yIUuf
MID WEST-THAYER,MIDWEST FERTILIZER LLC,Customer,,0017000000yIUuf
MIDDLETON FARMERS-MIDDLETON,MIDDLETON FARMERS COOP CO,Customer,"",0017000001UwrqX
MIDDLETON MI,KOCH FERTILIZER LLC,Koch,MI|SK|NJ|IA|IL|ND|NE|VA|WA|OH|PA|SD|MO,0017000000yIUvv
MIDLAND MARKETING-HAYS,WINFIELD SOLUTIONS LLC,Customer,,0017000000yIUl7
MIDLAND MARKETING-LA CROSSE,WINFIELD SOLUTIONS LLC,Customer,,0017000000yIUl7
MIDLAND MARKETING-MC CRACKEN,WINFIELD SOLUTIONS LLC,Customer,,0017000000yIUl7
MIDLAND MARKETING-MCCRACKEN,WINFIELD SOLUTIONS LLC,Customer,,0017000000yIUl7
MIDLAND MARKETING-PLAINVILLE,WINFIELD SOLUTIONS LLC,Customer,,0017000000yIUl7
MIDLAND MARKETING-ZURICH,WINFIELD SOLUTIONS LLC,Customer,,0017000000yIUl7
MIDWAY COOP-LEBANON,MIDWAY COOP ASSOCIATION,Customer,,0017000000yIQna
MIDWAY COOPERATIVE-ALTON,MIDWAY COOP ASSOCIATION,Customer,,0017000000yIQna
MIDWAY COOPERATIVE-BURR OAK,MIDWAY COOP ASSOCIATION,Customer,,0017000000yIQna
MIDWAY COOPERATIVE-LURAY,MIDWAY COOP ASSOCIATION,Customer,,0017000000yIQna
MIDWAY COOPERATIVE-OSBORNE,MIDWAY COOP ASSOCIATION,Customer,,0017000000yIQna
MIDWEST AGRICHEMICO-BLUE MOUNDS,MIDWEST AGRICHEMICO INC,Customer,"",0017000000yIUuc
MIDWEST COOPERATIVES-ONIDA,CHS RIVER PLAINS,Customer,,0017000000yIUVG
MIDWEST FERTILIZER-DREXEL,MIDWEST FERTILIZER LLC,Customer,"",0017000000yIUuf
MIDWEST FERTILIZER-HARWOOD,MIDWEST FERTILIZER LLC,Customer,"",0017000000yIUuf
MIDWEST FERTILIZER-JASPER,MIDWEST FERTILIZER LLC,Customer,"",0017000000yIUuf
MIDWEST FERTILIZER-METZ,MIDWEST FERTILIZER LLC,Customer,"",0017000000yIUuf
MIDWEST FERTILIZER-SHELDON,MIDWEST FERTILIZER LLC,Customer,"",0017000000yIUuf
MIDWEST PMS-FORT MORGAN,AGRA HOLDINGS LLC,Customer,,0017000001NYl4R
MIDWEST PMS-GARDEN CITY,AGRA HOLDINGS LLC,Customer,,0017000001NYl4R
MIDWEST PMS-HEREFORD,AGRA HOLDINGS LLC,Customer,,0017000001NYl4R
MIDWEST PMS-MERRILL,AGRA HOLDINGS LLC,Customer,,0017000001NYl4R
MIDWEST PMS-MINATARE,AGRA HOLDINGS LLC,Customer,,0017000001NYl4R
MIDWEST TERMINALS (TOLEDO),PERSTORP POLYOLS INC,Customer,,00170000012TAw3
MIDWEST TERMINALS (TOLEDO),WEBB CHEMICAL SERVICES CORP,Customer,,0017000001KuqRM
MIDWEST WAREHOUSING-LA PORTE,HELENA AGRIENTERPRISES LLC,Customer,,0017000000yIUxo
MIDWESTERN BIOAG-UTICA,MIDWESTERN BIOAG HOLDINGS LLC,Customer,,0014u00001npnPB
MIDWOOD INC-CYGNET,GROWMARK INC,Customer,,0017000000yIUyR
MIKAL SCHOLLMEYER-DUNN CENTER,WHOLESALE AG PRODUCTS,Customer,,0017000000yIW1e
MIKE OFFERLE-OFFERLE,WINFIELD SOLUTIONS LLC,Customer,,0017000000yIUl7
MIKE SHOLMEYER-DUNN CENTER,WHOLESALE AG PRODUCTS,Customer,,0017000000yIW1e
MIKE STANWORTH-DELTA,VALLEY AGRONOMICS LLC,Customer,,0017000000yIUou
MILLER BROTHERS-VALLEY FALLS,JACKSON FARMERS INC,Customer,,0017000000yIUww
MINCO GRAIN-MINCO,SHAWNEE MILLING CO,Customer,,0017000000yW3om
MISSOURI RIVER-TOSTON,WILBURELLIS COMPANY,Customer,,0017000000yIUoL
MITCH GOGBURN-VILAS,SKYLAND GRAIN LLC,Customer,,0017000000yW3oV
MJ PFLIEGER-DILLON,LAKELAND FEED SUPPLY,Customer,,0017000001OOHJj
MK FARMS-HUTCHINSON,BRENNTAG MIDSOUTH INC,Customer,,0017000000yIUj0
MO VALLEY-ABIE,MO VALLEY AGRI SERVICE OF ATCHISON COUNTY INC,Customer,"",0017000000yIUuX
MO VALLEY-BURLINGTON JUNCTION,MO VALLEY AGRI SERVICE OF ATCHISON COUNTY INC DBA FARMERS SUPPLY,Customer,,0017000000yIUbG
MO VALLEY-FOREST CITY,MO VALLEY AG,Customer,"",0014u00001nEURP
MO VALLEY-ROCK PORT,MO VALLEY AGRI SERVICE OF ATCHISON COUNTY INC,Customer,,0017000000yIUuX
MOKAN SEED-RICHMOND,MOKAN SEED CHEMICAL LLC,Customer,"",0014u00001wsCsy
MOKAN SEED-STEWARTSVILLE,MOKAN SEED CHEMICAL LLC,Customer,,0014u00001wsCsy
MONARCH CEMENT-HUMBOLDT,HAMPEL OIL DISTRIBUTORS INC,Customer,,00170000013kTwL
MONSANTO COMPANY-MUSCATINE,MONSANTO COMPANY,Customer,,0017000000yIUuS
MONT EAGLE-CHAUNCEY,MONT EAGLE MILLS INC,Customer,"",0017000000yIUuR
MONT EAGLE-LAWRENCEVILLE,MONT EAGLE MILLS INC,Customer,"",0017000000yIUuR
MONT EAGLE-OBLONG,MONT EAGLE MILLS INC,Customer,"",0017000000yIUuR
MONTE VISTA-CENTER,MONTE VISTA COOPERATIVE ASSOCIATION,Customer,,0017000000yIUuQ
MOORE FARMERS-MOORE,MOORE FARMERS OIL,Customer,,0010g00001ZKmpM
MORES AG-FROST,MORES AG CENTER INC,Customer,"",0017000000yIUuP
MORES AG-MAPLETON,MORES AG CENTER INC,Customer,"",0017000000yIUuP
MORGRO INC-MURRAY,MORGRO INC,Customer,,0014u00001pxCSV
MORRAL COMPANIES-MORRAL,MORRAL COMPANIES LLC DBA MORRAL COMPANIES,Customer,,0017000000yIUuO
MORRILL ELEVATOR-HIAWATHA,INTERNATIONAL CHEMICAL COMPANY,Customer,,0017000000yIUxE
MORRILL ELEVATOR-MORRILL,INTERNATIONAL CHEMICAL COMPANY,Customer,,0017000000yIUxE
MORRIS COOP-MORRIS,MORRIS COOP ASSOCIATION,Customer,"",0017000000yIUWX
MOUNTAIN VIEW-DUTTON,MOUNTAIN VIEW COOP,Customer,,0017000000yIUuI
MOUNTAINTRAX INTERMODAL (EVANS),BARTON SOLVENTS INC,Customer,,0017000000yIPVO
MRG CASSELTON ND,ADM FERTILIZER DIVISION OF ARCHER DANIELS MIDLAND,Competitor,ND|SD|MN,0017000000yIUjP
MRG CASSELTON ND,INTEROCEANIC CORPORATION,Competitor,ND|SD|MN,0017000000yIUx9
MULTI COUNTY-DAWSON,MULTI COUNTY AG LLC,Customer,"",0017000000yIUuG
MULTI COUNTY-GRANITE FALLS,MULTI COUNTY AG LLC,Customer,"",0017000000yIUuG
MULTI COUNTY-MONTEVIDEO,MULTI COUNTY AG LLC,Customer,"",0017000000yIUuG
"MUSCATINE, IA - CHS",CHS INC,Competitor,IA|IL|MO,0017000000yIV1Q
"MUSCATINE, IA - CHS",KOCH FERTILIZER LLC,Koch,IA|MN|NE|MO|SD|WA|IL|ID|WI|SK|MI|IN|OR|MB|TX|LA|MT|NY|KS|WY|ND|UT|VA|OH|MD|VT|PA,0017000000yIUvv
"MUSCATINE, IA - CHS",N7 LLC,Customer,"",0010g00001d457S
MUSKET CORPORATION (BIG SPRING),DK TRADING AND SUPPLY LLC,Customer,,0010g00001f6yUi
MUSKET CORPORATION (BIG SPRING),MUSKET CORPORATION,Customer,,0017000001GQTUq
MUSKET CORPORATION-ALBUQUERQUE,MUSKET CORPORATION,Customer,,0017000001GQTUq
MUSKET CORPORATION-EL PASO,JIM HICKS COMPANY LLC,Customer,,0017000000yIUwq
MUSKET CORPORATION-FORT WORTH,MUSKET CORPORATION,Customer,,0017000001GQTUq
MUSKET CORPORATION-ORLANDO,MUSKET CORPORATION,Customer,,0017000001GQTUq
N-7 - BEULAH,N7 LLC,Competitor,ND|SD|MN|MT,0010g00001d457S
N-7 SCRANTON,N7 LLC,Competitor,ND|MT,0010g00001d457S
NACHURS ALPINE-GARRETSON,NACHURS ALPINE SOLUTIONS CORP,Customer,"",0017000000yW3cn
NALCO COMPANY-FRESNO,SHRIEVE CHEMICAL COMPANY,Customer,,0017000000yW3ol
NEBRASKA FERTILIZER-RULO,INTERNATIONAL CHEMICAL COMPANY,Customer,,0017000000yIUxE
NEBRASKA TURF-VALLEY,NEBRASKA TURF PRODUCTS INC,Customer,,0017000000yIUem
NEBRASKALAND AVIATION-HOLDREGE NE,NEBRASKALAND AVIATION INC,Customer,"",0017000001Uwwfd
NEIL BERNHOFT-MOUNTAIN,AGWORX LLC,Customer,,0010g00001h14Hd
NEW AG-BLACK CREEK,NEW AG SERVICES LLC,Customer,"",0014u00001znzz0
NEW CENTURY-BAXTER,NEW CENTURY FS A DIV OF GROWMARK,Customer,"",0017000000yIQsb
NEW CENTURY-BEAMAN,NEW CENTURY FS A DIV OF GROWMARK,Customer,"",0017000000yIQsb
NEW CENTURY-BROOKLYN,GROWMARK INC,Customer,,0017000000yIUyR
NEW CENTURY-CONRAD,NEW CENTURY FS A DIV OF GROWMARK,Customer,"",0017000000yIQsb
NEW CENTURY-FORTUNA,THORAG LLC,Customer,,0017000000yJDJ2
NEW CENTURY-GARWIN,NEW CENTURY FS A DIV OF GROWMARK,Customer,"",0017000000yIQsb
NEW CENTURY-GLADBROOK,NEW CENTURY FS A DIV OF GROWMARK,Customer,"",0017000000yIQsb
NEW CENTURY-GREEN MOUNTAIN,NEW CENTURY FS A DIV OF GROWMARK,Customer,"",0017000000yIQsb
NEW CENTURY-GRINNELL,GROWMARK INC,Customer,,0017000000yIUyR
NEW CENTURY-HAVERHILL,NEW CENTURY FS A DIV OF GROWMARK,Customer,"",0017000000yIQsb
NEW CENTURY-LA PORTE CITY,GROWMARK INC,Customer,,0017000000yIUyR
NEW CENTURY-LISCOMB,NEW CENTURY FS A DIV OF GROWMARK,Customer,"",0017000000yIQsb
NEW CENTURY-MILLERSBURG,NEW CENTURY FS A DIV OF GROWMARK,Customer,"",0017000000yIQsb
NEW CENTURY-NEWTON,GROWMARK INC,Customer,,0017000000yIUyR
NEW CENTURY-NOONAN,AGRESOURCE,Customer,,0017000000yIUq1
NEW CENTURY-TOLEDO,NEW CENTURY FS A DIV OF GROWMARK,Customer,"",0017000000yIQsb
NEW CENTURY-TRAER,TWIN STATE INC,Customer,,0017000000yIUpT
NEW CENTURY-VAN HORNE,GROWMARK INC,Customer,,0017000000yIUyR
NEW CENTURY-VINTON,NEW CENTURY FS A DIV OF GROWMARK,Customer,"",0017000000yIQsb
NEW CENTURY-WILLIAMSBURG,GROWMARK INC,Customer,,0017000000yIUyR
NEW COOP-MOORLAND,NEW COOPERATIVE INC,Customer,"",0017000000yIUtv
