name
CO E
CO W
IA NE
IA NW
IA SE
IA SW
ID C
ID E
ID N
ID W
IL E
IL W
KS N
KS NC
KS NW
KS SC
KS SE
KS SW
MN C
MN N
MN S
MO NE
MO NW
MO SE
MO SW
MT E
MT N
MT S
MT W
NC NE
NC SE
NC W
NE C
NE NW
NE SE
OK NW
OK SE
OR E
OR W
SC E
SC NW
SC S
TX C
TX NE
TX NW
TX S
UT E
UT NW
UT SW
VA N
VA SE
WA E
WA W
WI N
WI SE
WI SW
WY E
WY N
WY SW
