effectiveDate,expirationDate,lastUpdateDate,Country,productGroup,fsc
2024-05-15,2024-05-31,2025-03-31 16:13:37,CA,LIQUID,0.380
2024-05-15,2024-05-31,2025-03-31 16:13:37,CA,AMMONIA,0.380
2024-05-31,2024-06-14,2025-03-31 16:13:37,CA,DRY,0.380
2024-05-31,2024-06-14,2025-03-31 16:13:37,CA,LIQUID,0.380
2024-05-31,2024-06-14,2025-03-31 16:13:37,CA,AMMONIA,0.380
2024-06-14,2024-06-28,2025-03-31 16:13:37,CA,DRY,0.380
2024-06-14,2024-06-28,2025-03-31 16:13:37,CA,LIQUID,0.380
2024-06-14,2024-06-28,2025-03-31 16:13:37,CA,AMMONIA,0.380
2024-06-28,2024-07-15,2025-03-31 16:13:37,CA,DRY,0.410
2024-06-28,2024-07-15,2025-03-31 16:13:37,CA,LIQUID,0.410
2024-06-28,2024-07-15,2025-03-31 16:13:37,CA,AMMONIA,0.410
2024-07-15,2024-07-31,2025-03-31 16:13:37,CA,DRY,0.420
2024-07-15,2024-07-31,2025-03-31 16:13:37,CA,LIQUID,0.420
2024-07-15,2024-07-31,2025-03-31 16:13:37,CA,AMMONIA,0.420
2024-07-31,2024-08-15,2025-03-31 16:13:37,CA,DRY,0.420
2024-07-31,2024-08-15,2025-03-31 16:13:37,CA,LIQUID,0.420
2024-07-31,2024-08-15,2025-03-31 16:13:37,CA,AMMONIA,0.420
2024-08-15,2024-08-30,2025-03-31 16:13:37,CA,DRY,0.400
2024-08-15,2024-08-30,2025-03-31 16:13:37,CA,LIQUID,0.400
2024-08-15,2024-08-30,2025-03-31 16:13:37,CA,AMMONIA,0.400
2024-08-30,2024-09-13,2025-03-31 16:13:37,CA,DRY,0.380
2024-08-30,2024-09-13,2025-03-31 16:13:37,CA,LIQUID,0.380
2024-08-30,2024-09-13,2025-03-31 16:13:37,CA,AMMONIA,0.380
2024-09-13,2024-09-30,2025-03-31 16:13:37,CA,DRY,0.350
2024-09-13,2024-09-30,2025-03-31 16:13:37,CA,LIQUID,0.350
2024-09-13,2024-09-30,2025-03-31 16:13:37,CA,AMMONIA,0.350
2024-09-30,2024-10-15,2025-03-31 16:13:37,CA,DRY,0.370
2024-09-30,2024-10-15,2025-03-31 16:13:37,CA,LIQUID,0.370
2024-09-30,2024-10-15,2025-03-31 16:13:37,CA,AMMONIA,0.370
2024-10-15,2024-10-31,2025-03-31 16:13:37,CA,DRY,0.390
2024-10-15,2024-10-31,2025-03-31 16:13:37,CA,LIQUID,0.390
2024-10-15,2024-10-31,2025-03-31 16:13:37,CA,AMMONIA,0.390
2024-10-31,2024-11-15,2025-03-31 16:13:37,CA,DRY,0.390
2024-10-31,2024-11-15,2025-03-31 16:13:37,CA,LIQUID,0.390
2024-10-31,2024-11-15,2025-03-31 16:13:37,CA,AMMONIA,0.390
2024-11-15,2024-11-29,2025-03-31 16:13:37,CA,DRY,0.390
2024-11-15,2024-11-29,2025-03-31 16:13:37,CA,LIQUID,0.390
2024-11-15,2024-11-29,2025-03-31 16:13:37,CA,AMMONIA,0.390
2024-11-29,2024-12-13,2025-03-31 16:13:37,CA,DRY,0.380
2024-11-29,2024-12-13,2025-03-31 16:13:37,CA,LIQUID,0.380
2024-11-29,2024-12-13,2025-03-31 16:13:37,CA,AMMONIA,0.380
2024-12-13,2024-12-31,2025-03-31 16:13:37,CA,DRY,0.360
2024-12-13,2024-12-31,2025-03-31 16:13:37,CA,LIQUID,0.360
2024-12-13,2024-12-31,2025-03-31 16:13:37,CA,AMMONIA,0.360
2024-12-31,2025-01-15,2025-03-31 16:13:37,CA,DRY,0.370
2024-12-31,2025-01-15,2025-03-31 16:13:37,CA,LIQUID,0.370
2024-12-31,2025-01-15,2025-03-31 16:13:37,CA,AMMONIA,0.370
2025-01-15,2025-01-31,2025-03-31 16:13:37,CA,DRY,0.410
2025-01-15,2025-01-31,2025-03-31 16:13:37,CA,LIQUID,0.410
2025-01-15,2025-01-31,2025-03-31 16:13:37,CA,AMMONIA,0.410
2025-01-31,2025-02-14,2025-03-31 16:13:37,CA,DRY,0.420
2025-01-31,2025-02-14,2025-03-31 16:13:37,CA,LIQUID,0.420
2025-01-31,2025-02-14,2025-03-31 16:13:37,CA,AMMONIA,0.420
2025-02-14,2025-02-28,2025-03-31 16:13:37,CA,DRY,0.420
2025-02-14,2025-02-28,2025-03-31 16:13:37,CA,LIQUID,0.420
2025-02-14,2025-02-28,2025-03-31 16:13:37,CA,AMMONIA,0.420
2025-02-28,2025-03-14,2025-03-31 16:13:37,CA,DRY,0.420
2025-02-28,2025-03-14,2025-03-31 16:13:37,CA,LIQUID,0.420
2025-02-28,2025-03-14,2025-03-31 16:13:37,CA,AMMONIA,0.420
2025-03-14,2025-03-31,2025-03-31 16:13:37,CA,DRY,0.380
2025-03-14,2025-03-31,2025-03-31 16:13:37,CA,LIQUID,0.380
2025-03-14,2025-03-31,2025-03-31 16:13:37,CA,AMMONIA,0.380
2025-03-31,,2025-03-31 16:13:37,CA,DRY,0.380
2025-03-31,,2025-03-31 16:13:37,CA,LIQUID,0.380
2025-03-31,,2025-03-31 16:13:37,CA,AMMONIA,0.380
