originZipCode,originCountry,destinationZipCode,destinationCountry,distanceUom,distance
43935,US,36445,US,MI,887
43935,US,37086,US,MI,519
43935,US,37323,US,MI,567
43935,US,37853,US,MI,494
43935,US,37874,US,MI,524
43935,US,39361,US,MI,826
43935,US,39475,US,MI,938
43935,US,39652,US,MI,1001
43935,US,39828,US,MI,894
43935,US,40065,US,MI,322
43935,US,40391,US,MI,325
43935,US,40422,US,MI,349
43935,US,43041,US,MI,160
43935,US,43314,US,MI,178
43935,US,43537,US,MI,207
43935,US,43606,US,MI,218
43935,US,43920,US,MI,48
43935,US,43935,US,MI,10
43935,US,43952,US,MI,25
43935,US,44003,US,MI,130
43935,US,44081,US,MI,164
43935,US,44212,US,MI,132
43935,US,44481,US,MI,104
43935,US,44601,US,MI,87
43935,US,44677,US,MI,99
43935,US,44830,US,MI,195
43935,US,45039,US,MI,210
43935,US,45305,US,MI,199
43935,US,45344,US,MI,191
43935,US,45806,US,MI,224
43935,US,46534,US,MI,377
43935,US,46932,US,MI,362
43935,US,47240,US,MI,285
43935,US,47274,US,MI,315
43935,US,48757,US,MI,355
43935,US,49286,US,MI,255
43935,US,49448,US,MI,421
43935,US,53037,US,MI,572
43935,US,54702,US,MI,803
43935,US,54703,US,MI,769
43935,US,55009,US,MI,841
43935,US,56085,US,MI,921
43935,US,60450,US,MI,470
43935,US,61832,US,MI,395
43935,US,61834,US,MI,392
43935,US,64850,US,MI,847
43935,US,66547,US,MI,898
43935,US,67042,US,MI,958
43935,US,67841,US,MI,1152
43935,US,72012,US,MI,814
43935,US,72114,US,MI,845
43935,US,73059,US,MI,1090
43935,US,73136,US,MI,1042
43935,US,74015,US,MI,936
43935,US,74361,US,MI,914
43935,US,75401,US,MI,1117
43935,US,75402,US,MI,1121
43935,US,75418,US,MI,1119
43935,US,76106,US,MI,1209
43935,US,76247,US,MI,1205
43935,US,77420,US,MI,1347
43935,US,77547,US,MI,1285
43935,US,77803,US,MI,1259
43935,US,78956,US,MI,1373
43935,US,79072,US,MI,1383
43935,US,80504,US,MI,1414
43935,US,80534,US,MI,1428
43935,US,80640,US,MI,1394
43935,US,80651,US,MI,1415
43935,US,84651,US,MI,1878
43935,US,88048,US,MI,1716
43935,US,93201,US,MI,2455
43935,US,95330,US,MI,2545
43935,US,95926,US,MI,2527
43935,US,97002,US,MI,2586
43935,US,97020,US,MI,2587
43935,US,97113,US,MI,2588
43935,US,97137,US,MI,2596
43935,US,97305,US,MI,2605
43935,US,97348,US,MI,2653
43935,US,97502,US,MI,2621
43935,US,97882,US,MI,2394
43935,US,98233,US,MI,2571
43935,US,98273,US,MI,2567
43943,US,43935,US,MI,10
43952,US,01337,US,MI,580
43952,US,06492,US,MI,493
43952,US,12130,US,MI,490
43952,US,13021,US,MI,364
43952,US,15679,US,MI,71
43952,US,16427,US,MI,1259
43952,US,17087,US,MI,273
43952,US,17316,US,MI,250
43952,US,17566,US,MI,285
43952,US,17601,US,MI,270
43952,US,18801,US,MI,367
43952,US,19607,US,MI,290
43952,US,21701,US,MI,234
43952,US,21740,US,MI,211
43952,US,21771,US,MI,248
43952,US,22701,US,MI,289
43952,US,22801,US,MI,245
43952,US,22842,US,MI,265
43952,US,24019,US,MI,337
43952,US,24354,US,MI,356
43952,US,24401,US,MI,270
43952,US,24590,US,MI,339
43952,US,27573,US,MI,480
43952,US,28677,US,MI,427
43952,US,28677-2742,US,MI,427
43952,US,29449,US,MI,678
43952,US,29654,US,MI,587
43952,US,30004,US,MI,682
43952,US,32773,US,MI,976
43952,US,37086,US,MI,542
43952,US,37323,US,MI,585
43952,US,37853,US,MI,518
43952,US,43314,US,MI,154
43952,US,43537,US,MI,229
43952,US,44003,US,MI,108
43952,US,44481,US,MI,73
43952,US,44830,US,MI,194
43952,US,44842,US,MI,103
43952,US,53037,US,MI,565
43952,US,55009,US,MI,854
43952,US,56085,US,MI,914
43952,US,73136,US,MI,1079
43952,US,74015,US,MI,959
43952,US,74361,US,MI,938
43952,US,75402,US,MI,1145
43952,US,75418,US,MI,1142
43952,US,76247,US,MI,1229
43952,US,77547,US,MI,1308
43952,US,80534,US,MI,1452
43952,US,80640,US,MI,1418
43952,US,80651,US,MI,1439
43952,US,95330,US,MI,2539
44193,US,43935,US,MI,143
44212,US,43935,US,MI,132
44484,US,43935,US,MI,92
44647,US,75165,US,MI,1189
44701,US,67801,US,MI,1131
44701,US,77471,US,MI,1327
44706,US,43935,US,MI,82
44830,US,21701,US,MI,408
44830,US,21740,US,MI,386
44830,US,22664,US,MI,427
44830,US,35150,US,MI,684
44830,US,43014,US,MI,112
44830,US,43080,US,MI,107
44830,US,43143,US,MI,125
44830,US,43358,US,MI,63
44830,US,43935,US,MI,196
44830,US,44417,US,MI,164
44830,US,45840,US,MI,15
44830,US,47374,US,MI,151
44830,US,47375,US,MI,563
44830,US,48829,US,MI,225
44830,US,49327,US,MI,253
44830,US,49335,US,MI,226
44830,US,53948,US,MI,490
44830,US,55987,US,MI,581
44870,US,35150,US,MI,742
44871,US,35150,US,MI,746
44882,US,44882,US,MI,10
44882,US,57030,US,MI,848
45102,US,35150,US,MI,527
45102,US,43935,US,MI,236
45201,US,43518,US,MI,204
45201,US,45204,US,MI,10
45201,US,45226,US,MI,10
45201,US,45233,US,MI,10
45204,US,45005,US,MI,39
45204,US,45201,US,MI,10
45204,US,45204,US,MI,10
45226,US,43085,US,MI,113
45226,US,43207,US,MI,112
45226,US,45001,US,MI,21
45226,US,45226,US,MI,10
45226,US,45233,US,MI,19
45232,US,35150,US,MI,521
45232,US,43935,US,MI,229
45232,US,55044,US,MI,710
45233,US,11743,US,MI,695
45233,US,14075,US,MI,440
45233,US,14532,US,MI,542
45233,US,15044,US,MI,314
45233,US,16407,US,MI,385
45233,US,17566,US,MI,530
45233,US,21701,US,MI,467
45233,US,21740,US,MI,444
45233,US,22664,US,MI,475
45233,US,22801,US,MI,439
45233,US,22812,US,MI,427
45233,US,22853,US,MI,447
45233,US,24175,US,MI,379
45233,US,24184,US,MI,390
45233,US,24201,US,MI,311
45233,US,24202,US,MI,311
45233,US,24354,US,MI,330
45233,US,24401,US,MI,410
45233,US,25187,US,MI,174
45233,US,25550,US,MI,161
45233,US,40066,US,MI,89
45233,US,40069,US,MI,145
45233,US,40324,US,MI,79
45233,US,40360,US,MI,133
45233,US,40391,US,MI,107
45233,US,40419,US,MI,155
45233,US,41008,US,MI,66
45233,US,41031,US,MI,68
45233,US,41041,US,MI,85
45233,US,41048,US,MI,24
45233,US,41143,US,MI,130
45233,US,42101,US,MI,220
45233,US,42718,US,MI,172
45233,US,43001,US,MI,146
45233,US,43003,US,MI,164
45233,US,43004,US,MI,129
45233,US,43010,US,MI,105
45233,US,43011,US,MI,161
45233,US,43014,US,MI,178
45233,US,43015,US,MI,146
45233,US,43023,US,MI,146
45233,US,43025,US,MI,144
45233,US,43026,US,MI,124
45233,US,43040,US,MI,127
45233,US,43044,US,MI,108
45233,US,43045,US,MI,120
45233,US,43047,US,MI,114
45233,US,43050,US,MI,167
45233,US,43060,US,MI,117
45233,US,43061,US,MI,137
45233,US,43064,US,MI,126
45233,US,43070,US,MI,103
45233,US,43072,US,MI,105
45233,US,43074,US,MI,150
45233,US,43076,US,MI,151
45233,US,43078,US,MI,101
45233,US,43084,US,MI,116
45233,US,43085,US,MI,127
45233,US,43102,US,MI,126
45233,US,43103,US,MI,116
45233,US,43105,US,MI,139
45233,US,43106,US,MI,89
45233,US,43107,US,MI,153
45233,US,43110,US,MI,126
45233,US,43112,US,MI,133
45233,US,43113,US,MI,115
45233,US,43115,US,MI,105
45233,US,43117,US,MI,103
45233,US,43128,US,MI,80
45233,US,43130,US,MI,141
45233,US,43135,US,MI,133
45233,US,43140,US,MI,99
45233,US,43143,US,MI,97
45233,US,43145,US,MI,97
45233,US,43146,US,MI,106
45233,US,43148,US,MI,146
45233,US,43150,US,MI,152
45233,US,43151,US,MI,90
45233,US,43153,US,MI,88
45233,US,43155,US,MI,150
45233,US,43160,US,MI,88
45233,US,43164,US,MI,105
45233,US,43228,US,MI,116
45233,US,43301,US,MI,154
45233,US,43310,US,MI,130
45233,US,43311,US,MI,119
45233,US,43315,US,MI,167
45233,US,43318,US,MI,117
45233,US,43320,US,MI,170
45233,US,43326,US,MI,141
45233,US,43332,US,MI,153
45233,US,43334,US,MI,158
45233,US,43337,US,MI,165
45233,US,43338,US,MI,168
45233,US,43342,US,MI,145
45233,US,43344,US,MI,142
45233,US,43346,US,MI,137
45233,US,43351,US,MI,185
45233,US,43357,US,MI,111
45233,US,43412,US,MI,226
45233,US,43457,US,MI,191
45233,US,43466,US,MI,194
45233,US,43502,US,MI,197
45233,US,43506,US,MI,176
45233,US,43511,US,MI,185
45233,US,43516,US,MI,182
45233,US,43518,US,MI,187
45233,US,43521,US,MI,209
45233,US,43567,US,MI,196
45233,US,43701,US,MI,168
45233,US,43723,US,MI,196
45233,US,43739,US,MI,157
45233,US,43746,US,MI,160
45233,US,43760,US,MI,163
45233,US,43783,US,MI,161
45233,US,43830,US,MI,167
45233,US,43832,US,MI,218
45233,US,44074,US,MI,235
45233,US,44081,US,MI,296
45233,US,44088,US,MI,304
45233,US,44211,US,MI,264
45233,US,44254,US,MI,222
45233,US,44410,US,MI,303
45233,US,44618,US,MI,232
45233,US,44633,US,MI,207
45233,US,44677,US,MI,226
45233,US,44691,US,MI,218
45233,US,44701,US,MI,235
45233,US,44804,US,MI,177
45233,US,44805,US,MI,206
45233,US,44807,US,MI,209
45233,US,44811,US,MI,216
45233,US,44820,US,MI,172
45233,US,44824,US,MI,222
45233,US,44842,US,MI,189
45233,US,44854,US,MI,186
45233,US,44870,US,MI,240
45233,US,45002,US,MI,10
45233,US,45003,US,MI,42
45233,US,45004,US,MI,37
45233,US,45005,US,MI,48
45233,US,45011,US,MI,26
45233,US,45013,US,MI,28
45233,US,45032,US,MI,59
45233,US,45036,US,MI,43
45233,US,45039,US,MI,38
45233,US,45040,US,MI,37
45233,US,45041,US,MI,14
45233,US,45042,US,MI,50
45233,US,45052,US,MI,10
45233,US,45056,US,MI,37
45233,US,45061,US,MI,23
45233,US,45062,US,MI,32
45233,US,45063,US,MI,26
45233,US,45064,US,MI,41
45233,US,45068,US,MI,51
45233,US,45103,US,MI,35
45233,US,45106,US,MI,40
45233,US,45107,US,MI,51
45233,US,45110,US,MI,43
45233,US,45113,US,MI,54
45233,US,45114,US,MI,72
45233,US,45118,US,MI,50
45233,US,45119,US,MI,51
45233,US,45121,US,MI,52
45233,US,45123,US,MI,85
45233,US,45133,US,MI,68
45233,US,45135,US,MI,78
45233,US,45142,US,MI,60
45233,US,45146,US,MI,61
45233,US,45148,US,MI,56
45233,US,45154,US,MI,49
45233,US,45155,US,MI,59
45233,US,45162,US,MI,45
45233,US,45164,US,MI,67
45233,US,45169,US,MI,72
45233,US,45171,US,MI,55
45233,US,45172,US,MI,89
45233,US,45176,US,MI,43
45233,US,45177,US,MI,62
45233,US,45201,US,MI,10
45233,US,45232,US,MI,15
45233,US,45233,US,MI,10
45233,US,45244,US,MI,22
45233,US,45246,US,MI,26
45233,US,45302,US,MI,109
45233,US,45303,US,MI,88
45233,US,45304,US,MI,94
45233,US,45306,US,MI,114
45233,US,45308,US,MI,97
45233,US,45309,US,MI,66
45233,US,45311,US,MI,46
45233,US,45314,US,MI,74
45233,US,45317,US,MI,101
45233,US,45318,US,MI,92
45233,US,45320,US,MI,54
45233,US,45321,US,MI,65
45233,US,45325,US,MI,59
45233,US,45326,US,MI,96
45233,US,45327,US,MI,54
45233,US,45331,US,MI,80
45233,US,45332,US,MI,77
45233,US,45333,US,MI,101
45233,US,45334,US,MI,118
45233,US,45335,US,MI,75
45233,US,45338,US,MI,60
45233,US,45341,US,MI,80
45233,US,45344,US,MI,82
45233,US,45346,US,MI,71
45233,US,45347,US,MI,66
45233,US,45348,US,MI,96
45233,US,45349,US,MI,89
45233,US,45351,US,MI,100
45233,US,45356,US,MI,92
45233,US,45358,US,MI,94
45233,US,45362,US,MI,92
45233,US,45365,US,MI,102
45233,US,45368,US,MI,85
45233,US,45369,US,MI,100
45233,US,45371,US,MI,78
45233,US,45378,US,MI,65
45233,US,45380,US,MI,105
45233,US,45381,US,MI,52
45233,US,45382,US,MI,65
45233,US,45385,US,MI,65
45233,US,45390,US,MI,92
45233,US,45402,US,MI,63
45233,US,45501,US,MI,80
45233,US,45502,US,MI,89
45233,US,45601,US,MI,115
45233,US,45612,US,MI,87
45233,US,45614,US,MI,154
45233,US,45628,US,MI,105
45233,US,45638,US,MI,151
45233,US,45640,US,MI,127
45233,US,45644,US,MI,125
45233,US,45648,US,MI,108
45233,US,45651,US,MI,147
45233,US,45653,US,MI,126
45233,US,45660,US,MI,79
45233,US,45661,US,MI,99
45233,US,45662,US,MI,115
45233,US,45663,US,MI,112
45233,US,45679,US,MI,70
45233,US,45690,US,MI,110
45233,US,45693,US,MI,78
45233,US,45697,US,MI,64
45233,US,45714,US,MI,201
45233,US,45720,US,MI,174
45233,US,45768,US,MI,252
45233,US,45769,US,MI,169
45233,US,45786,US,MI,212
45233,US,45801,US,MI,137
45233,US,45804,US,MI,133
45233,US,45815,US,MI,169
45233,US,45817,US,MI,150
45233,US,45822,US,MI,110
45233,US,45828,US,MI,108
45233,US,45831,US,MI,165
45233,US,45833,US,MI,147
45233,US,45845,US,MI,109
45233,US,45846,US,MI,103
45233,US,45860,US,MI,105
45233,US,45865,US,MI,112
45233,US,45869,US,MI,118
45233,US,45870,US,MI,131
45233,US,45871,US,MI,118
45233,US,45875,US,MI,155
45233,US,45877,US,MI,153
45233,US,45879,US,MI,152
45233,US,45882,US,MI,122
45233,US,45888,US,MI,126
45233,US,45891,US,MI,133
45233,US,45895,US,MI,122
45233,US,45896,US,MI,132
45233,US,46011,US,MI,120
45233,US,46031,US,MI,135
45233,US,46036,US,MI,142
45233,US,46041,US,MI,153
45233,US,46049,US,MI,148
45233,US,46051,US,MI,130
45233,US,46052,US,MI,139
45233,US,46055,US,MI,115
45233,US,46060,US,MI,124
45233,US,46076,US,MI,146
45233,US,46105,US,MI,146
45233,US,46106,US,MI,106
45233,US,46115,US,MI,90
45233,US,46117,US,MI,105
45233,US,46122,US,MI,131
45233,US,46126,US,MI,86
45233,US,46127,US,MI,70
45233,US,46128,US,MI,145
45233,US,46130,US,MI,90
45233,US,46131,US,MI,100
45233,US,46133,US,MI,65
45233,US,46140,US,MI,96
45233,US,46142,US,MI,112
45233,US,46146,US,MI,86
45233,US,46148,US,MI,94
45233,US,46150,US,MI,84
45233,US,46156,US,MI,68
45233,US,46160,US,MI,114
45233,US,46161,US,MI,94
45233,US,46165,US,MI,140
45233,US,46168,US,MI,122
45233,US,46173,US,MI,76
45233,US,46176,US,MI,80
45233,US,46181,US,MI,109
45233,US,46182,US,MI,78
45233,US,46186,US,MI,98
45233,US,46259,US,MI,98
45233,US,46307,US,MI,248
45233,US,46377,US,MI,235
45233,US,46382,US,MI,254
45233,US,46539,US,MI,211
45233,US,46595,US,MI,240
45233,US,46711,US,MI,123
45233,US,46721,US,MI,182
45233,US,46733,US,MI,136
45233,US,46772,US,MI,129
45233,US,46774,US,MI,159
45233,US,46788,US,MI,180
45233,US,46793,US,MI,188
45233,US,46801,US,MI,179
45233,US,46913,US,MI,171
45233,US,46928,US,MI,137
45233,US,46929,US,MI,172
45233,US,46952,US,MI,147
45233,US,47001,US,MI,20
45233,US,47006,US,MI,45
45233,US,47010,US,MI,41
45233,US,47011,US,MI,46
45233,US,47012,US,MI,38
45233,US,47017,US,MI,42
45233,US,47018,US,MI,30
45233,US,47019,US,MI,40
45233,US,47023,US,MI,48
45233,US,47030,US,MI,57
45233,US,47031,US,MI,35
45233,US,47034,US,MI,56
45233,US,47037,US,MI,46
45233,US,47040,US,MI,29
45233,US,47041,US,MI,40
45233,US,47042,US,MI,41
45233,US,47043,US,MI,66
45233,US,47112,US,MI,133
45233,US,47124,US,MI,124
45233,US,47129,US,MI,111
45233,US,47170,US,MI,89
45233,US,47201,US,MI,88
45233,US,47228,US,MI,85
45233,US,47231,US,MI,73
45233,US,47232,US,MI,78
45233,US,47234,US,MI,93
45233,US,47240,US,MI,62
45233,US,47243,US,MI,72
45233,US,47244,US,MI,73
45233,US,47246,US,MI,79
45233,US,47247,US,MI,86
45233,US,47250,US,MI,68
45233,US,47272,US,MI,73
45233,US,47274,US,MI,80
45233,US,47283,US,MI,75
45233,US,47322,US,MI,66
45233,US,47324,US,MI,56
45233,US,47325,US,MI,55
45233,US,47326,US,MI,114
45233,US,47327,US,MI,70
45233,US,47330,US,MI,70
45233,US,47331,US,MI,56
45233,US,47337,US,MI,90
45233,US,47341,US,MI,73
45233,US,47352,US,MI,79
45233,US,47353,US,MI,50
45233,US,47355,US,MI,80
45233,US,47357,US,MI,67
45233,US,47360,US,MI,92
45233,US,47361,US,MI,98
45233,US,47362,US,MI,89
45233,US,47366,US,MI,79
45233,US,47367,US,MI,104
45233,US,47368,US,MI,102
45233,US,47369,US,MI,120
45233,US,47370,US,MI,71
45233,US,47373,US,MI,109
45233,US,47374,US,MI,64
45233,US,47380,US,MI,99
45233,US,47390,US,MI,92
45233,US,47393,US,MI,76
45233,US,47394,US,MI,89
45233,US,47401,US,MI,124
45233,US,47448,US,MI,106
45233,US,47471,US,MI,185
45233,US,47501,US,MI,162
45233,US,47523,US,MI,182
45233,US,47541,US,MI,186
45233,US,47542,US,MI,187
45233,US,47553,US,MI,175
45233,US,47558,US,MI,155
45233,US,47567,US,MI,176
45233,US,47591,US,MI,184
45233,US,47613,US,MI,207
45233,US,47666,US,MI,229
45233,US,47670,US,MI,226
45233,US,47701,US,MI,221
45233,US,47842,US,MI,197
45233,US,47882,US,MI,202
45233,US,47924,US,MI,179
45233,US,47928,US,MI,201
45233,US,47955,US,MI,167
45233,US,47992,US,MI,180
45233,US,48159,US,MI,246
45233,US,48706,US,MI,356
45233,US,48767,US,MI,381
45233,US,48856,US,MI,362
45233,US,58323,US,MI,1157
45233,US,61701,US,MI,280
45233,US,62671,US,MI,311
45233,US,62681,US,MI,364
45233,US,62851,US,MI,277
45233,US,62895,US,MI,273
45233,US,67054,US,MI,888
45233,US,68003,US,MI,747
45233,US,72456,US,MI,470
45241,US,43935,US,MI,221
45241,US,45226,US,MI,15
45241,US,45233,US,MI,25
45241,US,51054,US,MI,779
45241,US,68025,US,MI,747
45306,US,14532,US,MI,470
45306,US,21740,US,MI,414
45306,US,45306,US,MI,10
45306,US,45858,US,MI,56
45306,US,46057,US,MI,140
45306,US,46105,US,MI,188
45306,US,46953,US,MI,89
45306,US,46996,US,MI,163
45306,US,47446,US,MI,235
45306,US,47950,US,MI,153
45306,US,47960,US,MI,160
45306,US,48449,US,MI,209
45306,US,48829,US,MI,279
45368,US,13021,US,MI,483
45368,US,13071,US,MI,502
45368,US,13152,US,MI,490
45368,US,14463,US,MI,468
45368,US,14532,US,MI,456
45368,US,16403,US,MI,275
45368,US,17087,US,MI,443
45368,US,17566,US,MI,457
45368,US,17603,US,MI,444
45368,US,17607,US,MI,450
45368,US,21740,US,MI,370
45368,US,43102,US,MI,58
45368,US,43145,US,MI,35
45368,US,43358,US,MI,63
45368,US,43832,US,MI,145
45368,US,45001,US,MI,88
45368,US,45003,US,MI,94
45368,US,45062,US,MI,67
45368,US,45321,US,MI,65
45368,US,45327,US,MI,52
45368,US,45368,US,MI,10
45368,US,46057,US,MI,180
45368,US,46058,US,MI,193
45368,US,46175,US,MI,193
45368,US,46913,US,MI,201
45368,US,46953,US,MI,149
45368,US,46996,US,MI,239
45368,US,47370,US,MI,86
45368,US,47375,US,MI,489
45368,US,47446,US,MI,225
45368,US,47501,US,MI,252
45368,US,47542,US,MI,251
45368,US,47545,US,MI,256
45368,US,47558,US,MI,253
45368,US,47567,US,MI,266
45368,US,47577,US,MI,237
45368,US,47613,US,MI,272
45368,US,47666,US,MI,290
45368,US,47701,US,MI,301
45368,US,47933,US,MI,189
45368,US,47950,US,MI,229
45368,US,47960,US,MI,231
45368,US,47980,US,MI,224
45368,US,48449,US,MI,255
45368,US,48758,US,MI,278
45368,US,48829,US,MI,325
45368,US,48856,US,MI,295
45368,US,49420,US,MI,399
45662,US,17603,US,MI,498
45662,US,17772,US,MI,459
45662,US,41179,US,MI,24
45662,US,43045,US,MI,127
45662,US,43080,US,MI,127
45662,US,43085,US,MI,101
45662,US,43102,US,MI,75
45662,US,43105,US,MI,93
45662,US,43107,US,MI,95
45662,US,43113,US,MI,64
45662,US,43130,US,MI,84
45662,US,43135,US,MI,64
45662,US,43143,US,MI,82
45662,US,43145,US,MI,75
45662,US,43151,US,MI,92
45662,US,43160,US,MI,77
45662,US,43450,US,MI,212
45662,US,43511,US,MI,207
45662,US,44615,US,MI,211
45662,US,44633,US,MI,177
45662,US,44677,US,MI,200
45662,US,44867,US,MI,189
45662,US,45133,US,MI,56
45662,US,45148,US,MI,86
45662,US,45155,US,MI,65
45662,US,45169,US,MI,86
45662,US,45201,US,MI,104
45662,US,45601,US,MI,45
45662,US,45612,US,MI,64
45662,US,45628,US,MI,60
45662,US,45638,US,MI,27
45662,US,45640,US,MI,38
45662,US,45648,US,MI,10
45662,US,45656,US,MI,31
45662,US,45660,US,MI,38
45662,US,45662,US,MI,10
45662,US,45663,US,MI,10
45662,US,45684,US,MI,28
45662,US,45686,US,MI,50
45662,US,45690,US,MI,29
45662,US,45697,US,MI,51
45662,US,45769,US,MI,75
45662,US,46122,US,MI,240
45662,US,46772,US,MI,224
45801,US,43935,US,MI,221
45801,US,45802-0628,US,MI,10
45802,US,45802-0628,US,MI,10
45802,US,49738,US,MI,316
45802,US,49738,US,MI,316
45802-0628,US,39168,US,MI,810
45802-0628,US,43085,US,MI,87
45802-0628,US,43207,US,MI,88
45802-0628,US,45801,US,MI,10
45802-0628,US,45802,US,MI,10
45802-0628,US,49738,US,MI,316
45802-0628,US,57005,US,MI,794
45804,US,15033,US,MI,277
45804,US,24701,US,MI,355
45804,US,45833,US,MI,20
45833,US,45833,US,MI,10
45858,US,45814,US,MI,21
45858,US,45858,US,MI,10
45895,US,45306,US,MI,10
46041,US,16427,US,MI,420
46041,US,43145,US,MI,215
46041,US,45321,US,MI,128
46041,US,46036,US,MI,36
46041,US,46041,US,MI,10
46041,US,46057,US,MI,10
46041,US,46123,US,MI,38
46041,US,46310,US,MI,87
46041,US,46377,US,MI,87
46041,US,46382,US,MI,104
46041,US,46392,US,MI,87
46041,US,46992,US,MI,75
46041,US,46996,US,MI,63
46041,US,47234,US,MI,85
46041,US,47546,US,MI,157
46041,US,47558,US,MI,149
46041,US,47561,US,MI,148
46041,US,47567,US,MI,162
46041,US,47591,US,MI,162
46041,US,47666,US,MI,182
46041,US,47882,US,MI,132
46041,US,47921,US,MI,54
46041,US,47922,US,MI,70
46041,US,47933,US,MI,37
46041,US,47963,US,MI,77
46041,US,47978,US,MI,65
46041,US,47980,US,MI,46
46041,US,52773,US,MI,301
46201,US,45233,US,MI,107
46368,US,46032,US,MI,153
46368,US,46041,US,MI,116
46368,US,46052,US,MI,126
46368,US,46065,US,MI,106
46368,US,46072,US,MI,142
46368,US,46307,US,MI,19
46368,US,46310,US,MI,36
46368,US,46341,US,MI,28
46368,US,46345,US,MI,30
46368,US,46347,US,MI,27
46368,US,46348,US,MI,33
46368,US,46349,US,MI,47
46368,US,46350,US,MI,31
46368,US,46355,US,MI,23
46368,US,46356,US,MI,33
46368,US,46365,US,MI,46
46368,US,46366,US,MI,46
46368,US,46368,US,MI,10
46368,US,46371,US,MI,33
46368,US,46374,US,MI,40
46368,US,46383,US,MI,17
46368,US,46392,US,MI,45
46368,US,46410,US,MI,15
46368,US,46501,US,MI,68
46368,US,46504,US,MI,68
46368,US,46506,US,MI,61
46368,US,46511,US,MI,61
46368,US,46516,US,MI,73
46368,US,46517,US,MI,74
46368,US,46532,US,MI,42
46368,US,46534,US,MI,46
46368,US,46536,US,MI,62
46368,US,46537,US,MI,53
46368,US,46539,US,MI,79
46368,US,46542,US,MI,80
46368,US,46552,US,MI,40
46368,US,46554,US,MI,49
46368,US,46573,US,MI,75
46368,US,46574,US,MI,43
46368,US,46580,US,MI,82
46368,US,46601,US,MI,53
46368,US,46746,US,MI,102
46368,US,46750,US,MI,118
46368,US,46761,US,MI,99
46368,US,46776,US,MI,115
46368,US,46792,US,MI,133
46368,US,46794,US,MI,102
46368,US,46911,US,MI,120
46368,US,46923,US,MI,95
46368,US,46931,US,MI,87
46368,US,46935,US,MI,80
46368,US,46939,US,MI,76
46368,US,46950,US,MI,82
46368,US,46962,US,MI,106
46368,US,46978,US,MI,78
46368,US,46990,US,MI,109
46368,US,46991,US,MI,139
46368,US,46992,US,MI,118
46368,US,46996,US,MI,63
46368,US,47232,US,MI,210
46368,US,47918,US,MI,110
46368,US,47926,US,MI,94
46368,US,47932,US,MI,122
46368,US,47946,US,MI,56
46368,US,47960,US,MI,84
46368,US,47977,US,MI,65
46368,US,47978,US,MI,56
46368,US,47980,US,MI,79
46368,US,47991,US,MI,109
46368,US,47995,US,MI,69
46368,US,48002,US,MI,280
46368,US,48471,US,MI,309
46368,US,48601,US,MI,266
46368,US,48604,US,MI,273
46368,US,48611,US,MI,285
46368,US,48615,US,MI,239
46368,US,48623,US,MI,260
46368,US,48649,US,MI,226
46368,US,48731,US,MI,330
46368,US,48754,US,MI,318
46368,US,48809,US,MI,170
46368,US,48811,US,MI,193
46368,US,48813,US,MI,161
46368,US,48815,US,MI,163
46368,US,48817,US,MI,219
46368,US,48823,US,MI,187
46368,US,48827,US,MI,169
46368,US,48829,US,MI,198
46368,US,48836,US,MI,204
46368,US,48838,US,MI,172
46368,US,48846,US,MI,177
46368,US,48847,US,MI,226
46368,US,48849,US,MI,172
46368,US,48854,US,MI,188
46368,US,48856,US,MI,201
46368,US,48873,US,MI,189
46368,US,48876,US,MI,168
46368,US,48878,US,MI,231
46368,US,48880,US,MI,233
46368,US,48888,US,MI,190
46368,US,48892,US,MI,207
46368,US,49011,US,MI,141
46368,US,49013,US,MI,91
46368,US,49014,US,MI,130
46368,US,49022,US,MI,62
46368,US,49031,US,MI,73
46368,US,49032,US,MI,107
46368,US,49034,US,MI,122
46368,US,49038,US,MI,70
46368,US,49040,US,MI,117
46368,US,49045,US,MI,92
46368,US,49047,US,MI,72
46368,US,49051,US,MI,135
46368,US,49057,US,MI,77
46368,US,49067,US,MI,97
46368,US,49068,US,MI,141
46368,US,49070,US,MI,126
46368,US,49072,US,MI,113
46368,US,49083,US,MI,119
46368,US,49087,US,MI,112
46368,US,49090,US,MI,85
46368,US,49093,US,MI,101
46368,US,49094,US,MI,133
46368,US,49098,US,MI,71
46368,US,49102,US,MI,67
46368,US,49103,US,MI,68
46368,US,49107,US,MI,53
46368,US,49112,US,MI,69
46368,US,49113,US,MI,44
46368,US,49117,US,MI,33
46368,US,49120,US,MI,58
46368,US,49128,US,MI,38
46368,US,49237,US,MI,164
46368,US,49247,US,MI,173
46368,US,49262,US,MI,161
46368,US,49271,US,MI,168
46368,US,49302,US,MI,156
46368,US,49316,US,MI,148
46368,US,49322,US,MI,176
46368,US,49323,US,MI,140
46368,US,49327,US,MI,169
46368,US,49328,US,MI,137
46368,US,49331,US,MI,161
46368,US,49345,US,MI,155
46368,US,49348,US,MI,135
46368,US,49401,US,MI,141
46368,US,49403,US,MI,152
46368,US,49404,US,MI,150
46368,US,49408,US,MI,104
46368,US,49412,US,MI,172
46368,US,49419,US,MI,118
46368,US,49422,US,MI,113
46368,US,49426,US,MI,127
46368,US,49440,US,MI,149
46368,US,49445,US,MI,151
46368,US,49448,US,MI,141
46368,US,49451,US,MI,163
46368,US,49454,US,MI,207
46368,US,49455,US,MI,177
