origin_city_state,dest_city_state,comm,orig_city,orig_state,dest_city,dest_state
"KANKAKEE, IL","TEMPLETON, IN",UAN,KANKAKEE,IL,TEMPLETON,IN
"KANSAS CITY, KS","BOSWORTH, MO",AMMONIA,KANSAS CITY,KS,BOSWORTH,MO
"KANSAS CITY, KS","BROOKFIELD, MO",AMMONIA,KANSAS CITY,KS,BROOKFIELD,MO
"KANSAS CITY, KS","NEOLA, IA",AMMONIA,KANSAS CITY,KS,NEOLA,IA
"KANSAS CITY, MO","ALGONA, IA",METHANOL,KANSAS CITY,MO,ALGONA,IA
"KANSAS CITY, MO","ALMA, MO",AMMONIA,KANSAS CITY,MO,ALMA,MO
"KANSAS CITY, MO","ALSEN, ND",UREA,KANSAS CITY,MO,ALSEN,ND
"KANSAS CITY, MO","AUBURN, NY",UREA,KANSAS CITY,MO,AUBURN,NY
"KANSAS CITY, MO","BARNWELL, AB",UREA,KANSAS CITY,MO,BARNWELL,AB
"KANSAS CITY, MO","BARRETT, MN",UREA,KANSAS CITY,MO,BARRETT,MN
"KANSAS CITY, MO","BETTENDORF, IA",METHANOL,KANSAS CITY,MO,BETTENDORF,IA
"KANSAS CITY, MO","BLACKBURN, MO",AMMONIA,KANSAS CITY,MO,BLACKBURN,MO
"KANSAS CITY, MO","BOW ISLAND, AB",UREA,KANSAS CITY,MO,BOW ISLAND,AB
"KANSAS CITY, MO","BRANDON, MB",UREA,KANSAS CITY,MO,BRANDON,MB
"KANSAS CITY, MO","BROOTEN, MN",UREA,KANSAS CITY,MO,BROOTEN,MN
"KANSAS CITY, MO","BRUNSWICK, MO",UREA,KANSAS CITY,MO,BRUNSWICK,MO
"KANSAS CITY, MO","BYRON, IL",UREA,KANSAS CITY,MO,BYRON,IL
"KANSAS CITY, MO","CALEDONIA, NY",UREA,KANSAS CITY,MO,CALEDONIA,NY
"KANSAS CITY, MO","CALGARY, AB",UREA,KANSAS CITY,MO,CALGARY,AB
"KANSAS CITY, MO","CAMROSE, AB",UREA,KANSAS CITY,MO,CAMROSE,AB
"KANSAS CITY, MO","CARBERRY, MB",UREA,KANSAS CITY,MO,CARBERRY,MB
"KANSAS CITY, MO","CARROLLTON, MO",AMMONIA,KANSAS CITY,MO,CARROLLTON,MO
"KANSAS CITY, MO","CARSELAND, AB",UREA,KANSAS CITY,MO,CARSELAND,AB
"KANSAS CITY, MO","CHEVIOT, SK",UREA,KANSAS CITY,MO,CHEVIOT,SK
"KANSAS CITY, MO","CHIN, AB",UREA,KANSAS CITY,MO,CHIN,AB
"KANSAS CITY, MO","COLBY, KS",NITAMIN,KANSAS CITY,MO,COLBY,KS
"KANSAS CITY, MO","CORDER, MO",AMMONIA,KANSAS CITY,MO,CORDER,MO
"KANSAS CITY, MO","CORINNE, SK",UREA,KANSAS CITY,MO,CORINNE,SK
"KANSAS CITY, MO","CUTKNIFE, SK",UREA,KANSAS CITY,MO,CUTKNIFE,SK
"KANSAS CITY, MO","DICKINSON, ND",METHANOL,KANSAS CITY,MO,DICKINSON,ND
"KANSAS CITY, MO","ELBOW LAKE, MN",UREA,KANSAS CITY,MO,ELBOW LAKE,MN
"KANSAS CITY, MO","ELSTOW, SK",UREA,KANSAS CITY,MO,ELSTOW,SK
"KANSAS CITY, MO","ESTEVAN, SK",UREA,KANSAS CITY,MO,ESTEVAN,SK
"KANSAS CITY, MO","FORTUNA, ND",UREA,KANSAS CITY,MO,FORTUNA,ND
"KANSAS CITY, MO","GENEVA (FGLK), NY",UREA,KANSAS CITY,MO,GENEVA (FGLK),NY
"KANSAS CITY, MO","GLASGOW, MO",AMMONIA,KANSAS CITY,MO,GLASGOW,MO
"KANSAS CITY, MO","GLOSSOP, MB",UREA,KANSAS CITY,MO,GLOSSOP,MB
"KANSAS CITY, MO","GRANT, NE",AMMONIA,KANSAS CITY,MO,GRANT,NE
"KANSAS CITY, MO","GRASSY LAKE, AB",UREA,KANSAS CITY,MO,GRASSY LAKE,AB
"KANSAS CITY, MO","HANLEY, SK",UREA,KANSAS CITY,MO,HANLEY,SK
"KANSAS CITY, MO","HIGGINSVILLE, MO",AMMONIA,KANSAS CITY,MO,HIGGINSVILLE,MO
"KANSAS CITY, MO","IMPERIAL, NE",NITAMIN,KANSAS CITY,MO,IMPERIAL,NE
"KANSAS CITY, MO","JEFFERSON, OH",UREA,KANSAS CITY,MO,JEFFERSON,OH
"KANSAS CITY, MO","KANSAS CITY, KS",METHANOL,KANSAS CITY,MO,KANSAS CITY,KS
"KANSAS CITY, MO","KENNEDY, NY",UREA,KANSAS CITY,MO,KENNEDY,NY
"KANSAS CITY, MO","KILLARNEY, MB",UREA,KANSAS CITY,MO,KILLARNEY,MB
"KANSAS CITY, MO","LANDISVILLE, PA",DEF,KANSAS CITY,MO,LANDISVILLE,PA
"KANSAS CITY, MO","LAST MOUNTAIN S, SK",UREA,KANSAS CITY,MO,LAST MOUNTAIN S,SK
"KANSAS CITY, MO","LEGACY, AB",UREA,KANSAS CITY,MO,LEGACY,AB
"KANSAS CITY, MO","LOWDER, IL",AMMONIA,KANSAS CITY,MO,LOWDER,IL
"KANSAS CITY, MO","MACKSVILLE, KS",UAN,KANSAS CITY,MO,MACKSVILLE,KS
"KANSAS CITY, MO","MALDEN, IL",AMMONIA,KANSAS CITY,MO,MALDEN,IL
"KANSAS CITY, MO","MARSHALL, MO",AMMONIA,KANSAS CITY,MO,MARSHALL,MO
"KANSAS CITY, MO","MAUGANSVILLE, MD",UREA,KANSAS CITY,MO,MAUGANSVILLE,MD
"KANSAS CITY, MO","MAYNE, SK",UREA,KANSAS CITY,MO,MAYNE,SK
"KANSAS CITY, MO","MAYVIEW, MO",AMMONIA,KANSAS CITY,MO,MAYVIEW,MO
"KANSAS CITY, MO","MENDON, MO",AMMONIA,KANSAS CITY,MO,MENDON,MO
"KANSAS CITY, MO","MINOT, ND",METHANOL,KANSAS CITY,MO,MINOT,ND
"KANSAS CITY, MO","MISSOULA, MT",METHANOL,KANSAS CITY,MO,MISSOULA,MT
"KANSAS CITY, MO","MOOSE JAW, SK",UREA,KANSAS CITY,MO,MOOSE JAW,SK
"KANSAS CITY, MO","MOOSOMIN, SK",UREA,KANSAS CITY,MO,MOOSOMIN,SK
"KANSAS CITY, MO","NASHUA, MN",UREA,KANSAS CITY,MO,NASHUA,MN
"KANSAS CITY, MO","NORTHGATE, SK",METHANOL,KANSAS CITY,MO,NORTHGATE,SK
"KANSAS CITY, MO","PAMBRUN, SK",UREA,KANSAS CITY,MO,PAMBRUN,SK
"KANSAS CITY, MO","PETERSBURG, VA",DEF,KANSAS CITY,MO,PETERSBURG,VA
"KANSAS CITY, MO","PHELPS JUNCTION, NY",UREA,KANSAS CITY,MO,PHELPS JUNCTION,NY
"KANSAS CITY, MO","PHELPS, NY",UREA,KANSAS CITY,MO,PHELPS,NY
"KANSAS CITY, MO","PLEASANT PRAIRIE, WI",METHANOL,KANSAS CITY,MO,PLEASANT PRAIRIE,WI
"KANSAS CITY, MO","PONOKA, AB",UREA,KANSAS CITY,MO,PONOKA,AB
"KANSAS CITY, MO","RED OAK, IA",AMMONIA,KANSAS CITY,MO,RED OAK,IA
"KANSAS CITY, MO","ROHRERSTOWN, PA",UREA,KANSAS CITY,MO,ROHRERSTOWN,PA
"KANSAS CITY, MO","ROODHOUSE, IL",AMMONIA,KANSAS CITY,MO,ROODHOUSE,IL
"KANSAS CITY, MO","SALTCOATS, SK",UREA,KANSAS CITY,MO,SALTCOATS,SK
"KANSAS CITY, MO","SASKATOON, SK",UREA,KANSAS CITY,MO,SASKATOON,SK
"KANSAS CITY, MO","SCOTFORD TFR, AB",UREA,KANSAS CITY,MO,SCOTFORD TFR,AB
"KANSAS CITY, MO","SLATER, MO",AMMONIA,KANSAS CITY,MO,SLATER,MO
"KANSAS CITY, MO","SPRINGFIELD, MN",UREA,KANSAS CITY,MO,SPRINGFIELD,MN
"KANSAS CITY, MO","STETTLER, AB",UREA,KANSAS CITY,MO,STETTLER,AB
"KANSAS CITY, MO","SWIFT CURRENT, SK",UREA,KANSAS CITY,MO,SWIFT CURRENT,SK
"KANSAS CITY, MO","TISDALE, SK",UREA,KANSAS CITY,MO,TISDALE,SK
"KANSAS CITY, MO","TOLLEY, ND",UREA,KANSAS CITY,MO,TOLLEY,ND
"KANSAS CITY, MO","VOLTAIRE, ND",UREA,KANSAS CITY,MO,VOLTAIRE,ND
"KANSAS CITY, MO","WASHINGTON, IA",METHANOL,KANSAS CITY,MO,WASHINGTON,IA
"KANSAS CITY, MO","WATKINS, MN",UREA,KANSAS CITY,MO,WATKINS,MN
"KANSAS CITY, MO","WAVERLY, IL",AMMONIA,KANSAS CITY,MO,WAVERLY,IL
"KANSAS CITY, MO","WEYBURN, SK",UREA,KANSAS CITY,MO,WEYBURN,SK
"KANSAS CITY, MO","WEYERS CAVE, VA",UREA,KANSAS CITY,MO,WEYERS CAVE,VA
"KANSAS CITY, MO","WILSON, AB",UREA,KANSAS CITY,MO,WILSON,AB
"KANSAS CITY, MO","WOLSEY, SD",NITAMIN,KANSAS CITY,MO,WOLSEY,SD
"KANSAS CITY, MO","WOODROW, SK",UREA,KANSAS CITY,MO,WOODROW,SK
"KANSAS CITY, MO","YORKTON, SK",UREA,KANSAS CITY,MO,YORKTON,SK
"KINGSGATE, BC","ABERDEEN, ID",UAN,KINGSGATE,BC,ABERDEEN,ID
"KINGSGATE, BC","AMERICAN FALLS, ID",UAN,KINGSGATE,BC,AMERICAN FALLS,ID
"KINGSGATE, BC","ASHTON, ID",UAN,KINGSGATE,BC,ASHTON,ID
"KINGSGATE, BC","BANCROFT, ID",ATS,KINGSGATE,BC,BANCROFT,ID
"KINGSGATE, BC","BANCROFT, ID",UAN,KINGSGATE,BC,BANCROFT,ID
"KINGSGATE, BC","BIGGAM, WA",UAN,KINGSGATE,BC,BIGGAM,WA
"KINGSGATE, BC","BLACKFOOT, ID",UAN,KINGSGATE,BC,BLACKFOOT,ID
"KINGSGATE, BC","BURLEY, ID",UAN,KINGSGATE,BC,BURLEY,ID
"KINGSGATE, BC","CALDWELL, ID",UAN,KINGSGATE,BC,CALDWELL,ID
"KINGSGATE, BC","CEDAR CITY, UT",UAN,KINGSGATE,BC,CEDAR CITY,UT
"KINGSGATE, BC","CENTRAL FERRY, WA",ATS,KINGSGATE,BC,CENTRAL FERRY,WA
"KINGSGATE, BC","CENTRAL FERRY, WA",UAN,KINGSGATE,BC,CENTRAL FERRY,WA
"KINGSGATE, BC","CHICO, CA",UAN,KINGSGATE,BC,CHICO,CA
"KINGSGATE, BC","CORINNE, UT",UAN,KINGSGATE,BC,CORINNE,UT
"KINGSGATE, BC","DALLAS, OR",UAN,KINGSGATE,BC,DALLAS,OR
"KINGSGATE, BC","DELTA, UT",UAN,KINGSGATE,BC,DELTA,UT
"KINGSGATE, BC","FAIRFIELD, WA",UAN,KINGSGATE,BC,FAIRFIELD,WA
"KINGSGATE, BC","GREENLEAF, ID",UAN,KINGSGATE,BC,GREENLEAF,ID
"KINGSGATE, BC","HANSEN, ID",UAN,KINGSGATE,BC,HANSEN,ID
"KINGSGATE, BC","HEDGES, WA",UAN,KINGSGATE,BC,HEDGES,WA
"KINGSGATE, BC","HINKLE, OR",UAN,KINGSGATE,BC,HINKLE,OR
"KINGSGATE, BC","IDAHO FALLS, ID",UAN,KINGSGATE,BC,IDAHO FALLS,ID
"KINGSGATE, BC","MALONE, OR",UAN,KINGSGATE,BC,MALONE,OR
"KINGSGATE, BC","MIDWAY, ID",ATS,KINGSGATE,BC,MIDWAY,ID
"KINGSGATE, BC","MIDWAY, ID",UAN,KINGSGATE,BC,MIDWAY,ID
"KINGSGATE, BC","MINIDOKA, ID",UAN,KINGSGATE,BC,MINIDOKA,ID
"KINGSGATE, BC","MOCKONEMA, WA",UAN,KINGSGATE,BC,MOCKONEMA,WA
"KINGSGATE, BC","MT ANGEL, OR",UAN,KINGSGATE,BC,MT ANGEL,OR
"KINGSGATE, BC","NAMPA, ID",UAN,KINGSGATE,BC,NAMPA,ID
"KINGSGATE, BC","NEW PLYMOUTH, ID",UAN,KINGSGATE,BC,NEW PLYMOUTH,ID
"KINGSGATE, BC","NORTH LAPWAI, ID",ATS,KINGSGATE,BC,NORTH LAPWAI,ID
"KINGSGATE, BC","NORTH LAPWAI, ID",UAN,KINGSGATE,BC,NORTH LAPWAI,ID
"KINGSGATE, BC","ONTARIO, OR",UAN,KINGSGATE,BC,ONTARIO,OR
"KINGSGATE, BC","PARMA, ID",UAN,KINGSGATE,BC,PARMA,ID
"KINGSGATE, BC","PAUL, ID",ATS,KINGSGATE,BC,PAUL,ID
"KINGSGATE, BC","PAUL, ID",UAN,KINGSGATE,BC,PAUL,ID
"KINGSGATE, BC","POCATELLO, ID",UAN,KINGSGATE,BC,POCATELLO,ID
"KINGSGATE, BC","PORT OF WILMA, WA",UAN,KINGSGATE,BC,PORT OF WILMA,WA
"KINGSGATE, BC","REXBURG, ID",UAN,KINGSGATE,BC,REXBURG,ID
"KINGSGATE, BC","ROBERTS, ID",UAN,KINGSGATE,BC,ROBERTS,ID
"KINGSGATE, BC","SALEM, OR",UAN,KINGSGATE,BC,SALEM,OR
"KINGSGATE, BC","SALT LAKE CITY, UT",ATS,KINGSGATE,BC,SALT LAKE CITY,UT
"KINGSGATE, BC","SPALDING, ID",UAN,KINGSGATE,BC,SPALDING,ID
"KINGSGATE, BC","SUGAR CITY, ID",ATS,KINGSGATE,BC,SUGAR CITY,ID
"KINGSGATE, BC","SUGAR CITY, ID",UAN,KINGSGATE,BC,SUGAR CITY,ID
"KINGSGATE, BC","TANGENT, OR",UAN,KINGSGATE,BC,TANGENT,OR
"KINGSGATE, BC","UMATILLA, OR",UAN,KINGSGATE,BC,UMATILLA,OR
"KINGSGATE, BC","VALE, OR",UAN,KINGSGATE,BC,VALE,OR
"KINGSGATE, BC","WEISER, ID",UAN,KINGSGATE,BC,WEISER,ID
"KINGSGATE, BC","WHITESON, OR",UAN,KINGSGATE,BC,WHITESON,OR
"KINGSGATE, BC","WILDER, ID",UAN,KINGSGATE,BC,WILDER,ID
"LAFAYETTE, IN","BEAVERVILLE, IL",UAN,LAFAYETTE,IN,BEAVERVILLE,IL
"LAFAYETTE, IN","DANVILLE, IL",UAN,LAFAYETTE,IN,DANVILLE,IL
"LAFAYETTE, IN","FOWLER, IN",MAP,LAFAYETTE,IN,FOWLER,IN
"LAFAYETTE, IN","FOWLER, IN",UAN,LAFAYETTE,IN,FOWLER,IN
"LAFAYETTE, IN","FOWLER, IN",UREA,LAFAYETTE,IN,FOWLER,IN
"LAFAYETTE, IN","OTTERBEIN, IN",MAP,LAFAYETTE,IN,OTTERBEIN,IN
"LAFAYETTE, IN","OTTERBEIN, IN",UREA,LAFAYETTE,IN,OTTERBEIN,IN
"LAFAYETTE, IN","TEMPLETON, IN",UAN,LAFAYETTE,IN,TEMPLETON,IN
"LITTLE MOUNTAIN, UT","LITTLE MOUNTAIN, UT",AMMONIA,LITTLE MOUNTAIN,UT,LITTLE MOUNTAIN,UT
"LOGANSPORT, IN","BURNETTSVILLE, IN",UAN,LOGANSPORT,IN,BURNETTSVILLE,IN
"LOGANSPORT, IN","BURNETTSVILLE, IN",UREA,LOGANSPORT,IN,BURNETTSVILLE,IN
"LOGANSPORT, IN","LOGANSPORT, IN",UREA,LOGANSPORT,IN,LOGANSPORT,IN
"LOGANSPORT, IN","REYNOLDS, IN",MAP,LOGANSPORT,IN,REYNOLDS,IN
"MADISON, WI","ADELL, WI",UAN,MADISON,WI,ADELL,WI
"MADISON, WI","ARENA, WI",UAN,MADISON,WI,ARENA,WI
"MADISON, WI","AVALON, WI",UAN,MADISON,WI,AVALON,WI
"MADISON, WI","BELDEN, IL",UAN,MADISON,WI,BELDEN,IL
"MADISON, WI","COTTAGE GROVE, WI",UAN,MADISON,WI,COTTAGE GROVE,WI
"MADISON, WI","EDGERTON, WI",UAN,MADISON,WI,EDGERTON,WI
"MADISON, WI","ELKHORN, WI",UAN,MADISON,WI,ELKHORN,WI
"MADISON, WI","MARSHALL, WI",UAN,MADISON,WI,MARSHALL,WI
"MADISON, WI","OSHKOSH, WI",UAN,MADISON,WI,OSHKOSH,WI
"MADISON, WI","REEDSBURG, WI",UAN,MADISON,WI,REEDSBURG,WI
"MADISON, WI","ROCK SPRINGS, WI",UAN,MADISON,WI,ROCK SPRINGS,WI
"MANKATO, MN","ONIDA, SD",MAP,MANKATO,MN,ONIDA,SD
"MANKATO, MN","PIERRE, SD",MAP,MANKATO,MN,PIERRE,SD
"MANKATO, MN","PIERRE, SD",UAN,MANKATO,MN,PIERRE,SD
"MANKATO, MN","WALL, SD",MAP,MANKATO,MN,WALL,SD
"MANLY, IA","DUNKERTON, IA",UAN,MANLY,IA,DUNKERTON,IA
"MASON CITY, IA","ALGONA, IA",METHANOL,MASON CITY,IA,ALGONA,IA
"MAYNE, SK","LEADER, SK",MAP,MAYNE,SK,LEADER,SK
"MAYNE, SK","LEADER, SK",UAN,MAYNE,SK,LEADER,SK
"MAYNE, SK","LEADER, SK",UREA,MAYNE,SK,LEADER,SK
"MAYNE, SK","SCEPTRE, SK",MAP,MAYNE,SK,SCEPTRE,SK
"MEMPHIS, TN","ATLANTA, GA",DEF,MEMPHIS,TN,ATLANTA,GA
"MEMPHIS, TN","BRANDON, MB",MAP,MEMPHIS,TN,BRANDON,MB
"MEMPHIS, TN","COLUMBIA, SC",UREA,MEMPHIS,TN,COLUMBIA,SC
"MEMPHIS, TN","DYER, TN",UREA,MEMPHIS,TN,DYER,TN
"MEMPHIS, TN","FAYETTEVILLE, NC",UREA,MEMPHIS,TN,FAYETTEVILLE,NC
"MEMPHIS, TN","FT PIERCE, FL",UAN,MEMPHIS,TN,FT PIERCE,FL
"MEMPHIS, TN","GLADYS, VA",DEF,MEMPHIS,TN,GLADYS,VA
"MEMPHIS, TN","GREENSBORO, NC",DEF,MEMPHIS,TN,GREENSBORO,NC
"MEMPHIS, TN","HANLEY, SK",MAP,MEMPHIS,TN,HANLEY,SK
"MEMPHIS, TN","HENDERSON, KY",UREA,MEMPHIS,TN,HENDERSON,KY
"MEMPHIS, TN","HONEA PATH, SC",UREA,MEMPHIS,TN,HONEA PATH,SC
"MEMPHIS, TN","HOPE, AR",UREA,MEMPHIS,TN,HOPE,AR
"MEMPHIS, TN","HUMBOLDT, TN",UREA,MEMPHIS,TN,HUMBOLDT,TN
"MEMPHIS, TN","HUNTSVILLE, AL",DEF,MEMPHIS,TN,HUNTSVILLE,AL
"MEMPHIS, TN","JEFFERSONVILLE, IN",UREA,MEMPHIS,TN,JEFFERSONVILLE,IN
"MEMPHIS, TN","KEENESBURG, CO",METHANOL,MEMPHIS,TN,KEENESBURG,CO
"MEMPHIS, TN","KINGSPORT, TN",METHANOL,MEMPHIS,TN,KINGSPORT,TN
"MEMPHIS, TN","KNOXVILLE, TN",DEF,MEMPHIS,TN,KNOXVILLE,TN
"MEMPHIS, TN","LAKE CITY, FL",UREA,MEMPHIS,TN,LAKE CITY,FL
"MEMPHIS, TN","MARTIN, TN",UREA,MEMPHIS,TN,MARTIN,TN
"MEMPHIS, TN","MEMPHIS, TN",DEF,MEMPHIS,TN,MEMPHIS,TN
"MEMPHIS, TN","MONCURE, NC",UREA,MEMPHIS,TN,MONCURE,NC
"MEMPHIS, TN","MOORE HAVEN, FL",UREA,MEMPHIS,TN,MOORE HAVEN,FL
"MEMPHIS, TN","NEW ALBANY, MS",METHANOL,MEMPHIS,TN,NEW ALBANY,MS
"MEMPHIS, TN","NORTH LITTLE ROCK, AR",METHANOL,MEMPHIS,TN,NORTH LITTLE ROCK,AR
"MEMPHIS, TN","PLEASANT HILL, VA",UREA,MEMPHIS,TN,PLEASANT HILL,VA
"MEMPHIS, TN","POPLAR CORNER, TN",UREA,MEMPHIS,TN,POPLAR CORNER,TN
"MEMPHIS, TN","ROWLAND, NC",UREA,MEMPHIS,TN,ROWLAND,NC
"MEMPHIS, TN","SEBRING, FL",UREA,MEMPHIS,TN,SEBRING,FL
"MEMPHIS, TN","STAUNTON, VA",UREA,MEMPHIS,TN,STAUNTON,VA
"MEMPHIS, TN","SYLACAUGA, AL",UREA,MEMPHIS,TN,SYLACAUGA,AL
"MEMPHIS, TN","TRENTON, TN",UREA,MEMPHIS,TN,TRENTON,TN
"MEMPHIS, TN","TRUSSVILLE, AL",DEF,MEMPHIS,TN,TRUSSVILLE,AL
"MEMPHIS, TN","TUTTLE, OK",METHANOL,MEMPHIS,TN,TUTTLE,OK
"MEMPHIS, TN","WEYERS CAVE, VA",UREA,MEMPHIS,TN,WEYERS CAVE,VA
"MEMPHIS, TN","WICHITA, KS",METHANOL,MEMPHIS,TN,WICHITA,KS
"MEMPHIS, TN","WILLOW SPRINGS, MO",METHANOL,MEMPHIS,TN,WILLOW SPRINGS,MO
"MEMPHIS, TN","YALE, TN",METHANOL,MEMPHIS,TN,YALE,TN
"MERIDIAN, MS","HARRISBURG, NC",AMMONIA,MERIDIAN,MS,HARRISBURG,NC
"MICHOUD, LA","ALBION, NY",UREA,MICHOUD,LA,ALBION,NY
"MICHOUD, LA","ANDALUSIA, AL",UREA,MICHOUD,LA,ANDALUSIA,AL
"MICHOUD, LA","ARLINGTON, GA",UREA,MICHOUD,LA,ARLINGTON,GA
"MICHOUD, LA","ATLANTA, GA",UREA,MICHOUD,LA,ATLANTA,GA
"MICHOUD, LA","BELHAVEN, NC",UREA,MICHOUD,LA,BELHAVEN,NC
"MICHOUD, LA","BRANCHVILLE, VA",UREA,MICHOUD,LA,BRANCHVILLE,VA
"MICHOUD, LA","BRANDON, MB",MAP,MICHOUD,LA,BRANDON,MB
"MICHOUD, LA","BROAD BROOK, CT",UREA,MICHOUD,LA,BROAD BROOK,CT
"MICHOUD, LA","CHERRYVILLE, NC",UREA,MICHOUD,LA,CHERRYVILLE,NC
"MICHOUD, LA","CHESAPEAKE, VA",UREA,MICHOUD,LA,CHESAPEAKE,VA
"MICHOUD, LA","CHICAGO, IL",MAP,MICHOUD,LA,CHICAGO,IL
"MICHOUD, LA","CHICAGO, IL",UREA,MICHOUD,LA,CHICAGO,IL
"MICHOUD, LA","CLAXTON, GA",UREA,MICHOUD,LA,CLAXTON,GA
"MICHOUD, LA","COLUMBIA, SC",UREA,MICHOUD,LA,COLUMBIA,SC
"MICHOUD, LA","CONWAY, NC",UREA,MICHOUD,LA,CONWAY,NC
"MICHOUD, LA","COOLIDGE, GA",UREA,MICHOUD,LA,COOLIDGE,GA
"MICHOUD, LA","CORDELE, GA",UREA,MICHOUD,LA,CORDELE,GA
"MICHOUD, LA","CROSWELL, MI",UREA,MICHOUD,LA,CROSWELL,MI
"MICHOUD, LA","DANVILLE, IL",UREA,MICHOUD,LA,DANVILLE,IL
"MICHOUD, LA","DECATUR, AL",UREA,MICHOUD,LA,DECATUR,AL
"MICHOUD, LA","DETROIT, ME",UREA,MICHOUD,LA,DETROIT,ME
"MICHOUD, LA","DETROIT, MI",UREA,MICHOUD,LA,DETROIT,MI
"MICHOUD, LA","EDENTON, NC",UREA,MICHOUD,LA,EDENTON,NC
"MICHOUD, LA","ENFIELD, NC",MAP,MICHOUD,LA,ENFIELD,NC
"MICHOUD, LA","ENFIELD, NC",UREA,MICHOUD,LA,ENFIELD,NC
"MICHOUD, LA","EVERGREEN, AL",MAP,MICHOUD,LA,EVERGREEN,AL
"MICHOUD, LA","EVERGREEN, AL",UREA,MICHOUD,LA,EVERGREEN,AL
"MICHOUD, LA","FAIRFAX, SC",UREA,MICHOUD,LA,FAIRFAX,SC
"MICHOUD, LA","FOUR OAKS, NC",UREA,MICHOUD,LA,FOUR OAKS,NC
"MICHOUD, LA","FREDERICK, MD",UREA,MICHOUD,LA,FREDERICK,MD
"MICHOUD, LA","GENEVA, NY",UREA,MICHOUD,LA,GENEVA,NY
"MICHOUD, LA","HATFIELD, MA",UREA,MICHOUD,LA,HATFIELD,MA
"MICHOUD, LA","HONEA PATH, SC",UREA,MICHOUD,LA,HONEA PATH,SC
"MICHOUD, LA","JENA, TN",MAP,MICHOUD,LA,JENA,TN
"MICHOUD, LA","JENA, TN",UREA,MICHOUD,LA,JENA,TN
"MICHOUD, LA","KINGSTREE, SC",UREA,MICHOUD,LA,KINGSTREE,SC
"MICHOUD, LA","LAKEVILLE, NY",UREA,MICHOUD,LA,LAKEVILLE,NY
"MICHOUD, LA","LAVERGNE, TN",MAP,MICHOUD,LA,LAVERGNE,TN
"MICHOUD, LA","LAVERGNE, TN",UREA,MICHOUD,LA,LAVERGNE,TN
"MICHOUD, LA","LESLIE DESOTO, GA",MAP,MICHOUD,LA,LESLIE DESOTO,GA
"MICHOUD, LA","LEVIS, QC",UREA,MICHOUD,LA,LEVIS,QC
"MICHOUD, LA","LOGANSPORT, IN",UREA,MICHOUD,LA,LOGANSPORT,IN
"MICHOUD, LA","LORDSTOWN, OH",UREA,MICHOUD,LA,LORDSTOWN,OH
"MICHOUD, LA","LUMBERTON, NC",UREA,MICHOUD,LA,LUMBERTON,NC
"MICHOUD, LA","MEIGS, GA",UREA,MICHOUD,LA,MEIGS,GA
"MICHOUD, LA","MILFORD JCT, IN",UREA,MICHOUD,LA,MILFORD JCT,IN
"MICHOUD, LA","MILTON, VT",UREA,MICHOUD,LA,MILTON,VT
"MICHOUD, LA","MOLINE, MI",UREA,MICHOUD,LA,MOLINE,MI
"MICHOUD, LA","MONCURE, NC",UREA,MICHOUD,LA,MONCURE,NC
"MICHOUD, LA","MONTGOMERY, AL",MAP,MICHOUD,LA,MONTGOMERY,AL
"MICHOUD, LA","MT AIRY, MD",UREA,MICHOUD,LA,MT AIRY,MD
"MICHOUD, LA","MULLINS, AL",UREA,MICHOUD,LA,MULLINS,AL
"MICHOUD, LA","NEVADA, IA",MAP,MICHOUD,LA,NEVADA,IA
"MICHOUD, LA","NEW ORLEANS, LA",UREA,MICHOUD,LA,NEW ORLEANS,LA
"MICHOUD, LA","NIVERVILLE, NY",UREA,MICHOUD,LA,NIVERVILLE,NY
"MICHOUD, LA","NORWOOD, NC",UREA,MICHOUD,LA,NORWOOD,NC
"MICHOUD, LA","ORANGEBURG, SC",UREA,MICHOUD,LA,ORANGEBURG,SC
"MICHOUD, LA","PARKTON, NC",UREA,MICHOUD,LA,PARKTON,NC
"MICHOUD, LA","POPLAR CORNER, TN",MAP,MICHOUD,LA,POPLAR CORNER,TN
"MICHOUD, LA","REYNOLDS, IN",UREA,MICHOUD,LA,REYNOLDS,IN
"MICHOUD, LA","RICHVILLE, MI",UREA,MICHOUD,LA,RICHVILLE,MI
"MICHOUD, LA","ROCHELLE, GA",MAP,MICHOUD,LA,ROCHELLE,GA
"MICHOUD, LA","ROCHELLE, GA",UREA,MICHOUD,LA,ROCHELLE,GA
"MICHOUD, LA","ROELYN, IA",MAP,MICHOUD,LA,ROELYN,IA
"MICHOUD, LA","RUSSELLVILLE, KY",UREA,MICHOUD,LA,RUSSELLVILLE,KY
"MICHOUD, LA","RUSSELLVILLE, SC",UREA,MICHOUD,LA,RUSSELLVILLE,SC
"MICHOUD, LA","S DEERFIELD, MA",UREA,MICHOUD,LA,S DEERFIELD,MA
"MICHOUD, LA","SAGINAW, MI",UREA,MICHOUD,LA,SAGINAW,MI
"MICHOUD, LA","SCHAGHTICOKE, NY",UREA,MICHOUD,LA,SCHAGHTICOKE,NY
"MICHOUD, LA","SCOTIA, SC",UREA,MICHOUD,LA,SCOTIA,SC
"MICHOUD, LA","SCOTTSLAWN, OH",UREA,MICHOUD,LA,SCOTTSLAWN,OH
"MICHOUD, LA","SEBRING, FL",UREA,MICHOUD,LA,SEBRING,FL
"MICHOUD, LA","SERGEANT BLUFF, IA",MAP,MICHOUD,LA,SERGEANT BLUFF,IA
