origin_city_state,dest_city_state,comm,orig_city,orig_state,dest_city,dest_state
"CINCINNATI, OH","SMITHVILLE, OH",UREA,CINCINNATI,OH,SMITHVILLE,OH
"CINCINNATI, OH","SOUTH CHARLESTON, OH",MAP,CINCINNATI,OH,SOUTH CHARLESTON,OH
"CINCINNATI, OH","TOLEDO, OH",UREA,CINCINNATI,OH,TOLEDO,OH
"COUNCIL BLUFFS, IA","ASHTON, ID",MAP,COUNCIL BLUFFS,IA,ASHTON,ID
"COUNCIL BLUFFS, IA","ATALISSA, IA",UAN,COUNCIL BLUFFS,IA,ATALISSA,IA
"COUNCIL BLUFFS, IA","ATLANTIC, IA",UAN,COUNCIL BLUFFS,IA,ATLANTIC,IA
"COUNCIL BLUFFS, IA","BLENCOE, IA",MAP,COUNCIL BLUFFS,IA,BLENCOE,IA
"COUNCIL BLUFFS, IA","BREWSTER, MN",MAP,COUNCIL BLUFFS,IA,BREWSTER,MN
"COUNCIL BLUFFS, IA","BURLEY, ID",UAN,COUNCIL BLUFFS,IA,BURLEY,ID
"COUNCIL BLUFFS, IA","DON, ID",MAP,COUNCIL BLUFFS,IA,DON,ID
"COUNCIL BLUFFS, IA","FILER, ID",MAP,COUNCIL BLUFFS,IA,FILER,ID
"COUNCIL BLUFFS, IA","GLENNS FERRY, ID",UAN,COUNCIL BLUFFS,IA,GLENNS FERRY,ID
"COUNCIL BLUFFS, IA","GREENLEAF, ID",MAP,COUNCIL BLUFFS,IA,GREENLEAF,ID
"COUNCIL BLUFFS, IA","HANCOCK, IA",UAN,COUNCIL BLUFFS,IA,HANCOCK,IA
"COUNCIL BLUFFS, IA","HANSEN, ID",MAP,COUNCIL BLUFFS,IA,HANSEN,ID
"COUNCIL BLUFFS, IA","IDAHO FALLS, ID",MAP,COUNCIL BLUFFS,IA,IDAHO FALLS,ID
"COUNCIL BLUFFS, IA","IOWA CITY, IA",UAN,COUNCIL BLUFFS,IA,IOWA CITY,IA
"COUNCIL BLUFFS, IA","IOWA CITY, IA",UREA,COUNCIL BLUFFS,IA,IOWA CITY,IA
"COUNCIL BLUFFS, IA","MALCOM, IA",UAN,COUNCIL BLUFFS,IA,MALCOM,IA
"COUNCIL BLUFFS, IA","MIDWAY, ID",UAN,COUNCIL BLUFFS,IA,MIDWAY,ID
"COUNCIL BLUFFS, IA","MILFORD, UT",MAP,COUNCIL BLUFFS,IA,MILFORD,UT
"COUNCIL BLUFFS, IA","MODESTO, CA",MAP,COUNCIL BLUFFS,IA,MODESTO,CA
"COUNCIL BLUFFS, IA","NEBRASKA CITY, NE",MAP,COUNCIL BLUFFS,IA,NEBRASKA CITY,NE
"COUNCIL BLUFFS, IA","OSAGE, IA",UREA,COUNCIL BLUFFS,IA,OSAGE,IA
"COUNCIL BLUFFS, IA","PARMA, ID",UAN,COUNCIL BLUFFS,IA,PARMA,ID
"COUNCIL BLUFFS, IA","PAUL, ID",MAP,COUNCIL BLUFFS,IA,PAUL,ID
"COUNCIL BLUFFS, IA","PRESTON, ID",MAP,COUNCIL BLUFFS,IA,PRESTON,ID
"COUNCIL BLUFFS, IA","REXBURG, ID",MAP,COUNCIL BLUFFS,IA,REXBURG,ID
"COUNCIL BLUFFS, IA","SCHUYLER, NE",MAP,COUNCIL BLUFFS,IA,SCHUYLER,NE
"COUNCIL BLUFFS, IA","SERGEANT BLUFF, IA",MAP,COUNCIL BLUFFS,IA,SERGEANT BLUFF,IA
"COUNCIL BLUFFS, IA","STAYTON, OR",MAP,COUNCIL BLUFFS,IA,STAYTON,OR
"COUNCIL BLUFFS, IA","STUART, IA",UREA,COUNCIL BLUFFS,IA,STUART,IA
"COUNCIL BLUFFS, IA","SYRACUSE, NE",MAP,COUNCIL BLUFFS,IA,SYRACUSE,NE
"COUNCIL BLUFFS, IA","TURLOCK, CA",MAP,COUNCIL BLUFFS,IA,TURLOCK,CA
"COURTLAND, KS","BURLINGTON, CO",UAN,COURTLAND,KS,BURLINGTON,CO
"COURTLAND, KS","GOODLAND, KS",UAN,COURTLAND,KS,GOODLAND,KS
"COUTTS, AB","BASIN, WY",UAN,COUTTS,AB,BASIN,WY
"COUTTS, AB","BONNEVILLE, WY",UAN,COUTTS,AB,BONNEVILLE,WY
"COUTTS, AB","BRUCE, WA",UAN,COUTTS,AB,BRUCE,WA
"COUTTS, AB","BURLINGTON, WA",UAN,COUTTS,AB,BURLINGTON,WA
"COUTTS, AB","CENTRAL FERRY, WA",UAN,COUTTS,AB,CENTRAL FERRY,WA
"COUTTS, AB","CHENEY, WA",UAN,COUTTS,AB,CHENEY,WA
"COUTTS, AB","COLLINS, MT",UAN,COUTTS,AB,COLLINS,MT
"COUTTS, AB","CONRAD, MT",UAN,COUTTS,AB,CONRAD,MT
"COUTTS, AB","DONALD, OR",UAN,COUTTS,AB,DONALD,OR
"COUTTS, AB","EDWALL, WA",ATS,COUTTS,AB,EDWALL,WA
"COUTTS, AB","EDWALL, WA",UAN,COUTTS,AB,EDWALL,WA
"COUTTS, AB","FAIRFIELD, MT",ATS,COUTTS,AB,FAIRFIELD,MT
"COUTTS, AB","FAIRFIELD, MT",UAN,COUTTS,AB,FAIRFIELD,MT
"COUTTS, AB","GREAT FALLS, MT",ATS,COUTTS,AB,GREAT FALLS,MT
"COUTTS, AB","GREAT FALLS, MT",UAN,COUTTS,AB,GREAT FALLS,MT
"COUTTS, AB","HINGHAM, MT",UAN,COUTTS,AB,HINGHAM,MT
"COUTTS, AB","HOPMERE, OR",UAN,COUTTS,AB,HOPMERE,OR
"COUTTS, AB","JUNCTION CITY, OR",UAN,COUTTS,AB,JUNCTION CITY,OR
"COUTTS, AB","KREMLIN, MT",UAN,COUTTS,AB,KREMLIN,MT
"COUTTS, AB","MARSHALL, WA",UAN,COUTTS,AB,MARSHALL,WA
"COUTTS, AB","MESA, WA",UAN,COUTTS,AB,MESA,WA
"COUTTS, AB","ODESSA, WA",UAN,COUTTS,AB,ODESSA,WA
"COUTTS, AB","OTHELLO, WA",UAN,COUTTS,AB,OTHELLO,WA
"COUTTS, AB","PASCO, WA",UAN,COUTTS,AB,PASCO,WA
"COUTTS, AB","PENHOLD, AB",DEF,COUTTS,AB,PENHOLD,AB
"COUTTS, AB","POWELL, WY",UAN,COUTTS,AB,POWELL,WY
"COUTTS, AB","QUINCY, WA",UAN,COUTTS,AB,QUINCY,WA
"COUTTS, AB","SALEM, OR",UAN,COUTTS,AB,SALEM,OR
"COUTTS, AB","SIELER, WA",UAN,COUTTS,AB,SIELER,WA
"COUTTS, AB","STOCKTON, CA",UAN,COUTTS,AB,STOCKTON,CA
"COUTTS, AB","TIBER, MT",UAN,COUTTS,AB,TIBER,MT
"COUTTS, AB","WHEELER, WA",UAN,COUTTS,AB,WHEELER,WA
"COUTTS, AB","YAKIMA, WA",UAN,COUTTS,AB,YAKIMA,WA
"DANVILLE JUNCTION, ME","FT FAIRFIELD, ME",UAN,DANVILLE JUNCTION,ME,FT FAIRFIELD,ME
"DANVILLE, IL","BOSWELL, IN",UAN,DANVILLE,IL,BOSWELL,IN
"DANVILLE, IL","DONOVAN, IL",UAN,DANVILLE,IL,DONOVAN,IL
"DANVILLE, IL","FOWLER, IN",MAP,DANVILLE,IL,FOWLER,IN
"DANVILLE, IL","OTTERBEIN, IN",MAP,DANVILLE,IL,OTTERBEIN,IN
"DEER PARK, TX","ALBUQUERQUE, NM",METHANOL,DEER PARK,TX,ALBUQUERQUE,NM
"DEER PARK, TX","AMORY, MS",METHANOL,DEER PARK,TX,AMORY,MS
"DEER PARK, TX","ARVADA, CO",METHANOL,DEER PARK,TX,ARVADA,CO
"DEER PARK, TX","BETTENDORF, IA",METHANOL,DEER PARK,TX,BETTENDORF,IA
"DEER PARK, TX","BIRMINGHAM, AL",METHANOL,DEER PARK,TX,BIRMINGHAM,AL
"DEER PARK, TX","BORGER, TX",METHANOL,DEER PARK,TX,BORGER,TX
"DEER PARK, TX","CARLSBAD, NM",METHANOL,DEER PARK,TX,CARLSBAD,NM
"DEER PARK, TX","CASPER, WY",METHANOL,DEER PARK,TX,CASPER,WY
"DEER PARK, TX","CHICAGO, IL",METHANOL,DEER PARK,TX,CHICAGO,IL
"DEER PARK, TX","CLEBURNE, TX",METHANOL,DEER PARK,TX,CLEBURNE,TX
"DEER PARK, TX","CLINTON, OK",METHANOL,DEER PARK,TX,CLINTON,OK
"DEER PARK, TX","COMMERCE CITY, CO",METHANOL,DEER PARK,TX,COMMERCE CITY,CO
"DEER PARK, TX","COUNCIL BLUFFS, IA",METHANOL,DEER PARK,TX,COUNCIL BLUFFS,IA
"DEER PARK, TX","DENVER, CO",METHANOL,DEER PARK,TX,DENVER,CO
"DEER PARK, TX","DICKINSON, ND",METHANOL,DEER PARK,TX,DICKINSON,ND
"DEER PARK, TX","DISCOVERY PARK, OH",METHANOL,DEER PARK,TX,DISCOVERY PARK,OH
"DEER PARK, TX","DOUGLAS, WY",METHANOL,DEER PARK,TX,DOUGLAS,WY
"DEER PARK, TX","EAST ST LOUIS, IL",METHANOL,DEER PARK,TX,EAST ST LOUIS,IL
"DEER PARK, TX","EL DORADO, KS",METHANOL,DEER PARK,TX,EL DORADO,KS
"DEER PARK, TX","EL PASO, TX",METHANOL,DEER PARK,TX,EL PASO,TX
"DEER PARK, TX","EL RENO, OK",METHANOL,DEER PARK,TX,EL RENO,OK
"DEER PARK, TX","FOUNTAIN, AL",METHANOL,DEER PARK,TX,FOUNTAIN,AL
"DEER PARK, TX","GALLUP, NM",METHANOL,DEER PARK,TX,GALLUP,NM
"DEER PARK, TX","GLENDALE, AZ",METHANOL,DEER PARK,TX,GLENDALE,AZ
"DEER PARK, TX","GLENDIVE, MT",METHANOL,DEER PARK,TX,GLENDIVE,MT
"DEER PARK, TX","HARLINGEN, TX",METHANOL,DEER PARK,TX,HARLINGEN,TX
"DEER PARK, TX","IRONDALE, CO",METHANOL,DEER PARK,TX,IRONDALE,CO
"DEER PARK, TX","KANSAS CITY, KS",METHANOL,DEER PARK,TX,KANSAS CITY,KS
"DEER PARK, TX","KANSAS CITY, MO",METHANOL,DEER PARK,TX,KANSAS CITY,MO
"DEER PARK, TX","KEENESBURG, CO",METHANOL,DEER PARK,TX,KEENESBURG,CO
"DEER PARK, TX","LINNTON, OR",METHANOL,DEER PARK,TX,LINNTON,OR
"DEER PARK, TX","LYONS, KS",METHANOL,DEER PARK,TX,LYONS,KS
"DEER PARK, TX","MANLY, IA",METHANOL,DEER PARK,TX,MANLY,IA
"DEER PARK, TX","MEMPHIS, TN",METHANOL,DEER PARK,TX,MEMPHIS,TN
"DEER PARK, TX","MIDLOTHIAN, TX",METHANOL,DEER PARK,TX,MIDLOTHIAN,TX
"DEER PARK, TX","MINOT, ND",METHANOL,DEER PARK,TX,MINOT,ND
"DEER PARK, TX","MONAHANS, TX",METHANOL,DEER PARK,TX,MONAHANS,TX
"DEER PARK, TX","MUNCIE, KS",METHANOL,DEER PARK,TX,MUNCIE,KS
"DEER PARK, TX","NEW ALBANY, MS",METHANOL,DEER PARK,TX,NEW ALBANY,MS
"DEER PARK, TX","NEW ORLEANS, LA",METHANOL,DEER PARK,TX,NEW ORLEANS,LA
"DEER PARK, TX","NORTH LITTLE ROCK, AR",METHANOL,DEER PARK,TX,NORTH LITTLE ROCK,AR
"DEER PARK, TX","ODESSA, TX",METHANOL,DEER PARK,TX,ODESSA,TX
"DEER PARK, TX","OKLAHOMA CITY, OK",METHANOL,DEER PARK,TX,OKLAHOMA CITY,OK
"DEER PARK, TX","PARKER, AZ",METHANOL,DEER PARK,TX,PARKER,AZ
"DEER PARK, TX","PORT OF BROWNSVILLE, TX",METHANOL,DEER PARK,TX,PORT OF BROWNSVILLE,TX
"DEER PARK, TX","POSEY, TX",METHANOL,DEER PARK,TX,POSEY,TX
"DEER PARK, TX","PUEBLO, CO",METHANOL,DEER PARK,TX,PUEBLO,CO
"DEER PARK, TX","SALT LAKE CITY, UT",METHANOL,DEER PARK,TX,SALT LAKE CITY,UT
"DEER PARK, TX","SERGEANT BLUFF, IA",METHANOL,DEER PARK,TX,SERGEANT BLUFF,IA
"DEER PARK, TX","SPARKS, NV",METHANOL,DEER PARK,TX,SPARKS,NV
"DEER PARK, TX","ST JOSEPH, MO",METHANOL,DEER PARK,TX,ST JOSEPH,MO
"DEER PARK, TX","ST LOUIS, MO",METHANOL,DEER PARK,TX,ST LOUIS,MO
"DEER PARK, TX","TULSA, OK",METHANOL,DEER PARK,TX,TULSA,OK
"DEER PARK, TX","TUTTLE, OK",METHANOL,DEER PARK,TX,TUTTLE,OK
"DEER PARK, TX","UNION YARD, MN",METHANOL,DEER PARK,TX,UNION YARD,MN
"DEER PARK, TX","WICHITA, KS",METHANOL,DEER PARK,TX,WICHITA,KS
"DEER PARK, TX","WILLISTON, ND",METHANOL,DEER PARK,TX,WILLISTON,ND
"DEER PARK, TX","WILLOW SPRINGS, MO",METHANOL,DEER PARK,TX,WILLOW SPRINGS,MO
"DEER PARK, TX","YALE, TN",METHANOL,DEER PARK,TX,YALE,TN
"DENVER, CO","ARVADA, CO",METHANOL,DENVER,CO,ARVADA,CO
"DENVER, CO","COMMERCE CITY, CO",METHANOL,DENVER,CO,COMMERCE CITY,CO
"DENVER, CO","IMPERIAL, NE",NITAMIN,DENVER,CO,IMPERIAL,NE
"DENVER, CO","IRONDALE, CO",METHANOL,DENVER,CO,IRONDALE,CO
"DENVER, CO","KEENESBURG, CO",METHANOL,DENVER,CO,KEENESBURG,CO
"DENVER, CO","LINNTON, OR",METHANOL,DENVER,CO,LINNTON,OR
"DENVER, CO","VANCOUVER, BC",METHANOL,DENVER,CO,VANCOUVER,BC
"DES MOINES, IA","IOWA CITY, IA",UAN,DES MOINES,IA,IOWA CITY,IA
"DES MOINES, IA","MALCOM, IA",ATS,DES MOINES,IA,MALCOM,IA
"DETROIT, MI","AYR, ON",MAP,DETROIT,MI,AYR,ON
"DETROIT, MI","AYR, ON",UREA,DETROIT,MI,AYR,ON
"DETROIT, MI","HORNBY, ON",METHANOL,DETROIT,MI,HORNBY,ON
"DETROIT, MI","PUTNAM, ON",UREA,DETROIT,MI,PUTNAM,ON
"DETROIT, MI","THAMESVILLE, ON",UREA,DETROIT,MI,THAMESVILLE,ON
"DODGE CITY, KS","BEREA, NE",AMMONIA,DODGE CITY,KS,BEREA,NE
"DODGE CITY, KS","BOSWORTH, MO",AMMONIA,DODGE CITY,KS,BOSWORTH,MO
"DODGE CITY, KS","BROOKFIELD, MO",AMMONIA,DODGE CITY,KS,BROOKFIELD,MO
"DODGE CITY, KS","CARROLLTON, MO",AMMONIA,DODGE CITY,KS,CARROLLTON,MO
"DODGE CITY, KS","CHICAGO, IL",AMMONIA,DODGE CITY,KS,CHICAGO,IL
"DODGE CITY, KS","CORONADO, AZ",AMMONIA,DODGE CITY,KS,CORONADO,AZ
"DODGE CITY, KS","DORCHESTER, NE",AMMONIA,DODGE CITY,KS,DORCHESTER,NE
"DODGE CITY, KS","GRANITE CITY, IL",AMMONIA,DODGE CITY,KS,GRANITE CITY,IL
"DODGE CITY, KS","HARDIN, MO",AMMONIA,DODGE CITY,KS,HARDIN,MO
"DODGE CITY, KS","KANSAS CITY, MO",AMMONIA,DODGE CITY,KS,KANSAS CITY,MO
"DODGE CITY, KS","LOWDER, IL",AMMONIA,DODGE CITY,KS,LOWDER,IL
"DODGE CITY, KS","MACKSVILLE, KS",AMMONIA,DODGE CITY,KS,MACKSVILLE,KS
"DODGE CITY, KS","MALDEN, IL",AMMONIA,DODGE CITY,KS,MALDEN,IL
"DODGE CITY, KS","MENDON, MO",AMMONIA,DODGE CITY,KS,MENDON,MO
"DODGE CITY, KS","MURDOCK, MN",AMMONIA,DODGE CITY,KS,MURDOCK,MN
"DODGE CITY, KS","NEOLA, IA",AMMONIA,DODGE CITY,KS,NEOLA,IA
"DODGE CITY, KS","NORBORNE, MO",AMMONIA,DODGE CITY,KS,NORBORNE,MO
"DODGE CITY, KS","ST JOSEPH, MO",AMMONIA,DODGE CITY,KS,ST JOSEPH,MO
"DODGE CITY, KS","WAVERLY, IL",AMMONIA,DODGE CITY,KS,WAVERLY,IL
"DODGE CITY, KS","WOLSEY, SD",AMMONIA,DODGE CITY,KS,WOLSEY,SD
"DODGE CITY, KS","YUMA, CO",AMMONIA,DODGE CITY,KS,YUMA,CO
"DUBUQUE, IA","BROOTEN, MN",UAN,DUBUQUE,IA,BROOTEN,MN
"EAGLE BRIDGE, NY","SALEM, NY",MAP,EAGLE BRIDGE,NY,SALEM,NY
"EAGLE BRIDGE, NY","SALEM, NY",UAN,EAGLE BRIDGE,NY,SALEM,NY
"EAGLE BRIDGE, NY","SALEM, NY",UREA,EAGLE BRIDGE,NY,SALEM,NY
"EAST PEORIA, IL","CRESCENT CITY, IL",UAN,EAST PEORIA,IL,CRESCENT CITY,IL
"EAST PEORIA, IL","LOGANSPORT, IN",UAN,EAST PEORIA,IL,LOGANSPORT,IN
"EAST ST LOUIS, IL","ACEQUIA, ID",UREA,EAST ST LOUIS,IL,ACEQUIA,ID
"EAST ST LOUIS, IL","AMBRIDGE, PA",METHANOL,EAST ST LOUIS,IL,AMBRIDGE,PA
"EAST ST LOUIS, IL","AUBURN, NY",UREA,EAST ST LOUIS,IL,AUBURN,NY
"EAST ST LOUIS, IL","BALTIMORE, MD",DEF,EAST ST LOUIS,IL,BALTIMORE,MD
"EAST ST LOUIS, IL","BALTIMORE, MD",UAN,EAST ST LOUIS,IL,BALTIMORE,MD
"EAST ST LOUIS, IL","BAY CITY, MI",UAN,EAST ST LOUIS,IL,BAY CITY,MI
"EAST ST LOUIS, IL","BEAUHARNOIS, QC",METHANOL,EAST ST LOUIS,IL,BEAUHARNOIS,QC
"EAST ST LOUIS, IL","BOTKINS, OH",UREA,EAST ST LOUIS,IL,BOTKINS,OH
"EAST ST LOUIS, IL","BROWNSON, NE",UREA,EAST ST LOUIS,IL,BROWNSON,NE
"EAST ST LOUIS, IL","BRUNSWICK, MO",UREA,EAST ST LOUIS,IL,BRUNSWICK,MO
"EAST ST LOUIS, IL","BURLEY, ID",UREA,EAST ST LOUIS,IL,BURLEY,ID
"EAST ST LOUIS, IL","CALGARY, AB",UREA,EAST ST LOUIS,IL,CALGARY,AB
"EAST ST LOUIS, IL","CASEY, IL",UREA,EAST ST LOUIS,IL,CASEY,IL
"EAST ST LOUIS, IL","CHICAGO, IL",UREA,EAST ST LOUIS,IL,CHICAGO,IL
"EAST ST LOUIS, IL","CINCINNATI, OH",UREA,EAST ST LOUIS,IL,CINCINNATI,OH
"EAST ST LOUIS, IL","COLUMBUS, OH",METHANOL,EAST ST LOUIS,IL,COLUMBUS,OH
"EAST ST LOUIS, IL","DETROIT, MI",METHANOL,EAST ST LOUIS,IL,DETROIT,MI
"EAST ST LOUIS, IL","DICKINSON, ND",METHANOL,EAST ST LOUIS,IL,DICKINSON,ND
"EAST ST LOUIS, IL","EDON, OH",UREA,EAST ST LOUIS,IL,EDON,OH
"EAST ST LOUIS, IL","FRITCHTON, IN",UREA,EAST ST LOUIS,IL,FRITCHTON,IN
"EAST ST LOUIS, IL","GENEVA (FGLK), NY",UREA,EAST ST LOUIS,IL,GENEVA (FGLK),NY
"EAST ST LOUIS, IL","GLENMONT, NY",METHANOL,EAST ST LOUIS,IL,GLENMONT,NY
"EAST ST LOUIS, IL","GRAYLING, MI",METHANOL,EAST ST LOUIS,IL,GRAYLING,MI
"EAST ST LOUIS, IL","GREENLEAF, ID",UREA,EAST ST LOUIS,IL,GREENLEAF,ID
"EAST ST LOUIS, IL","HANSEN, ID",UREA,EAST ST LOUIS,IL,HANSEN,ID
"EAST ST LOUIS, IL","HARRISBURG, NC",AMMONIA,EAST ST LOUIS,IL,HARRISBURG,NC
"EAST ST LOUIS, IL","HENDERSON, KY",DEF,EAST ST LOUIS,IL,HENDERSON,KY
"EAST ST LOUIS, IL","HINKLE, OR",UREA,EAST ST LOUIS,IL,HINKLE,OR
"EAST ST LOUIS, IL","HUNTINGTON, IN",UREA,EAST ST LOUIS,IL,HUNTINGTON,IN
"EAST ST LOUIS, IL","INDIANAPOLIS, IN",DEF,EAST ST LOUIS,IL,INDIANAPOLIS,IN
"EAST ST LOUIS, IL","JEFFERSON, OH",UREA,EAST ST LOUIS,IL,JEFFERSON,OH
"EAST ST LOUIS, IL","JEFFERSONVILLE, IN",UREA,EAST ST LOUIS,IL,JEFFERSONVILLE,IN
"EAST ST LOUIS, IL","KALKASKA, MI",METHANOL,EAST ST LOUIS,IL,KALKASKA,MI
"EAST ST LOUIS, IL","LANDISVILLE, PA",DEF,EAST ST LOUIS,IL,LANDISVILLE,PA
"EAST ST LOUIS, IL","LOOGOOTEE, IN",UREA,EAST ST LOUIS,IL,LOOGOOTEE,IN
"EAST ST LOUIS, IL","LOWVILLE, NY",UREA,EAST ST LOUIS,IL,LOWVILLE,NY
"EAST ST LOUIS, IL","MACKEY, IN",UREA,EAST ST LOUIS,IL,MACKEY,IN
"EAST ST LOUIS, IL","MARS, PA",METHANOL,EAST ST LOUIS,IL,MARS,PA
"EAST ST LOUIS, IL","MASON, MI",METHANOL,EAST ST LOUIS,IL,MASON,MI
"EAST ST LOUIS, IL","MAUGANSVILLE, MD",UREA,EAST ST LOUIS,IL,MAUGANSVILLE,MD
"EAST ST LOUIS, IL","MAUMEE, OH",UREA,EAST ST LOUIS,IL,MAUMEE,OH
"EAST ST LOUIS, IL","MCCOMB, OH",UREA,EAST ST LOUIS,IL,MCCOMB,OH
"EAST ST LOUIS, IL","MEADVILLE, PA",UREA,EAST ST LOUIS,IL,MEADVILLE,PA
"EAST ST LOUIS, IL","MENAN, ID",UREA,EAST ST LOUIS,IL,MENAN,ID
"EAST ST LOUIS, IL","MIDLAND, MI",METHANOL,EAST ST LOUIS,IL,MIDLAND,MI
"EAST ST LOUIS, IL","MILAN, MI",METHANOL,EAST ST LOUIS,IL,MILAN,MI
"EAST ST LOUIS, IL","MILFORD, UT",UREA,EAST ST LOUIS,IL,MILFORD,UT
"EAST ST LOUIS, IL","MILL VILLAGE, PA",UREA,EAST ST LOUIS,IL,MILL VILLAGE,PA
"EAST ST LOUIS, IL","MILLVILLE, IN",UREA,EAST ST LOUIS,IL,MILLVILLE,IN
"EAST ST LOUIS, IL","MONESSEN, PA",UREA,EAST ST LOUIS,IL,MONESSEN,PA
"EAST ST LOUIS, IL","MOOSE JAW, SK",MAP,EAST ST LOUIS,IL,MOOSE JAW,SK
"EAST ST LOUIS, IL","MORRISVILLE, PA",METHANOL,EAST ST LOUIS,IL,MORRISVILLE,PA
"EAST ST LOUIS, IL","MUSKEGON HEIGHTS, MI",METHANOL,EAST ST LOUIS,IL,MUSKEGON HEIGHTS,MI
"EAST ST LOUIS, IL","NEW PLYMOUTH, ID",UREA,EAST ST LOUIS,IL,NEW PLYMOUTH,ID
"EAST ST LOUIS, IL","NIAGARA FALLS, NY",METHANOL,EAST ST LOUIS,IL,NIAGARA FALLS,NY
"EAST ST LOUIS, IL","NORTHGATE, SK",METHANOL,EAST ST LOUIS,IL,NORTHGATE,SK
"EAST ST LOUIS, IL","OAKMONT, PA",METHANOL,EAST ST LOUIS,IL,OAKMONT,PA
"EAST ST LOUIS, IL","OAKTOWN, IN",UREA,EAST ST LOUIS,IL,OAKTOWN,IN
"EAST ST LOUIS, IL","ORANGE, VA",UREA,EAST ST LOUIS,IL,ORANGE,VA
"EAST ST LOUIS, IL","OWENSBORO, KY",UREA,EAST ST LOUIS,IL,OWENSBORO,KY
"EAST ST LOUIS, IL","PARKER CITY, IN",UREA,EAST ST LOUIS,IL,PARKER CITY,IN
"EAST ST LOUIS, IL","PELLA, ID",UREA,EAST ST LOUIS,IL,PELLA,ID
"EAST ST LOUIS, IL","PETERSBURG, VA",DEF,EAST ST LOUIS,IL,PETERSBURG,VA
"EAST ST LOUIS, IL","PHELPS, NY",UREA,EAST ST LOUIS,IL,PHELPS,NY
"EAST ST LOUIS, IL","REEDVILLE, IN",UREA,EAST ST LOUIS,IL,REEDVILLE,IN
"EAST ST LOUIS, IL","REXBURG, ID",UREA,EAST ST LOUIS,IL,REXBURG,ID
"EAST ST LOUIS, IL","ROHRERSTOWN, PA",UREA,EAST ST LOUIS,IL,ROHRERSTOWN,PA
"EAST ST LOUIS, IL","SAINT JOHN, NB",METHANOL,EAST ST LOUIS,IL,SAINT JOHN,NB
"EAST ST LOUIS, IL","SCIRCLEVILLE, IN",UREA,EAST ST LOUIS,IL,SCIRCLEVILLE,IN
"EAST ST LOUIS, IL","SMITHVILLE, OH",UREA,EAST ST LOUIS,IL,SMITHVILLE,OH
"EAST ST LOUIS, IL","SOUTH CHARLESTON, OH",UREA,EAST ST LOUIS,IL,SOUTH CHARLESTON,OH
"EAST ST LOUIS, IL","STIER, PA",UREA,EAST ST LOUIS,IL,STIER,PA
"EAST ST LOUIS, IL","TISDALE, SK",MAP,EAST ST LOUIS,IL,TISDALE,SK
"EAST ST LOUIS, IL","TOLEDO, OH",METHANOL,EAST ST LOUIS,IL,TOLEDO,OH
"EAST ST LOUIS, IL","TOLONO, IL",UREA,EAST ST LOUIS,IL,TOLONO,IL
"EAST ST LOUIS, IL","UNION CITY, IN",UREA,EAST ST LOUIS,IL,UNION CITY,IN
"EAST ST LOUIS, IL","UPJOHN, MI",METHANOL,EAST ST LOUIS,IL,UPJOHN,MI
"EAST ST LOUIS, IL","WAYLAND, MI",UREA,EAST ST LOUIS,IL,WAYLAND,MI
"EAST ST LOUIS, IL","WAYNE, MI",METHANOL,EAST ST LOUIS,IL,WAYNE,MI
"EAST ST LOUIS, IL","WEST UPTON, MA",METHANOL,EAST ST LOUIS,IL,WEST UPTON,MA
"EAST ST LOUIS, IL","WILLISTON, ND",METHANOL,EAST ST LOUIS,IL,WILLISTON,ND
"ENID, OK","ABERDEEN, ID",UREA,ENID,OK,ABERDEEN,ID
"ENID, OK","ABERNATHY, TX",AMMONIA,ENID,OK,ABERNATHY,TX
"ENID, OK","ABILENE, KS",UREA,ENID,OK,ABILENE,KS
"ENID, OK","ABILENE, TX",UREA,ENID,OK,ABILENE,TX
"ENID, OK","ACEQUIA, ID",UREA,ENID,OK,ACEQUIA,ID
"ENID, OK","ADAMS, WI",UREA,ENID,OK,ADAMS,WI
"ENID, OK","ADELL, WI",UREA,ENID,OK,ADELL,WI
"ENID, OK","ADRIAN, MO",UREA,ENID,OK,ADRIAN,MO
"ENID, OK","ALAMOSA, CO",UREA,ENID,OK,ALAMOSA,CO
"ENID, OK","ALBANY, OR",UREA,ENID,OK,ALBANY,OR
"ENID, OK","ALBUQUERQUE, NM",DEF,ENID,OK,ALBUQUERQUE,NM
"ENID, OK","ALBUQUERQUE, NM",UREA,ENID,OK,ALBUQUERQUE,NM
"ENID, OK","ALLIANCE, NE",AMMONIA,ENID,OK,ALLIANCE,NE
"ENID, OK","ALLIANCE, NE",UREA,ENID,OK,ALLIANCE,NE
"ENID, OK","ALMA, MO",AMMONIA,ENID,OK,ALMA,MO
"ENID, OK","ALPAUGH, CA",UREA,ENID,OK,ALPAUGH,CA
"ENID, OK","ALTON, ND",UREA,ENID,OK,ALTON,ND
"ENID, OK","ALTURAS, CA",UREA,ENID,OK,ALTURAS,CA
"ENID, OK","AMARILLO, TX",UAN,ENID,OK,AMARILLO,TX
"ENID, OK","AMERICAN FALLS, ID",UREA,ENID,OK,AMERICAN FALLS,ID
"ENID, OK","AMERICAN FORK, UT",DEF,ENID,OK,AMERICAN FORK,UT
"ENID, OK","AMES, OK",UAN,ENID,OK,AMES,OK
"ENID, OK","AMES, OK",UREA,ENID,OK,AMES,OK
"ENID, OK","ANAHEIM, CA",UREA,ENID,OK,ANAHEIM,CA
