originLocation,destinationLocation,equipmentType,productType
"ENID, OK","BROWNTON, MN",SINGLE,UREA
"ENID, OK","BROWNWOOD, TX",SINGLE,DEF
"ENID, OK","BRUCE, WA",SINGLE,SUPERU
"ENID, OK","BRUCE, WA",SINGLE,UREA
"ENID, OK","BRUNSWICK, MO",SINGLE,SUPERU
"ENID, OK","BRUNSWICK, MO",SINGLE,UREA
"ENID, OK","BRUNSWICK, NE",SINGLE,SUPERU
"ENID, OK","BRUNSWICK, NE",SINGLE,UREA
"ENID, OK","BRUSH, CO",SINGLE,AMMONIA
"ENID, OK","BRUSH, CO",SINGLE,SUPERU
"ENID, OK","BRUSH, CO",SINGLE,UREA
"ENID, OK","BRYAN, TX",SINGLE,SUPERU
"ENID, OK","BRYAN, TX",SINGLE,UREA
"ENID, OK","BUCKEYE, AZ",SINGLE,SUPERU
"ENID, OK","BUCKEYE, AZ",SINGLE,UREA
"ENID, OK","BUDA, NE",SINGLE,SUPERU
"ENID, OK","BUDA, NE",SINGLE,UREA
"ENID, OK","BUFFALO, TX",SINGLE,SUPERU
"ENID, OK","BUFFALO, TX",SINGLE,UREA
"ENID, OK","BUHL, ID",SINGLE,SUPERU
"ENID, OK","BUHL, ID",SINGLE,UREA
"ENID, OK","BURKBURNETT, TX",SINGLE,SUPERU
"ENID, OK","BURKBURNETT, TX",SINGLE,UAN
"ENID, OK","BURKBURNETT, TX",SINGLE,UREA
"ENID, OK","BURLEY, ID",SINGLE,SUPERU
"ENID, OK","BURLEY, ID",SINGLE,UREA
"ENID, OK","BURLINGTON, CO",SINGLE,SUPERU
"ENID, OK","BURLINGTON, CO",SINGLE,UREA
"ENID, OK","BURLINGTON, WA",SINGLE,SUPERU
"ENID, OK","BURLINGTON, WA",SINGLE,UREA
"ENID, OK","BURNS, WY",SINGLE,SUPERU
"ENID, OK","BURNS, WY",SINGLE,UREA
"ENID, OK","BURT, IA",SINGLE,SUPERU
"ENID, OK","BURT, IA",SINGLE,UREA
"ENID, OK","BYRON, IL",SINGLE,SUPERU
"ENID, OK","BYRON, IL",SINGLE,UREA
"ENID, OK","CABOOL, MO",SINGLE,SUPERU
"ENID, OK","CABOOL, MO",SINGLE,UREA
"ENID, OK","CALDWELL, ID",SINGLE,SUPERU
"ENID, OK","CALDWELL, ID",SINGLE,UREA
"ENID, OK","CALEDONIA, NY",SINGLE,SUPERU
"ENID, OK","CALEDONIA, NY",SINGLE,UREA
"ENID, OK","CALEDONIA, OH",SINGLE,SUPERU
"ENID, OK","CALEDONIA, OH",SINGLE,UREA
"ENID, OK","CALGARY, AB",SINGLE,SUPERU
"ENID, OK","CALGARY, AB",SINGLE,UREA
"ENID, OK","CALIPATRIA, CA",SINGLE,SUPERU
"ENID, OK","CALIPATRIA, CA",SINGLE,UREA
"ENID, OK","CAMAS, ID",SINGLE,SUPERU
"ENID, OK","CAMAS, ID",SINGLE,UREA
"ENID, OK","CAMILLA, GA",SINGLE,DEF
"ENID, OK","CAMPO, AZ",SINGLE,DEF
"ENID, OK","CAMPO, AZ",SINGLE,SUPERU
"ENID, OK","CAMPO, AZ",SINGLE,UREA
"ENID, OK","CAMROSE, AB",SINGLE,SUPERU
"ENID, OK","CAMROSE, AB",SINGLE,UREA
"ENID, OK","CANNON FALLS, MN",SINGLE,SUPERU
"ENID, OK","CANNON FALLS, MN",SINGLE,UREA
"ENID, OK","CAPE GIRARDEAU, MO",SINGLE,SUPERU
"ENID, OK","CAPE GIRARDEAU, MO",SINGLE,UREA
"ENID, OK","CARBERRY, MB",SINGLE,SUPERU
"ENID, OK","CARBERRY, MB",SINGLE,UREA
"ENID, OK","CARMAN, MB",SINGLE,SUPERU
"ENID, OK","CARMAN, MB",SINGLE,UREA
"ENID, OK","CARRINGTON, ND",SINGLE,SUPERU
"ENID, OK","CARRINGTON, ND",SINGLE,UREA
"ENID, OK","CARROLLTON, MO",SINGLE,AMMONIA
"ENID, OK","CARSELAND, AB",SINGLE,SUPERU
"ENID, OK","CARSELAND, AB",SINGLE,UREA
"ENID, OK","CASA GRANDE, AZ",SINGLE,AMMONIA
"ENID, OK","CASA GRANDE, AZ",SINGLE,SUPERU
"ENID, OK","CASA GRANDE, AZ",SINGLE,UREA
"ENID, OK","CASEY, IL",SINGLE,SUPERU
"ENID, OK","CASEY, IL",SINGLE,UREA
"ENID, OK","CASPER, WY",SINGLE,DEF
"ENID, OK","CASSELTON, ND",85 UT,SUPERU
"ENID, OK","CASSELTON, ND",85 UT,UREA
"ENID, OK","CASSELTON, ND",SINGLE,SUPERU
"ENID, OK","CASSELTON, ND",SINGLE,UREA
"ENID, OK","CATOOSA, OK",SINGLE,SUPERU
"ENID, OK","CATOOSA, OK",SINGLE,UREA
"ENID, OK","CEDAR CITY, UT",SINGLE,SUPERU
"ENID, OK","CEDAR CITY, UT",SINGLE,UREA
"ENID, OK","CEDAR RAPIDS, IA",SINGLE,SUPERU
"ENID, OK","CEDAR RAPIDS, IA",SINGLE,UREA
"ENID, OK","CELINA, TX",SINGLE,AMMONIA
"ENID, OK","CENTER, CO",SINGLE,SUPERU
"ENID, OK","CENTER, CO",SINGLE,UREA
"ENID, OK","CENTERVIEW, MO",SINGLE,SUPERU
"ENID, OK","CENTERVIEW, MO",SINGLE,UREA
"ENID, OK","CENTRAL CITY, NE",SINGLE,SUPERU
"ENID, OK","CENTRAL CITY, NE",SINGLE,UREA
"ENID, OK","CENTRAL FERRY, WA",SINGLE,AMMONIA
"ENID, OK","CENTRAL FERRY, WA",SINGLE,SUPERU
"ENID, OK","CENTRAL FERRY, WA",SINGLE,UREA
"ENID, OK","CENTRAL POINT, OR",SINGLE,SUPERU
"ENID, OK","CENTRAL POINT, OR",SINGLE,UREA
"ENID, OK","CENTRALIA, WA",SINGLE,DEF
"ENID, OK","CERES, CA",SINGLE,SUPERU
"ENID, OK","CERES, CA",SINGLE,UREA
"ENID, OK","CHAPIN, IA",SINGLE,SUPERU
"ENID, OK","CHAPIN, IA",SINGLE,UREA
"ENID, OK","CHAPMAN, KS",SINGLE,SUPERU
"ENID, OK","CHAPMAN, KS",SINGLE,UREA
"ENID, OK","CHAPPELL, NE",SINGLE,SUPERU
"ENID, OK","CHAPPELL, NE",SINGLE,UREA
"ENID, OK","CHEHALIS, WA",SINGLE,SUPERU
"ENID, OK","CHEHALIS, WA",SINGLE,UREA
"ENID, OK","CHEMURGIC, CA",SINGLE,SUPERU
"ENID, OK","CHEMURGIC, CA",SINGLE,UREA
"ENID, OK","CHETEK, WI",SINGLE,SUPERU
"ENID, OK","CHETEK, WI",SINGLE,UREA
"ENID, OK","CHICAGO, IL",SINGLE,AMMONIA
"ENID, OK","CHICAGO, IL",SINGLE,DEF
"ENID, OK","CHICAGO, IL",SINGLE,SUPERU
"ENID, OK","CHICAGO, IL",SINGLE,UREA
"ENID, OK","CHICO, CA",SINGLE,SUPERU
"ENID, OK","CHICO, CA",SINGLE,UREA
"ENID, OK","CHINO, CA",SINGLE,SUPERU
"ENID, OK","CHINO, CA",SINGLE,UREA
"ENID, OK","CHOTEAU, MT",SINGLE,SUPERU
"ENID, OK","CHOTEAU, MT",SINGLE,UREA
"ENID, OK","CINCINNATI, OH",SINGLE,SUPERU
"ENID, OK","CINCINNATI, OH",SINGLE,UREA
"ENID, OK","CLARKE, OR",SINGLE,SUPERU
"ENID, OK","CLARKE, OR",SINGLE,UREA
"ENID, OK","CLARKS GROVE, MN",SINGLE,SUPERU
"ENID, OK","CLARKS GROVE, MN",SINGLE,UREA
"ENID, OK","CLAVET, SK",SINGLE,SUPERU
"ENID, OK","CLAVET, SK",SINGLE,UREA
"ENID, OK","CLEBURNE, TX",SINGLE,SUPERU
"ENID, OK","CLEBURNE, TX",SINGLE,UREA
"ENID, OK","CLINE, UT",SINGLE,AMMONIA
"ENID, OK","CLINT, TX",SINGLE,SUPERU
"ENID, OK","CLINT, TX",SINGLE,UREA
"ENID, OK","CLINTON, OK",SINGLE,10-34-0
"ENID, OK","CLINTON, OK",SINGLE,ATS
"ENID, OK","CLINTON, OK",SINGLE,SUPERU
"ENID, OK","CLINTON, OK",SINGLE,UAN
"ENID, OK","CLINTON, OK",SINGLE,UREA
"ENID, OK","CLINTON, WI",SINGLE,SUPERU
"ENID, OK","CLINTON, WI",SINGLE,UREA
"ENID, OK","CLONTARF, MN",SINGLE,DEF
"ENID, OK","CLOVIS, NM",SINGLE,SUPERU
"ENID, OK","CLOVIS, NM",SINGLE,UREA
"ENID, OK","COACHELLA, CA",SINGLE,SUPERU
"ENID, OK","COACHELLA, CA",SINGLE,UREA
"ENID, OK","COLBY, KS",SINGLE,SUPERU
"ENID, OK","COLBY, KS",SINGLE,UREA
"ENID, OK","COLEMAN, WI",SINGLE,SUPERU
"ENID, OK","COLEMAN, WI",SINGLE,UREA
"ENID, OK","COLLINS, MT",100 UT,SUPERU
"ENID, OK","COLLINS, MT",100 UT,UREA
"ENID, OK","COLLINS, MT",85 UT,SUPERU
"ENID, OK","COLLINS, MT",85 UT,UREA
"ENID, OK","COLLINS, MT",SINGLE,SUPERU
"ENID, OK","COLLINS, MT",SINGLE,UREA
"ENID, OK","COLTON, CA",SINGLE,DEF
"ENID, OK","COLUMBIA, SC",SINGLE,SUPERU
"ENID, OK","COLUMBIA, SC",SINGLE,UREA
"ENID, OK","COLWICH, KS",SINGLE,SUPERU
"ENID, OK","COLWICH, KS",SINGLE,UREA
"ENID, OK","COMANCHE, TX",SINGLE,SUPERU
"ENID, OK","COMANCHE, TX",SINGLE,UREA
"ENID, OK","CONCORDIA, KS",85 UT,SUPERU
"ENID, OK","CONCORDIA, KS",85 UT,UREA
"ENID, OK","CONCORDIA, KS",SINGLE,SUPERU
"ENID, OK","CONCORDIA, KS",SINGLE,UREA
"ENID, OK","CONRAD, MT",SINGLE,SUPERU
"ENID, OK","CONRAD, MT",SINGLE,UREA
"ENID, OK","COOLIDGE, AZ",SINGLE,SUPERU
"ENID, OK","COOLIDGE, AZ",SINGLE,UREA
"ENID, OK","CORDELL, OK",SINGLE,10-34-0
"ENID, OK","CORDELL, OK",SINGLE,ATS
"ENID, OK","CORDELL, OK",SINGLE,SUPERU
"ENID, OK","CORDELL, OK",SINGLE,UAN
"ENID, OK","CORDELL, OK",SINGLE,UREA
"ENID, OK","CORDER, MO",SINGLE,AMMONIA
"ENID, OK","CORINNE, SK",SINGLE,SUPERU
"ENID, OK","CORINNE, SK",SINGLE,UREA
"ENID, OK","CORINNE, UT",SINGLE,SUPERU
"ENID, OK","CORINNE, UT",SINGLE,UREA
"ENID, OK","CORONADO, AZ",SINGLE,AMMONIA
"ENID, OK","CORSON, SD",SINGLE,AMMONIA
"ENID, OK","CORVALLIS, OR",SINGLE,SUPERU
"ENID, OK","CORVALLIS, OR",SINGLE,UREA
"ENID, OK","COTTAGE GROVE, OR",SINGLE,SUPERU
"ENID, OK","COTTAGE GROVE, OR",SINGLE,UREA
"ENID, OK","COTTAGE GROVE, WI",SINGLE,SUPERU
"ENID, OK","COTTAGE GROVE, WI",SINGLE,UREA
"ENID, OK","COUNCIL BLUFFS, IA",SINGLE,DEF
"ENID, OK","COUNCIL BLUFFS, IA",SINGLE,SUPERU
"ENID, OK","COUNCIL BLUFFS, IA",SINGLE,UREA
"ENID, OK","COZAD, NE",SINGLE,SUPERU
"ENID, OK","COZAD, NE",SINGLE,UREA
"ENID, OK","CRAIG, CO",SINGLE,SUPERU
"ENID, OK","CRAIG, CO",SINGLE,UREA
"ENID, OK","CRESCENT CITY, IL",SINGLE,SUPERU
"ENID, OK","CRESCENT CITY, IL",SINGLE,UREA
"ENID, OK","CRESTON, IA",85 UT,SUPERU
"ENID, OK","CRESTON, IA",85 UT,UREA
"ENID, OK","CRESTON, IA",SINGLE,SUPERU
"ENID, OK","CRESTON, IA",SINGLE,UREA
"ENID, OK","CROCKER, MO",SINGLE,SUPERU
"ENID, OK","CROCKER, MO",SINGLE,UREA
"ENID, OK","CROOK, CO",SINGLE,SUPERU
"ENID, OK","CROOK, CO",SINGLE,UREA
"ENID, OK","CRYSTAL, ND",100 UT,SUPERU
"ENID, OK","CRYSTAL, ND",100 UT,UREA
"ENID, OK","CRYSTAL, ND",85 UT,SUPERU
"ENID, OK","CRYSTAL, ND",85 UT,UREA
"ENID, OK","CRYSTAL, ND",SINGLE,SUPERU
"ENID, OK","CRYSTAL, ND",SINGLE,UREA
"ENID, OK","CULBERTSON, NE",SINGLE,SUPERU
"ENID, OK","CULBERTSON, NE",SINGLE,UREA
"ENID, OK","CULVER, OR",SINGLE,SUPERU
"ENID, OK","CULVER, OR",SINGLE,UREA
"ENID, OK","CUNNINGHAM, KS",SINGLE,SUPERU
"ENID, OK","CUNNINGHAM, KS",SINGLE,UREA
"ENID, OK","CUSTAR, OH",SINGLE,SUPERU
"ENID, OK","CUSTAR, OH",SINGLE,UREA
"ENID, OK","CUSTER CITY, OK",SINGLE,10-34-0
"ENID, OK","CUSTER CITY, OK",SINGLE,ATS
"ENID, OK","CUSTER CITY, OK",SINGLE,SUPERU
"ENID, OK","CUSTER CITY, OK",SINGLE,UAN
"ENID, OK","CUSTER CITY, OK",SINGLE,UREA
"ENID, OK","CUTKNIFE, SK",SINGLE,SUPERU
"ENID, OK","CUTKNIFE, SK",SINGLE,UREA
"ENID, OK","DALHART, TX",SINGLE,SUPERU
"ENID, OK","DALHART, TX",SINGLE,UREA
"ENID, OK","DALLAS, TX",SINGLE,DEF
"ENID, OK","DANSVILLE, NY",SINGLE,SUPERU
"ENID, OK","DANSVILLE, NY",SINGLE,UREA
"ENID, OK","DANUBE, MN",SINGLE,SUPERU
"ENID, OK","DANUBE, MN",SINGLE,UREA
"ENID, OK","DANVILLE, IL",SINGLE,SUPERU
"ENID, OK","DANVILLE, IL",SINGLE,UREA
"ENID, OK","DARTMOUTH, KS",SINGLE,SUPERU
"ENID, OK","DARTMOUTH, KS",SINGLE,UREA
"ENID, OK","DAWSON CREEK, BC",SINGLE,SUPERU
"ENID, OK","DAWSON CREEK, BC",SINGLE,UREA
"ENID, OK","DAYTON, OR",SINGLE,SUPERU
"ENID, OK","DAYTON, OR",SINGLE,UREA
"ENID, OK","DE LEON, TX",SINGLE,SUPERU
"ENID, OK","DE LEON, TX",SINGLE,UREA
"ENID, OK","DEKALB, IL",SINGLE,SUPERU
"ENID, OK","DEKALB, IL",SINGLE,UREA
"ENID, OK","DELANO, CA",SINGLE,SUPERU
"ENID, OK","DELANO, CA",SINGLE,UREA
"ENID, OK","DELTA, CO",SINGLE,SUPERU
"ENID, OK","DELTA, CO",SINGLE,UREA
"ENID, OK","DELTA, UT",SINGLE,SUPERU
"ENID, OK","DELTA, UT",SINGLE,UREA
"ENID, OK","DENVER, CO",SINGLE,DEF
"ENID, OK","DENVER, CO",SINGLE,SUPERU
"ENID, OK","DENVER, CO",SINGLE,UREA
"ENID, OK","DERRY, OR",SINGLE,SUPERU
"ENID, OK","DERRY, OR",SINGLE,UREA
"ENID, OK","DIBOLL, TX",SINGLE,SUPERU
"ENID, OK","DIBOLL, TX",SINGLE,UREA
"ENID, OK","DILLON, MT",SINGLE,SUPERU
"ENID, OK","DILLON, MT",SINGLE,UREA
"ENID, OK","DIXON, CA",SINGLE,SUPERU
"ENID, OK","DIXON, CA",SINGLE,UREA
"ENID, OK","DOCK, AZ",SINGLE,SUPERU
"ENID, OK","DOCK, AZ",SINGLE,UREA
"ENID, OK","DODGE CITY, KS",SINGLE,AMMONIA
"ENID, OK","DODGE CITY, KS",SINGLE,SUPERU
"ENID, OK","DODGE CITY, KS",SINGLE,UREA
"ENID, OK","DON, ID",SINGLE,AMMONIA
"ENID, OK","DONALD, OR",SINGLE,SUPERU
"ENID, OK","DONALD, OR",SINGLE,UREA
"ENID, OK","DORCHESTER, NE",SINGLE,AMMONIA
"ENID, OK","DOTHAN, AL",SINGLE,DEF
"ENID, OK","DOYON, ND",100 UT,SUPERU
"ENID, OK","DOYON, ND",100 UT,UREA
"ENID, OK","DOYON, ND",85 UT,SUPERU
"ENID, OK","DOYON, ND",85 UT,UREA
"ENID, OK","DOYON, ND",SINGLE,SUPERU
"ENID, OK","DOYON, ND",SINGLE,UREA
"ENID, OK","DRAPER, UT",SINGLE,SUPERU
"ENID, OK","DRAPER, UT",SINGLE,UREA
"ENID, OK","DRAYTON, ND",85 UT,SUPERU
"ENID, OK","DRAYTON, ND",85 UT,UREA
"ENID, OK","DRAYTON, ND",SINGLE,DEF
"ENID, OK","DRAYTON, ND",SINGLE,SUPERU
"ENID, OK","DRAYTON, ND",SINGLE,UREA
"ENID, OK","DUGALD, MB",SINGLE,SUPERU
"ENID, OK","DUGALD, MB",SINGLE,UREA
"ENID, OK","DUMAS, AR",SINGLE,SUPERU
"ENID, OK","DUMAS, AR",SINGLE,UREA
"ENID, OK","DUNKERTON, IA",SINGLE,SUPERU
"ENID, OK","DUNKERTON, IA",SINGLE,UREA
"ENID, OK","DURHAM, KS",SINGLE,SUPERU
"ENID, OK","DURHAM, KS",SINGLE,UREA
"ENID, OK","DYER, TN",SINGLE,SUPERU
"ENID, OK","DYER, TN",SINGLE,UREA
"ENID, OK","EAGLE PASS, TX",SINGLE,AMMONIA
"ENID, OK","EAST GRAND FORKS, MN",SINGLE,SUPERU
"ENID, OK","EAST GRAND FORKS, MN",SINGLE,UREA
"ENID, OK","EAST SAINT LOUIS, IL",SINGLE,DEF
"ENID, OK","EAST SAINT LOUIS, IL",SINGLE,SUPERU
"ENID, OK","EAST SAINT LOUIS, IL",SINGLE,UREA
"ENID, OK","EATON, CO",SINGLE,SUPERU
"ENID, OK","EATON, CO",SINGLE,UREA
"ENID, OK","EDGELEY, ND",SINGLE,SUPERU
"ENID, OK","EDGELEY, ND",SINGLE,UREA
"ENID, OK","EDISON, NE",85 UT,SUPERU
"ENID, OK","EDISON, NE",85 UT,UREA
"ENID, OK","EDISON, NE",SINGLE,AMMONIA
"ENID, OK","EDISON, NE",SINGLE,SUPERU
"ENID, OK","EDISON, NE",SINGLE,UREA
"ENID, OK","EDWALL, WA",SINGLE,AMMONIA
"ENID, OK","EL CENTRO, CA",SINGLE,SUPERU
"ENID, OK","EL CENTRO, CA",SINGLE,UREA
"ENID, OK","EL DORADO, KS",SINGLE,SUPERU
"ENID, OK","EL DORADO, KS",SINGLE,UREA
"ENID, OK","EL PASO, TX",SINGLE,SUPERU
"ENID, OK","EL PASO, TX",SINGLE,UREA
"ENID, OK","ELDON, TX",SINGLE,DEF
"ENID, OK","ELDORADO, IL",SINGLE,AMMONIA
"ENID, OK","ELK MOUND, WI",SINGLE,SUPERU
"ENID, OK","ELK MOUND, WI",SINGLE,UREA
"ENID, OK","ELKHART, TX",SINGLE,SUPERU
"ENID, OK","ELKHART, TX",SINGLE,UREA
"ENID, OK","ELM CREEK, NE",SINGLE,SUPERU
"ENID, OK","ELM CREEK, NE",SINGLE,UREA
"ENID, OK","ELMENDORF, TX",SINGLE,DEF
"ENID, OK","ELOY, AZ",SINGLE,SUPERU
"ENID, OK","ELOY, AZ",SINGLE,UREA
"ENID, OK","ELSIE, NE",SINGLE,AMMONIA
"ENID, OK","ELSIE, NE",SINGLE,SUPERU
"ENID, OK","ELSIE, NE",SINGLE,UREA
"ENID, OK","ELSTOW, SK",SINGLE,SUPERU
"ENID, OK","ELSTOW, SK",SINGLE,UREA
"ENID, OK","EMMETT, ID",SINGLE,SUPERU
"ENID, OK","EMMETT, ID",SINGLE,UREA
"ENID, OK","ENSIGN, KS",85 UT,SUPERU
"ENID, OK","ENSIGN, KS",85 UT,UREA
"ENID, OK","ENSIGN, KS",SINGLE,SUPERU
"ENID, OK","ENSIGN, KS",SINGLE,UREA
"ENID, OK","ERSKINE, MN",100 UT,SUPERU
"ENID, OK","ERSKINE, MN",100 UT,UREA
"ENID, OK","ERSKINE, MN",85 UT,SUPERU
"ENID, OK","ERSKINE, MN",85 UT,UREA
"ENID, OK","ERSKINE, MN",SINGLE,SUPERU
"ENID, OK","ERSKINE, MN",SINGLE,UREA
"ENID, OK","EUGENE, OR",SINGLE,DEF
"ENID, OK","EUGENE, OR",SINGLE,SUPERU
"ENID, OK","EUGENE, OR",SINGLE,UREA
"ENID, OK","EVANSVILLE, WI",SINGLE,SUPERU
"ENID, OK","EVANSVILLE, WI",SINGLE,UREA
"ENID, OK","FAIRFIELD, MT",SINGLE,UREA
"ENID, OK","FAIRMONT, MN",SINGLE,SUPERU
"ENID, OK","FAIRMONT, MN",SINGLE,UREA
"ENID, OK","FALLON, NV",SINGLE,SUPERU
"ENID, OK","FALLON, NV",SINGLE,UREA
"ENID, OK","FALLS CITY, NE",SINGLE,SUPERU
"ENID, OK","FALLS CITY, NE",SINGLE,UREA
"ENID, OK","FAMOSO, CA",SINGLE,SUPERU
"ENID, OK","FAMOSO, CA",SINGLE,UREA
"ENID, OK","FARGO (WEST FARGO), ND",SINGLE,DEF
"ENID, OK","FARNHAMVILLE, IA",SINGLE,SUPERU
"ENID, OK","FARNHAMVILLE, IA",SINGLE,UREA
"ENID, OK","FAYETTEVILLE, NC",SINGLE,SUPERU
"ENID, OK","FAYETTEVILLE, NC",SINGLE,UREA
"ENID, OK","FILER, ID",SINGLE,SUPERU
"ENID, OK","FILER, ID",SINGLE,UREA
"ENID, OK","FINLEY, WA",SINGLE,SUPERU
"ENID, OK","FINLEY, WA",SINGLE,UREA
"ENID, OK","FLAGLER, CO",SINGLE,SUPERU
"ENID, OK","FLAGLER, CO",SINGLE,UREA
"ENID, OK","FORD, MT",SINGLE,SUPERU
"ENID, OK","FORD, MT",SINGLE,UREA
"ENID, OK","FOREST CITY, MO",SINGLE,SUPERU
"ENID, OK","FOREST CITY, MO",SINGLE,UREA
"ENID, OK","FORSYTH, MT",SINGLE,SUPERU
"ENID, OK","FORSYTH, MT",SINGLE,UREA
"ENID, OK","FORT PIERRE, SD",SINGLE,SUPERU
"ENID, OK","FORT PIERRE, SD",SINGLE,UREA
"ENID, OK","FORT WORTH, TX",SINGLE,DEF
"ENID, OK","FOWLERVILLE, MI",SINGLE,DEF
"ENID, OK","FREDERICK, OK",SINGLE,10-34-0
"ENID, OK","FREDERICK, OK",SINGLE,ATS
"ENID, OK","FREDERICK, OK",SINGLE,SUPERU
"ENID, OK","FREDERICK, OK",SINGLE,UAN
"ENID, OK","FREDERICK, OK",SINGLE,UREA
"ENID, OK","FREELAND, MI",SINGLE,SUPERU
"ENID, OK","FREELAND, MI",SINGLE,UREA
"ENID, OK","FREMONT, CA",SINGLE,SUPERU
"ENID, OK","FREMONT, CA",SINGLE,UREA
"ENID, OK","FREMONT, NE",SINGLE,SUPERU
"ENID, OK","FREMONT, NE",SINGLE,UREA
"ENID, OK","FRENCH CAMP, CA",SINGLE,SUPERU
"ENID, OK","FRENCH CAMP, CA",SINGLE,UREA
"ENID, OK","FRESNO, CA",SINGLE,DEF
"ENID, OK","FRESNO, CA",SINGLE,SUPERU
"ENID, OK","FRESNO, CA",SINGLE,UREA
"ENID, OK","FRIONA, TX",85 UT,SUPERU
"ENID, OK","FRIONA, TX",85 UT,UREA
"ENID, OK","FRIONA, TX",SINGLE,SUPERU
"ENID, OK","FRIONA, TX",SINGLE,UREA
"ENID, OK","FRITCHTON, IN",SINGLE,SUPERU
"ENID, OK","FRITCHTON, IN",SINGLE,UREA
"ENID, OK","FRUITA, CO",SINGLE,SUPERU
"ENID, OK","FRUITA, CO",SINGLE,UREA
"ENID, OK","FT COLLINS, CO",SINGLE,SUPERU
"ENID, OK","FT COLLINS, CO",SINGLE,UREA
"ENID, OK","FT MORGAN, CO",SINGLE,SUPERU
"ENID, OK","FT MORGAN, CO",SINGLE,UREA
"ENID, OK","FT WORTH, TX",SINGLE,DEF
"ENID, OK","FT WORTH, TX",SINGLE,SUPERU
"ENID, OK","FT WORTH, TX",SINGLE,UREA
"ENID, OK","FURLEY, KS",SINGLE,SUPERU
"ENID, OK","FURLEY, KS",SINGLE,UREA
"ENID, OK","GAINESVILLE, TX",SINGLE,SUPERU
"ENID, OK","GAINESVILLE, TX",SINGLE,UREA
"ENID, OK","GARDEN CITY, KS",SINGLE,SUPERU
"ENID, OK","GARDEN CITY, KS",SINGLE,UREA
"ENID, OK","GARDEN GROVE, CA",SINGLE,DEF
"ENID, OK","GARLAND, UT",SINGLE,SUPERU
"ENID, OK","GARLAND, UT",SINGLE,UREA
"ENID, OK","GARRETSON, SD",SINGLE,AMMONIA
"ENID, OK","GENEVA, NY",SINGLE,SUPERU
"ENID, OK","GENEVA, NY",SINGLE,UREA
"ENID, OK","GERING, NE",SINGLE,SUPERU
"ENID, OK","GERING, NE",SINGLE,UREA
"ENID, OK","GILCREST, CO",SINGLE,SUPERU
"ENID, OK","GILCREST, CO",SINGLE,UREA
"ENID, OK","GLADE, WA",SINGLE,SUPERU
"ENID, OK","GLADE, WA",SINGLE,UREA
"ENID, OK","GLADYS, VA",SINGLE,DEF
"ENID, OK","GLASGOW, MO",SINGLE,AMMONIA
"ENID, OK","GLENFIELD, ND",SINGLE,AMMONIA
"ENID, OK","GLENNS FERRY, ID",SINGLE,SUPERU
"ENID, OK","GLENNS FERRY, ID",SINGLE,UREA
"ENID, OK","GLENWOOD JCT, MN",SINGLE,SUPERU
"ENID, OK","GLENWOOD JCT, MN",SINGLE,UREA
"ENID, OK","GLENWOOD, AR",SINGLE,SUPERU
"ENID, OK","GLENWOOD, AR",SINGLE,UREA
"ENID, OK","GLOSSOP, MB",SINGLE,SUPERU
"ENID, OK","GLOSSOP, MB",SINGLE,UREA
"ENID, OK","GOLDEN CITY, MO",SINGLE,SUPERU
"ENID, OK","GOLDEN CITY, MO",SINGLE,UREA
"ENID, OK","GOLDEN VALLEY, ID",SINGLE,SUPERU
"ENID, OK","GOLDEN VALLEY, ID",SINGLE,UREA
"ENID, OK","GOODING, ID",SINGLE,SUPERU
"ENID, OK","GOODING, ID",SINGLE,UREA
"ENID, OK","GOODLAND, KS",SINGLE,UAN
"ENID, OK","GOSHEN JCT, CA",SINGLE,SUPERU
"ENID, OK","GOSHEN JCT, CA",SINGLE,UREA
"ENID, OK","GOTHENBURG, NE",SINGLE,SUPERU
"ENID, OK","GOTHENBURG, NE",SINGLE,UREA
"ENID, OK","GRACE CITY, ND",SINGLE,AMMONIA
"ENID, OK","GRAETTINGER, IA",SINGLE,SUPERU
"ENID, OK","GRAETTINGER, IA",SINGLE,UREA
"ENID, OK","GRAND FALLS, NB",SINGLE,SUPERU
"ENID, OK","GRAND FALLS, NB",SINGLE,UREA
"ENID, OK","GRAND FORKS, ND",85 UT,SUPERU
"ENID, OK","GRAND FORKS, ND",85 UT,UREA
"ENID, OK","GRAND FORKS, ND",SINGLE,SUPERU
"ENID, OK","GRAND FORKS, ND",SINGLE,UREA
"ENID, OK","GRAND MARSH, WI",SINGLE,SUPERU
"ENID, OK","GRAND MARSH, WI",SINGLE,UREA
"ENID, OK","GRANDVIEW, WA",SINGLE,SUPERU
"ENID, OK","GRANDVIEW, WA",SINGLE,UREA
"ENID, OK","GRANT, MI",SINGLE,SUPERU
"ENID, OK","GRANT, MI",SINGLE,UREA
"ENID, OK","GRANT, NE",SINGLE,AMMONIA
"ENID, OK","GRASSY LAKE, AB",SINGLE,SUPERU
"ENID, OK","GRASSY LAKE, AB",SINGLE,UREA
"ENID, OK","GRAYLING, MI",SINGLE,SUPERU
"ENID, OK","GRAYLING, MI",SINGLE,UREA
"ENID, OK","GREAT BEND, KS",SINGLE,SUPERU
"ENID, OK","GREAT BEND, KS",SINGLE,UREA
"ENID, OK","GREAT FALLS, MT",SINGLE,SUPERU
"ENID, OK","GREAT FALLS, MT",SINGLE,UREA
"ENID, OK","GREBNER, SD",SINGLE,AMMONIA
"ENID, OK","GREELEY, CO",SINGLE,SUPERU
